ID,Track,Singer(s),Stream
1,I Love It (& Lil Pump),Kanye West; Lil Pump,91273254
2,Taki Taki (with Selena Gomez Ozuna & Cardi B),DJ Snake; Selena Gomez; Ozuna; Cardi B,162509754
3,Happier,Marshmello; Bastille,139954918
4,Mona Lisa (feat. Kendrick Lamar),Lil Wayne; Kendrick Lamar,46548091
5,Falling Down - Bonus Track,Lil Peep; XXXTENTACION,83009806
6,Eastside (with Halsey & Khalid),benny blanco; Halsey; Khalid,82399679
7,Promises (with Sam Smith),Calvin Harris; Sam Smith; Jessie Reyez,84448808
8,Don't Cry (feat. XXXTENTACION),Lil Wayne; XXXTENTACION,27323148
9,In My Mind,Dynoro; Gigi D'Agostino,80391613
10,In My Feelings,Drake,68844793
11,SICKO MODE,Travis Scott,79969919
12,Lucid Dreams,Juice WRLD,71815962
13,Better,Khalid,79213279
14,Lucky You (feat. Joyner Lucas),Eminem; Joyner Lucas,50147427
15,Be Alright,Dean Lewis,67026010
16,Let It Fly (feat. Travis Scott),Lil Wayne; Travis Scott,18599375
17,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5; Cardi B,71800141
18,Electricity (with Dua Lipa),Silk City; Dua Lipa; Diplo; Mark Ronson,56556346
19,SAD!,XXXTENTACION,64534198
20,Uproar,Lil Wayne; Swizz Beatz,27671842
21,FEFE,6ix9ine; Nicki Minaj; Murda Beatz,53208196
22,BEBE,6ix9ine; Anuel AA,58539928
23,Vaina Loca,Ozuna; Manuel Turizo,59879099
24,Natural,Imagine Dragons,52291879
25,What About Me (feat. Sosamann),Lil Wayne; Sosamann,12331743
26,I Like It,Cardi B; Bad Bunny; J Balvin,54842769
27,Moonlight,XXXTENTACION,62967105
28,Taste (feat. Offset),Tyga; Offset,52781946
29,Dedicate,Lil Wayne,11343588
30,Better Now,Post Malone,57721762
31,Can't Be Broken,Lil Wayne,9855064
32,breathin,Ariana Grande,38544457
33,No Brainer,DJ Khaled; Justin Bieber; Quavo; Chance the Rapper,36520769
34,Beautiful (feat. Camila Cabello),Bazzi; Camila Cabello,46774943
35,Youngblood,5 Seconds of Summer,48580209
36,Killshot,Eminem,33988708
37,This Feeling,The Chainsmokers; Kelsea Ballerini,52304538
38,Mo Bamba,Sheck Wes,61747974
39,Rise,Jonas Blue; Jack & Jack,43657128
40,Solo (feat. Demi Lovato),Clean Bandit; Demi Lovato,42134865
41,God is a woman,Ariana Grande,38891202
42,Wake Up in the Sky,Gucci Mane; Bruno Mars; Kodak Black,40139156
43,Te Boté - Remix,Nio Garcia; Casper Magico; Bad Bunny; Darell; Ozuna; Nicky Jam,47174267
44,Nonstop,Drake,45472373
45,Thunderclouds (feat. Sia Diplo and Labrinth),Sia; Diplo; Labrinth; LSD,38897247
46,Jocelyn Flores,XXXTENTACION,43081693
47,Shotgun,George Ezra,40781289
48,Drip Too Hard (Lil Baby & Gunna),Lil Baby; Gunna,62635993
49,Body,Loud Luxury; Brando,39163118
50,One Kiss (with Dua Lipa),Calvin Harris; Dua Lipa,39138965
51,Noticed,Lil Mosey,39416330
52,No Es Justo,J Balvin; Zion & Lennox,39141714
