ID,Track,Singer(s),Stream
1,Taki Taki (with Selena Gomez Ozuna & Cardi B),DJ Snake; Selena Gomez; Ozuna; Cardi B,146014561
2,MIA,Bad Bunny; Drake,108776156
3,Happier,Marshmello; Bastille,112973721
4,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,89874074
5,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION; Lil Pump; Swae Lee; Maluma,84672645
6,Shallow,Lady Gaga; Bradley Cooper,85940988
7,ZEZE (feat. Travis Scott & Offset),Kodak Black; Offset; Travis Scott,84639262
8,Without Me,Halsey,91723034
9,SICKO MODE,Travis Scott,84738883
10,Better,Khalid,65141672
11,Mo Bamba,Sheck Wes,73028204
12,Promises (with Sam Smith),Calvin Harris; Sam Smith; Jessie Reyez,55598887
13,Eastside (with Halsey & Khalid),benny blanco; Halsey; Khalid,59707775
14,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5; Cardi B,59314977
15,when the party's over,Billie Eilish,68877850
16,In My Mind,Dynoro; Gigi D'Agostino,57965892
17,Lucid Dreams,Juice WRLD,58688647
18,Be Alright,Dean Lewis,55671489
19,Kiss and Make Up,Dua Lipa; BLACKPINK,52400634
20,Drip Too Hard (Lil Baby & Gunna),Lil Baby; Gunna,56977272
21,I Love It (& Lil Pump),Kanye West; Lil Pump,46103333
22,Falling Down - Bonus Track,Lil Peep; XXXTENTACION,54105656
23,SAD!,XXXTENTACION,53874531
24,Woman Like Me (feat. Nicki Minaj),Little Mix; Nicki Minaj,53361574
25,Better Now,Post Malone,51470150
26,In My Feelings,Drake,44211011
27,Moonlight,XXXTENTACION,49319358
28,Vaina Loca,Ozuna; Manuel Turizo,48523106
29,Sweet but Psycho,Ava Max,65085904
30,Let You Love Me,Rita Ora,50824892
31,BEBE,6ix9ine; Anuel AA,48248654
32,I Like It,Cardi B; Bad Bunny; J Balvin,39199963
33,Taste (feat. Offset),Tyga; Offset,43119437
34,No Stylist (feat. Drake),French Montana; Drake,35051471
35,Natural,Imagine Dragons,49125439
36,Te Boté - Remix,Nio Garcia; Casper Magico; Bad Bunny; Darell; Ozuna; Nicky Jam,36546474
37,Youngblood,5 Seconds of Summer,42464305
38,Electricity (with Dua Lipa),Silk City; Dua Lipa; Diplo; Mark Ronson,32584557
39,rockstar (feat. 21 Savage),Post Malone; 21 Savage,37762677
40,FEFE,6ix9ine; Nicki Minaj; Murda Beatz,38799754
41,Quiere Beber,Anuel AA,26673923
42,Beautiful (feat. Camila Cabello),Bazzi; Camila Cabello,32623793
43,Suncity (feat. Empress Of),Khalid; Empress Of,29639355
44,Fine China,Future; Juice WRLD,29249547
45,High Hopes,Panic! At The Disco,41819317
46,Always Remember Us This Way,Lady Gaga,37502122
47,Nonstop,Drake,35141071
48,Ruin My Life,Zara Larsson,48752328
49,Cuando Te Besé,Becky G; Paulo Londra,39574889
50,Jocelyn Flores,XXXTENTACION,36176919
51,Wake Up in the Sky,Gucci Mane; Bruno Mars; Kodak Black,43407865
52,This Feeling,The Chainsmokers; Kelsea Ballerini,31940634
