ID,Track,Singer(s),Stream
1,thank u next,Ariana Grande,168487311
2,Taki Taki (with Selena Gomez Ozuna & Cardi B),DJ Snake; Selena Gomez; Ozuna; Cardi B,115964657
3,All I Want for Christmas Is You,Mariah Carey,114706405
4,MIA,Bad Bunny; Drake,92351571
5,Without Me,Halsey,98840258
6,Happier,Marshmello; Bastille,82997687
7,Santa Tell Me,Ariana Grande,74774358
8,Last Christmas,Wham!,88778857
9,ZEZE (feat. Travis Scott & Offset),Kodak Black; Offset; Travis Scott,78772872
10,SICKO MODE,Travis Scott,82577274
11,KIKA,6ix9ine; Tory Lanez,49103145
12,TIC TOC,6ix9ine; Lil Baby,40455408
13,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,100148934
14,Adan y Eva,Paulo Londra,73484297
15,Mo Bamba,Sheck Wes,62829573
16,Sweet but Psycho,Ava Max,75024279
17,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION; Lil Pump; Swae Lee; Maluma,61792182
18,Shallow,Lady Gaga; Bradley Cooper,62911990
19,Going Bad (feat. Drake),Meek Mill; Drake,72049372
20,Bohemian Rhapsody - Remastered 2011,Queen,58567801
21,It's Beginning to Look a Lot like Christmas,Michael Bublé,65577474
22,Jingle Bell Rock,Bobby Helms,60409206
23,MAMA,6ix9ine; Nicki Minaj; Kanye West,29026684
24,BEBE,6ix9ine; Anuel AA,44988189
25,Rockin' Around The Christmas Tree,Brenda Lee,59175121
26,when the party's over,Billie Eilish,55854251
27,Do They Know It's Christmas? - 1984 Version,Band Aid,54930738
28,It's the Most Wonderful Time of the Year,Andy Williams,55936210
29,In My Mind,Dynoro; Gigi D'Agostino,49943424
30,Better,Khalid,52816025
31,Drip Too Hard (Lil Baby & Gunna),Lil Baby; Gunna,58714077
32,Mistletoe,Justin Bieber,49229214
33,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5; Cardi B,54606500
34,Lucid Dreams,Juice WRLD,54505061
35,Eastside (with Halsey & Khalid),benny blanco; Halsey; Khalid,54954043
36,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson; Miley Cyrus,55259959
37,SAD!,XXXTENTACION,53876471
38,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding; Diplo; Swae Lee,43282793
39,Promises (with Sam Smith),Calvin Harris; Sam Smith; Jessie Reyez,43012231
40,FEFE,6ix9ine; Nicki Minaj; Murda Beatz,36930394
41,Better Now,Post Malone,51510590
42,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra; B. Swanson Quartet,42859305
43,Moonlight,XXXTENTACION,47199896
44,Vaina Loca,Ozuna; Manuel Turizo,42909083
45,Be Alright,Dean Lewis,46102602
46,BAD!,XXXTENTACION,49020510
47,WAKA,6ix9ine; A Boogie Wit da Hoodie,13941394
48,Let You Love Me,Rita Ora,36998996
49,come out and play,Billie Eilish,21598365
50,Woman Like Me (feat. Nicki Minaj),Little Mix; Nicki Minaj,30546270
51,Ruin My Life,Zara Larsson,39138972
52,Ella Quiere Beber - Remix,Anuel AA; Romeo Santos,44145009
53,Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,45483545
54,Happy Xmas (War Is Over) - Remastered 2010,John Lennon; Yoko Ono,48240940
