Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,thank u next,Ariana Grande,5.675.141,1,1,25
2,Taki Taki (with Selena Gomez Ozuna & Cardi B),DJ Snake; Selena Gomez; Ozuna; Cardi B,4.270.342,1,2,62
3,KIKA,6ix9ine; Tory Lanez,3.559.754,3,152,2
4,MAMA,6ix9ine; Nicki Minaj; Kanye West,3.323.933,4,179,2
5,MIA,Bad Bunny; Drake,3.284.065,1,3,49
6,TIC TOC,6ix9ine; Lil Baby,3.091.632,6,186,2
7,Without Me,Halsey,3.047.505,4,4,55
8,Happier,Marshmello; Bastille,2.948.344,2,5,104
9,ZEZE (feat. Travis Scott & Offset),Kodak Black; Offset; Travis Scott,2.811.677,3,7,48
10,SICKO MODE,Travis Scott,2.796.359,2,6,118
11,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,2.770.174,4,8,42
12,WAKA,6ix9ine; A Boogie Wit da Hoodie,2.709.519,12,—,1
13,BEBE,6ix9ine; Anuel AA,2.665.148,13,42,90
14,Shallow,Lady Gaga; Bradley Cooper,2.554.345,5,10,62
15,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION; Lil Pump; Swae Lee; Maluma,2.553.926,3,9,35
16,when the party's over,Billie Eilish,2.446.506,11,12,43
17,Mo Bamba,Sheck Wes,2.386.836,10,11,108
18,Sweet but Psycho,Ava Max,2.343.150,13,14,63
19,Bohemian Rhapsody - Remastered 2011,Queen,2.277.889,10,13,50
20,Adan y Eva,Paulo Londra,2.258.159,14,15,23
21,Better,Khalid,2.194.545,7,16,76
22,All I Want for Christmas Is You,Mariah Carey,2.153.285,1,17,25
23,KANGA,6ix9ine; Kanye West,1.979.109,23,—,1
24,FEFE,6ix9ine; Nicki Minaj; Murda Beatz,1.973.265,2,56,130
25,Drip Too Hard (Lil Baby & Gunna),Lil Baby; Gunna,1.922.072,12,18,77
26,come out and play,Billie Eilish,1.922.024,19,19,8
27,Eastside (with Halsey & Khalid),benny blanco; Halsey; Khalid,1.919.875,3,20,139
28,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5; Cardi B,1.869.626,2,22,181
29,Lucid Dreams,Juice WRLD,1.843.873,2,23,200
30,FEEFA,6ix9ine; Gunna,1.798.062,30,—,1
31,BAD!,XXXTENTACION,1.783.204,4,21,20
32,Be Alright,Dean Lewis,1.773.927,12,24,130
33,In My Mind,Dynoro; Gigi D'Agostino,1.739.891,4,25,148
34,SAD!,XXXTENTACION,1.721.240,1,27,272
35,Promises (with Sam Smith),Calvin Harris; Sam Smith; Jessie Reyez,1.699.369,4,28,104
36,Ruin My Life,Zara Larsson,1.686.578,26,26,41
37,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding; Diplo; Swae Lee,1.672.434,30,30,34
38,Better Now,Post Malone,1.662.270,1,31,216
39,Let You Love Me,Rita Ora,1.656.849,24,29,69
40,Kiss and Make Up,Dua Lipa; BLACKPINK,1.646.233,13,32,41
41,Woman Like Me (feat. Nicki Minaj),Little Mix; Nicki Minaj,1.618.335,21,33,48
42,Bad Liar,Imagine Dragons,1.605.862,12,35,20
43,STOOPID,6ix9ine; Bobby Shmurda,1.589.730,14,180,8
44,MALA,6ix9ine; Anuel AA,1.585.826,44,—,1
45,lovely (with Khalid),Billie Eilish; Khalid,1.582.006,19,36,220
46,Falling Down - Bonus Track,Lil Peep; XXXTENTACION,1.560.039,2,34,71
47,Moonlight,XXXTENTACION,1.558.594,2,37,258
48,Happy Now,Kygo; Sandro Cavazza,1.545.965,34,38,34
49,Vaina Loca,Ozuna; Manuel Turizo,1.495.713,12,39,153
50,Natural,Imagine Dragons,1.474.489,13,41,132
