Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,Taki Taki (with Selena Gomez Ozuna & Cardi B),DJ Snake; Selena Gomez; Ozuna; Cardi B,5.016.799,1,1,24
2,MIA,Bad Bunny; Drake,4.265.283,1,2,11
3,Happier,Marshmello; Bastille,3.312.023,2,3,66
4,ZEZE (feat. Travis Scott & Offset),Kodak Black; Offset; Travis Scott,3.076.259,3,4,10
5,Shallow,Lady Gaga; Bradley Cooper,2.978.471,5,5,24
6,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,2.744.685,6,6,4
7,Better,Khalid,2.659.321,7,7,38
8,Without Me,Halsey,2.506.680,8,8,17
9,SICKO MODE,Travis Scott,2.404.215,2,11,80
10,Promises (with Sam Smith),Calvin Harris; Sam Smith; Jessie Reyez,2.277.430,4,9,66
11,In My Mind,Dynoro; Gigi D'Agostino,2.189.879,4,10,110
12,I Love It (& Lil Pump),Kanye West; Lil Pump,2.186.157,1,12,45
13,Eastside (with Halsey & Khalid),benny blanco; Halsey; Khalid,2.164.008,3,14,101
14,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5; Cardi B,2.149.164,2,13,143
15,Lucid Dreams,Juice WRLD,2.062.687,2,16,162
16,Falling Down - Bonus Track,Lil Peep; XXXTENTACION,2.062.396,2,15,33
17,SAD!,XXXTENTACION,1.887.982,1,20,234
18,In My Feelings,Drake,1.885.924,1,17,115
19,Mo Bamba,Sheck Wes,1.866.039,19,19,70
20,Moonlight,XXXTENTACION,1.824.828,2,21,220
21,Be Alright,Dean Lewis,1.818.708,12,22,92
22,when the party's over,Billie Eilish,1.758.643,18,26,5
23,Fine China,Future; Juice WRLD,1.750.768,15,27,6
24,Vaina Loca,Ozuna; Manuel Turizo,1.746.246,12,18,115
25,Better Now,Post Malone,1.731.793,1,25,178
26,Drip Too Hard (Lil Baby & Gunna),Lil Baby; Gunna,1.712.230,12,24,39
27,Kiss and Make Up,Dua Lipa; BLACKPINK,1.703.347,21,28,3
28,BEBE,6ix9ine; Anuel AA,1.644.616,13,23,52
29,I Like It,Cardi B; Bad Bunny; J Balvin,1.562.499,2,29,199
30,Suncity (feat. Empress Of),Khalid; Empress Of,1.526.068,19,32,3
31,Let You Love Me,Rita Ora,1.473.442,26,31,31
32,Taste (feat. Offset),Tyga; Offset,1.452.839,5,33,157
33,Electricity (with Dua Lipa),Silk City; Dua Lipa; Diplo; Mark Ronson,1.440.321,13,30,46
34,Sweet but Psycho,Ava Max,1.429.540,34,34,25
35,FEFE,6ix9ine; Nicki Minaj; Murda Beatz,1.411.282,2,35,92
36,Te Boté - Remix,Nio Garcia; Casper Magico; Bad Bunny; Darell; Ozuna; Nicky Jam,1.390.919,7,36,191
37,Youngblood,5 Seconds of Summer,1.385.362,6,39,192
38,Natural,Imagine Dragons,1.382.130,18,38,94
39,No Stylist (feat. Drake),French Montana; Drake,1.359.980,23,37,31
40,Beautiful (feat. Camila Cabello),Bazzi; Camila Cabello,1.352.404,28,42,80
41,Woman Like Me (feat. Nicki Minaj),Little Mix; Nicki Minaj,1.327.702,30,40,10
42,This Feeling,The Chainsmokers; Kelsea Ballerini,1.278.991,19,43,31
43,Quiere Beber,Anuel AA,1.261.517,40,41,65
44,Nonstop,Drake,1.260.460,1,44,115
45,Venom - Music From The Motion Picture,Eminem,1.257.202,32,45,52
46,rockstar (feat. 21 Savage),Post Malone; 21 Savage,1.245.914,1,48,402
47,High Hopes,Panic! At The Disco,1.236.169,44,49,122
48,Jocelyn Flores,XXXTENTACION,1.221.741,2,53,423
49,Lucky You (feat. Joyner Lucas),Eminem; Joyner Lucas,1.216.528,1,47,52
50,Cuando Te Besé,Becky G; Paulo Londra,1.214.574,39,46,80
51,Rise,Jonas Blue; Jack & Jack,1.210.307,11,50,140
52,Shotgun,George Ezra,1.134.888,35,55,121
53,Solo (feat. Demi Lovato),Clean Bandit; Demi Lovato,1.117.137,7,52,157
54,God's Plan,Drake,1.115.063,1,57,275
55,Noticed,Lil Mosey,1.114.222,38,60,51
56,No Es Justo,J Balvin; Zion & Lennox,1.114.005,27,51,122
57,Always Remember Us This Way,Lady Gaga,1.096.742,54,67,14
58,One Kiss (with Dua Lipa),Calvin Harris; Dua Lipa,1.090.170,1,54,199
59,Never Recover (Lil Baby & Gunna Drake),Lil Baby; Gunna; Drake,1.090.105,15,59,17
60,changes,XXXTENTACION,1.085.723,4,65,127
61,STOOPID,6ix9ine; Bobby Shmurda,1.070.541,14,56,17
62,Body,Loud Luxury; Brando,1.062.760,18,58,147
63,Wake Up in the Sky,Gucci Mane; Bruno Mars; Kodak Black,1.059.341,24,62,38
64,Love Someone,Lukas Graham,1.056.145,52,72,42
65,Ya No Tiene Novio,Sebastian Yatra; Mau y Ricky,1.028.653,61,61,55
66,God is a woman,Ariana Grande,1.015.878,2,66,101
67,2002,Anne-Marie,993.752,25,74,185
68,Sin Pijama,Becky G; NATTI NATASHA,988.213,20,64,181
69,Jackie Chan,Tiësto; Dzeko; Preme; Post Malone,982.151,11,69,157
70,Shape of You,Ed Sheeran,974.703,1,71,654
71,Mala Mía,Maluma,973.803,47,63,73
72,Psycho (feat. Ty Dolla $ign),Post Malone; Ty Dolla $ign,967.966,1,75,241
73,Thunderclouds (feat. Sia Diplo and Labrinth),Sia; Diplo; Labrinth; LSD,967.888,30,70,73
74,no tears left to cry,Ariana Grande,965.265,2,79,185
75,breathin,Ariana Grande,954.137,2,78,66
76,lovely (with Khalid),Billie Eilish; Khalid,952.237,19,86,182
77,Amigos Con Derechos,Reik; Maluma,935.859,66,68,51
78,No Brainer,DJ Khaled; Justin Bieber; Quavo; Chance the Rapper,921.415,2,77,87
79,Believer,Imagine Dragons,915.155,15,81,627
80,Goodbye (feat. Nicki Minaj & Willy William),Jason Derulo; David Guetta; Nicki Minaj; Willy William,912.679,44,73,56
81,Fuck Love (feat. Trippie Redd),XXXTENTACION; Trippie Redd,911.009,5,83,126
82,Saturday Nights,Khalid,903.157,52,82,3
83,Vertigo,Khalid,895.271,36,76,3
84,Ruin My Life,Zara Larsson,891.232,48,80,3
85,Perfect,Ed Sheeran,872.263,3,88,598
86,Havana (feat. Young Thug),Camila Cabello; Young Thug,841.598,1,84,444
87,There's No Way (feat. Julia Michaels),Lauv; Julia Michaels,841.182,70,91,21
88,IDGAF,Dua Lipa,829.787,3,87,300
89,Mona Lisa (feat. Kendrick Lamar),Lil Wayne; Kendrick Lamar,827.477,1,85,24
90,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,818.960,4,98,165
91,FRIENDS,Marshmello; Anne-Marie,814.632,3,92,255
92,Thunder,Imagine Dragons,810.801,7,89,542
93,Yes Indeed,Lil Baby; Drake,805.110,12,94,160
94,The Middle,Zedd; Maren Morris; Grey,802.052,6,97,269
95,New Rules,Dua Lipa,793.837,2,93,469
96,Culpables,KAROL G; Anuel AA,791.246,83,90,37
97,Happy Now,Zedd; Elley Duhé,789.234,27,101,94
98,Leave Me Alone,Flipp Dinero,786.851,90,104,45
99,Killshot,Eminem,781.217,20,95,33
100,I Fall Apart,Post Malone,761.342,10,115,392
101,Hard Work Pays Off,Future; Juice WRLD,752.135,88,99,3
102,Asesina,Brytiago; Darell,747.644,66,96,115
103,I Like Me Better,Lauv,747.432,24,127,71
104,Trip,Ella Mai,747.131,82,110,44
105,Bohemian Rhapsody - Remastered 2011,Queen,742.485,105,105,12
106,No Me Acuerdo,Thalia; NATTI NATASHA,739.662,62,100,97
107,Toda - Remix,Alex Rose; Cazzu; Rauw Alejandro; Lenny Tavárez,738.275,97,106,68
108,Everybody Dies In Their Nightmares,XXXTENTACION,738.062,6,125,126
109,New Patek,Lil Uzi Vert,736.894,13,113,34
110,Ibiza,Ozuna; Romeo Santos,732.458,102,102,14
111,Love Lies (with Normani),Khalid; Normani,729.448,9,119,248
112,Clandestino,Shakira; Maluma,728.514,34,103,136
113,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky; Skepta,722.184,14,109,150
114,REMEDY,Alesso,721.900,50,107,49
115,Nice For What,Drake,721.013,1,111,198
116,I'm a Mess,Bebe Rexha,719.691,47,116,122
117,All Girls Are The Same,Juice WRLD,712.871,47,130,163
118,Ocean (feat. Khalid),Martin Garrix; Khalid,712.803,13,122,129
119,Look At Me!,XXXTENTACION,702.499,21,124,126
120,Celoso,Lele Pons,691.564,108,108,65
121,XO Tour Llif3,Lil Uzi Vert,688.968,9,129,576
122,STARGAZING,Travis Scott,688.900,2,126,80
123,Imposible,Luis Fonsi; Ozuna,686.549,102,112,3
124,Too Good At Goodbyes,Sam Smith,683.280,1,141,409
125,Born To Be Yours,Kygo; Imagine Dragons,676.593,22,118,129
126,PPP,Kevin Roldan,674.771,117,117,11
127,Say You Won't Let Go,James Arthur,669.714,7,155,659
128,Look Alive (feat. Drake),BlocBoy JB; Drake,669.273,6,131,255
129,Lean Wit Me,Juice WRLD,669.232,79,137,78
130,REEL IT IN,Aminé,664.727,119,133,35
131,Nevermind,Dennis Lloyd,664.694,17,121,224
