Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,thank u next,Ariana Grande,7.193.968,1,1,32
2,Taki Taki (with Selena Gomez Ozuna & Cardi B),DJ Snake; Selena Gomez; Ozuna; Cardi B,4.096.343,1,2,69
3,Without Me,Halsey,3.518.104,3,3,62
4,All I Want for Christmas Is You,Mariah Carey,3.269.308,1,5,32
5,MIA,Bad Bunny; Drake,3.267.504,1,4,56
6,Happier,Marshmello; Bastille,2.860.728,2,6,111
7,ZEZE (feat. Travis Scott & Offset),Kodak Black; Offset; Travis Scott,2.820.834,3,7,55
8,Going Bad (feat. Drake),Meek Mill; Drake,2.777.063,8,10,6
9,SICKO MODE,Travis Scott,2.772.461,2,8,125
10,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,2.672.991,4,9,49
11,Adan y Eva,Paulo Londra,2.432.134,11,13,30
12,Sweet but Psycho,Ava Max,2.420.670,12,12,70
13,Shallow,Lady Gaga; Bradley Cooper,2.343.043,5,16,69
14,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION; Lil Pump; Swae Lee; Maluma,2.335.962,3,14,42
15,TIC TOC,6ix9ine; Lil Baby,2.333.622,4,11,9
16,Santa Tell Me,Ariana Grande,2.292.924,6,18,19
17,KIKA,6ix9ine; Tory Lanez,2.234.002,3,15,9
18,Mo Bamba,Sheck Wes,2.218.478,10,17,115
19,when the party's over,Billie Eilish,2.184.456,11,19,50
20,Last Christmas,Wham!,2.138.888,2,21,20
21,Bohemian Rhapsody - Remastered 2011,Queen,2.098.841,10,20,57
22,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson; Miley Cyrus,2.060.483,22,22,6
23,Better,Khalid,2.038.110,7,23,83
24,Drip Too Hard (Lil Baby & Gunna),Lil Baby; Gunna,1.982.149,12,24,84
25,Eastside (with Halsey & Khalid),benny blanco; Halsey; Khalid,1.812.833,3,25,146
26,It's Beginning to Look a Lot like Christmas,Michael Bublé,1.785.643,3,29,18
27,BEBE,6ix9ine; Anuel AA,1.768.272,13,26,97
28,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5; Cardi B,1.759.162,2,27,188
29,Lucid Dreams,Juice WRLD,1.756.092,2,28,207
