Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,thank u next,Ariana Grande,8.108.043,1,1,10
2,Taki Taki (with Selena Gomez Ozuna & Cardi B),DJ Snake; Selena Gomez; Ozuna; Cardi B,4.808.418,1,2,47
3,MIA,Bad Bunny; Drake,3.619.757,1,3,34
4,Without Me,Halsey,3.299.521,4,5,40
5,Happier,Marshmello; Bastille,3.278.307,2,4,89
6,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,3.111.045,4,7,27
7,Shallow,Lady Gaga; Bradley Cooper,3.016.566,5,6,47
8,SICKO MODE,Travis Scott,2.935.556,2,9,103
9,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION; Lil Pump; Swae Lee; Maluma,2.894.354,3,8,20
10,ZEZE (feat. Travis Scott & Offset),Kodak Black; Offset; Travis Scott,2.800.377,3,12,33
11,Bohemian Rhapsody - Remastered 2011,Queen,2.655.342,11,11,35
12,BAD!,XXXTENTACION,2.594.801,4,10,5
13,Mo Bamba,Sheck Wes,2.447.297,10,14,93
14,when the party's over,Billie Eilish,2.435.492,11,13,28
15,Better,Khalid,2.260.933,7,15,61
16,Bad Liar,Imagine Dragons,2.187.361,12,17,5
17,Sweet but Psycho,Ava Max,2.180.357,14,16,48
18,Falling Down - Bonus Track,Lil Peep; XXXTENTACION,2.069.271,2,18,56
19,Eastside (with Halsey & Khalid),benny blanco; Halsey; Khalid,2.036.979,3,20,124
20,Be Alright,Dean Lewis,1.986.897,12,21,115
21,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5; Cardi B,1.966.132,2,24,166
22,Natural,Imagine Dragons,1.963.150,13,19,117
23,Lucid Dreams,Juice WRLD,1.953.125,2,23,185
24,In My Mind,Dynoro; Gigi D'Agostino,1.929.283,4,22,133
25,Drip Too Hard (Lil Baby & Gunna),Lil Baby; Gunna,1.898.301,12,29,62
26,Kiss and Make Up,Dua Lipa; BLACKPINK,1.876.387,13,27,26
