ID,Track,Singer(s),Stream
1,Easy On Me,Adele,338227508
2,STAY (with Justin Bieber),The Kid LAROI; Justin Bieber,384522888
3,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X; Jack Harlow,321204929
4,abcdefu,GAYLE,387921576
5,Heat Waves,Glass Animals,371437262
6,Cold Heart - PNAU Remix,Elton John; Dua Lipa; PNAU,320998570
7,All I Want for Christmas Is You,Mariah Carey,154348385
8,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons; JID; Arcane; League of Legends,330040545
9,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,138191579
10,Shivers,Ed Sheeran,252334155
11,Last Christmas,Wham!,136401448
12,Bad Habits,Ed Sheeran,217676289
13,Pepas,Farruko,232968970
14,Oh My God,Adele,140465230
15,My Universe,Coldplay; BTS,202821436
16,Do It To It,ACRAZE; Cherish,221635092
17,good 4 u,Olivia Rodrigo,195257356
18,Woman,Doja Cat,211832573
19,It's Beginning to Look a Lot like Christmas,Michael Bublé,97739339
20,Smokin Out The Window,Bruno Mars; Anderson .Paak; Silk Sonic,111698218
21,Jingle Bell Rock,Bobby Helms,100378992
22,MONEY,LISA,137633962
23,Kiss Me More (feat. SZA),Doja Cat; SZA,172408350
24,Rockin' Around The Christmas Tree,Brenda Lee,102390822
25,MONTERO (Call Me By Your Name),Lil Nas X,160280217
26,love nwantiti (ah ah ah),CKay,152032373
27,Need to Know,Doja Cat,165731498
28,Santa Tell Me,Ariana Grande,89492772
29,Toxic,BoyWithUke,154068711
30,One Right Now (with The Weeknd),Post Malone; The Weeknd,133038409
31,Beggin',Måneskin,149134207
32,Happier Than Ever,Billie Eilish,142861775
33,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,CKay; Dj Yo!; AX'EL,115978552
34,THATS WHAT I WANT,Lil Nas X,172832775
35,Ghost,Justin Bieber,176851406
36,Yonaguni,Bad Bunny,168279040
37,It's the Most Wonderful Time of the Year,Andy Williams,84302055
38,Blinding Lights,The Weeknd,162109611
39,traitor,Olivia Rodrigo,142178574
40,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy; Bad Bunny; Julieta Venegas,162372788
41,drivers license,Olivia Rodrigo,135425880
42,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae; Kali Uchis; Moliy,94427804
43,Where Are You Now,Lost Frequencies; Calum Scott,164849534
44,Moth To A Flame (with The Weeknd),Swedish House Mafia; The Weeknd,126409174
45,Levitating (feat. DaBaby),Dua Lipa; DaBaby,140900813
46,Meet Me At Our Spot,THE ANXIETY; WILLOW; Tyler Cole,104098150
47,I Love You So,The Walters,161057673
48,Mistletoe,Justin Bieber,64736077
49,Todo De Ti,Rauw Alejandro,125042566
50,Mon Amour - Remix,zzoilo; Aitana,142854139
51,Can I Get It,Adele,14634191
52,Sweater Weather,The Neighbourhood,145676111
53,Life Goes On,Oliver Tree,87543824
54,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber; Daniel Caesar; Giveon,112348313
55,Snowman,Sia,75153429
56,Feliz Navidad,José Feliciano,72035477
57,Underneath the Tree,Kelly Clarkson,66431712
58,Volví,Aventura; Bad Bunny,119897374
59,Save Your Tears (with Ariana Grande) (Remix),The Weeknd; Ariana Grande,122174906
60,LA FAMA,ROSALÍA; The Weeknd,76307758
61,Better Days (NEIKED x Mae Muller x Polo G),NEIKED; Mae Muller; Polo G,93395368
62,I Drink Wine,Adele,11902411
63,Leave The Door Open,Bruno Mars; Anderson .Paak; Silk Sonic,93950888
64,Nostálgico,Rvssian; Rauw Alejandro; Chris Brown,106006707
65,DÁKITI,Bad Bunny; Jhayco,120754062
66,Butter,BTS,100367600
