Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,As It Was,Harry Styles,8.557.637,1,1,63
2,Running Up That Hill (A Deal With God),Kate Bush,8.128.282,2,2,5
3,Me Porto Bonito,Bad Bunny; Chencho Corleone,5.611.595,2,3,27
4,Ojitos Lindos,Bad Bunny; Bomba Estéreo,5.323.213,2,4,27
5,Tití Me Preguntó,Bad Bunny,4.405.051,4,5,27
6,Late Night Talking,Harry Styles,4.107.757,2,6,13
7,Moscow Mule,Bad Bunny,3.937.995,1,7,27
8,Party,Bad Bunny; Rauw Alejandro,3.552.269,6,8,27
9,About Damn Time,Lizzo,3.532.177,7,9,35
10,PROVENZA,KAROL G,3.392.510,4,10,41
11,Efecto,Bad Bunny,3.350.026,11,13,27
12,Heat Waves,Glass Animals,3.327.685,1,11,523
13,First Class,Jack Harlow,3.270.048,1,12,55
14,Bam Bam (feat. Ed Sheeran),Camila Cabello; Ed Sheeran,2.791.049,5,16,90
15,STAY (with Justin Bieber),The Kid LAROI; Justin Bieber,2.764.791,1,15,328
16,Matilda,Harry Styles,2.660.941,5,14,13
17,Tarot,Bad Bunny; Jhayco,2.529.449,5,18,27
18,Después de la Playa,Bad Bunny,2.495.647,3,19,27
19,Music For a Sushi Restaurant,Harry Styles,2.477.133,3,17,13
20,MIDDLE OF THE NIGHT,Elley Duhé,2.410.324,9,21,151
21,Daylight,Harry Styles,2.360.490,7,20,13
22,Cold Heart - PNAU Remix,Elton John; Dua Lipa; PNAU,2.360.059,2,22,293
23,Un Ratito,Bad Bunny,2.212.042,7,24,27
24,Little Freak,Harry Styles,2.167.434,6,23,13
25,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons; JID; Arcane; League of Legends,2.150.295,3,26,216
26,True Love,Kanye West; XXXTENTACION,2.135.380,14,25,6
27,Ghost,Justin Bieber,2.120.719,10,27,237
28,Potion (with Dua Lipa & Young Thug),Calvin Harris; Dua Lipa; Young Thug,2.083.935,19,28,6
29,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X; Jack Harlow,2.065.037,2,29,314
30,Una Noche en Medellín,Cris Mj,2.036.709,6,31,101
31,MAMIII,Becky G; KAROL G,2.013.042,5,33,111
32,Woman,Doja Cat,1.972.345,5,34,318
33,Until I Found You,Stephen Sanchez,1.953.470,33,35,24
34,Shivers,Ed Sheeran,1.922.685,4,37,265
35,Grapejuice,Harry Styles,1.906.019,4,30,13
36,N95,Kendrick Lamar,1.904.488,1,36,20
37,Satellite,Harry Styles,1.891.165,11,32,13
38,Yo No Soy Celoso,Bad Bunny,1.878.830,10,39,27
39,WAIT FOR U (feat. Drake & Tems),Future; Drake; Tems,1.818.150,5,40,34
40,Where Are You Now,Lost Frequencies; Calum Scott,1.813.656,17,47,276
41,Neverita,Bad Bunny,1.813.423,11,42,27
42,Desesperados,Rauw Alejandro; Chencho Corleone,1.793.984,8,44,158
43,Love Of My Life,Harry Styles,1.789.732,10,38,13
44,good 4 u,Olivia Rodrigo,1.745.057,1,46,384
45,La Corriente,Bad Bunny; Tony Dize,1.730.781,12,49,27
46,Envolver,Anitta,1.721.030,1,50,89
47,Cinema,Harry Styles,1.716.152,8,41,13
48,Aguacero,Bad Bunny,1.710.117,18,51,27
49,Me Fui de Vacaciones,Bad Bunny,1.705.183,12,48,27
50,Cooped Up (with Roddy Ricch),Post Malone; Roddy Ricch,1.697.958,21,52,20
51,Te Felicito,Shakira; Rauw Alejandro,1.697.660,51,54,31
52,Another Love,Tom Odell,1.691.109,27,53,158
53,Daydreaming,Harry Styles,1.664.534,9,43,13
54,Keep Driving,Harry Styles,1.659.371,12,45,13
55,abcdefu,GAYLE,1.646.351,1,56,200
56,Andrea,Bad Bunny; Buscabulla,1.640.494,21,55,27
57,Bad Habits,Ed Sheeran,1.632.744,3,57,342
58,Easy On Me,Adele,1.616.175,1,59,231
59,Watermelon Sugar,Harry Styles,1.613.940,4,58,158
60,Jordan,Ryan Castro,1.608.823,27,62,97
61,One Kiss (with Dua Lipa),Calvin Harris; Dua Lipa,1.606.334,1,70,6
62,ULTRA SOLO,Polimá Westcoast; Pailita,1.605.190,49,60,38
63,Dandelions,Ruth B.,1.583.703,32,61,158
64,Wait a Minute!,WILLOW,1.564.975,25,63,75
65,Blinding Lights,The Weeknd,1.555.966,1,64,916
66,The Motto,Tiësto; Ava Max,1.547.959,20,65,158
67,THATS WHAT I WANT,Lil Nas X,1.525.685,3,68,258
68,Sweater Weather,The Neighbourhood,1.521.399,29,67,627
69,Die Hard,Kendrick Lamar; Blxst; Amanda Reifer,1.498.704,4,66,20
70,Un Coco,Bad Bunny,1.465.322,22,69,27
71,Pepas,Farruko,1.431.752,3,74,325
72,Fuera del mercado,Danny Ocean,1.426.410,21,73,79
73,Otro Atardecer,Bad Bunny; The Marías,1.416.848,20,72,27
74,My Universe,Coldplay; BTS,1.405.885,3,78,251
75,House of Memories,Panic! At The Disco,1.390.106,58,79,41
76,traitor,Olivia Rodrigo,1.385.839,7,76,377
77,Don’t Blame Me,Taylor Swift,1.376.589,77,77,15
78,Dos Mil 16,Bad Bunny,1.367.980,17,75,27
79,Boyfriends,Harry Styles,1.360.065,13,71,13
80,Levitating (feat. DaBaby),Dua Lipa; DaBaby,1.349.881,4,80,608
81,Boyfriend,Dove Cameron,1.339.994,11,83,111
82,Light Switch,Charlie Puth,1.339.459,11,81,133
83,Kiss Me More (feat. SZA),Doja Cat; SZA,1.310.014,2,84,419
84,Un Verano Sin Ti,Bad Bunny,1.303.032,16,82,27
85,drivers license,Olivia Rodrigo,1.289.732,1,85,510
86,Enséñame a Bailar,Bad Bunny,1.287.865,19,86,27
