Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,As It Was,Harry Styles,8.191.038,1,1,32
2,First Class,Jack Harlow,4.284.210,1,2,24
3,Heat Waves,Glass Animals,3.768.988,1,3,492
4,STAY (with Justin Bieber),The Kid LAROI; Justin Bieber,2.997.196,1,4,297
5,Bam Bam (feat. Ed Sheeran),Camila Cabello; Ed Sheeran,2.681.696,5,5,59
6,Una Noche en Medellín,Cris Mj,2.491.787,6,7,70
7,Cold Heart - PNAU Remix,Elton John; Dua Lipa; PNAU,2.470.621,2,6,262
8,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons; JID; Arcane; League of Legends,2.460.027,3,9,185
9,PROVENZA,KAROL G,2.397.493,9,13,10
10,MAMIII,Becky G; KAROL G,2.341.791,5,10,80
11,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X; Jack Harlow,2.337.904,2,14,283
12,MIDDLE OF THE NIGHT,Elley Duhé,2.325.745,9,15,120
13,Envolver,Anitta,2.275.219,1,12,58
14,Paulo Londra: Bzrp Music Sessions Vol. 23,Bizarrap; Paulo Londra,2.231.837,2,8,7
15,WAIT FOR U (feat. Drake & Tems),Future; Drake; Tems,2.205.535,5,11,3
16,That That (prod. & feat. SUGA of BTS),PSY; SUGA,2.129.056,16,16,3
17,Ghost,Justin Bieber,2.126.014,10,18,206
18,Desesperados,Rauw Alejandro; Chencho Corleone,2.041.656,8,17,127
19,Woman,Doja Cat,2.020.224,5,21,287
20,abcdefu,GAYLE,2.016.680,1,20,169
21,Shivers,Ed Sheeran,1.966.034,4,19,234
22,X ÚLTIMA VEZ,Daddy Yankee; Bad Bunny,1.836.490,8,22,38
23,good 4 u,Olivia Rodrigo,1.806.950,1,27,353
24,Where Are You Now,Lost Frequencies; Calum Scott,1.754.460,17,23,245
25,THATS WHAT I WANT,Lil Nas X,1.749.233,3,28,227
26,Wait a Minute!,WILLOW,1.734.593,26,33,44
27,Jordan,Ryan Castro,1.732.780,27,30,66
28,Easy On Me,Adele,1.730.566,1,32,200
29,Fuera del mercado,Danny Ocean,1.710.366,21,26,48
30,Pepas,Farruko,1.679.897,3,24,294
31,Bad Habits,Ed Sheeran,1.665.912,3,31,311
32,Honest (feat. Don Toliver),Justin Bieber; Don Toliver,1.663.161,25,25,3
33,The Motto,Tiësto; Ava Max,1.638.322,20,29,127
34,Another Love,Tom Odell,1.609.590,27,41,127
