Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,Quevedo: Bzrp Music Sessions Vol. 52,Bizarrap; Quevedo,5.314.121,1,1,71
2,As It Was,Harry Styles,5.176.636,1,2,169
3,I'm Good (Blue),David Guetta; Bebe Rexha,4.468.560,3,3,21
4,Me Porto Bonito,Bad Bunny; Chencho Corleone,4.420.372,2,4,133
5,La Bachata,Manuel Turizo,4.326.326,5,5,74
6,Tití Me Preguntó,Bad Bunny,4.111.563,4,6,133
7,I Ain't Worried,OneRepublic,3.656.730,7,7,103
8,Under The Influence,Chris Brown,3.519.419,8,9,55
9,Pink Venom,BLACKPINK,3.505.322,1,8,28
10,Efecto,Bad Bunny,3.457.192,6,10,133
11,DESPECHÁ,ROSALÍA,3.350.438,5,11,50
12,Bad Habit,Steve Lacy,3.101.285,9,12,71
13,Super Freaky Girl,Nicki Minaj,3.042.651,13,13,35
14,Ojitos Lindos,Bad Bunny; Bomba Estéreo,2.988.812,2,15,133
15,Glimpse of Us,Joji,2.932.443,1,14,98
16,Running Up That Hill (A Deal With God),Kate Bush,2.738.601,1,16,111
17,SNAP,Rosa Linn,2.717.898,17,17,67
18,Moscow Mule,Bad Bunny,2.655.107,1,19,133
19,Heat Waves,Glass Animals,2.601.859,1,18,629
20,Neverita,Bad Bunny,2.516.301,11,21,133
21,Another Love,Tom Odell,2.495.416,20,20,264
22,PROVENZA,KAROL G,2.460.990,4,22,147
23,Doja,Central Cee,2.321.582,14,23,56
24,STAY (with Justin Bieber),The Kid LAROI; Justin Bieber,2.256.673,1,24,434
25,Left and Right (Feat. Jung Kook of BTS),Charlie Puth; Jung Kook; BTS,2.199.402,3,26,84
26,Until I Found You,Stephen Sanchez,2.169.124,22,25,130
27,Late Night Talking,Harry Styles,2.101.856,2,28,119
28,Sweater Weather,The Neighbourhood,2.096.579,28,29,733
29,Die For You,The Weeknd,2.096.183,27,27,124
30,I Like You (A Happier Song) (with Doja Cat),Post Malone; Doja Cat,2.057.488,6,30,105
31,Sunroof,Nicky Youre; dazy,1.994.375,27,31,131
32,GATÚBELA,KAROL G; Maldy,1.969.263,28,32,21
33,Caile,Luar La L,1.966.870,29,34,37
34,Romantic Homicide,d4vd,1.955.775,34,35,12
35,Cold Heart - PNAU Remix,Elton John; Dua Lipa; PNAU,1.934.626,2,33,399
36,Bones,Imagine Dragons,1.894.643,33,36,189
37,About Damn Time,Lizzo,1.891.221,7,37,141
38,Feliz Cumpleaños Ferxxo,Feid,1.859.015,38,39,25
39,Tarot,Bad Bunny; Jhayco,1.834.129,5,41,133
40,LOKERA,Rauw Alejandro; Lyanno; Brray,1.832.913,40,43,35
41,Mary On A Cross,Ghost,1.828.077,31,38,33
42,Ferrari,James Hype; Miggy Dela Rosa,1.827.893,29,40,101
43,Hold Me Closer,Elton John; Britney Spears,1.769.207,14,42,21
44,Ghost,Justin Bieber,1.755.014,10,44,343
45,Party en el Barrio (feat. Duki),Paulo Londra; Duki,1.737.466,45,—,1
46,Party,Bad Bunny; Rauw Alejandro,1.725.935,6,46,133
47,Jimmy Cooks (feat. 21 Savage),Drake; 21 Savage,1.714.166,4,45,91
48,Calm Down (with Selena Gomez),Rema; Selena Gomez,1.662.711,47,49,21
49,505,Arctic Monkeys,1.658.386,44,47,250
50,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,1.651.719,26,48,105
51,Blinding Lights,The Weeknd,1.650.445,1,50,1022
52,Te Felicito,Shakira; Rauw Alejandro,1.626.758,12,53,137
53,Bam Bam (feat. Ed Sheeran),Camila Cabello; Ed Sheeran,1.614.950,5,52,196
54,Yellow,Coldplay,1.590.768,49,51,264
55,Dandelions,Ruth B.,1.554.306,32,54,264
56,I Was Never There,The Weeknd; Gesaffelstein,1.549.729,8,55,82
57,I Wanna Be Yours,Arctic Monkeys,1.542.426,52,56,61
58,La Corriente,Bad Bunny; Tony Dize,1.518.971,12,62,133
59,golden hour,JVKE,1.510.552,51,58,24
60,Normal,Feid,1.498.541,27,60,70
61,Starboy,The Weeknd; Daft Punk,1.491.743,1,59,110
62,cómo dormiste?,Rels B,1.487.914,22,61,42
63,Forget Me,Lewis Capaldi,1.487.613,46,57,7
64,Shivers,Ed Sheeran,1.446.211,4,64,371
65,Call Out My Name,The Weeknd,1.439.621,1,63,85
66,Atlantis,Seafret,1.414.064,59,65,54
67,One Kiss (with Dua Lipa),Calvin Harris; Dua Lipa,1.410.559,1,67,112
68,MIDDLE OF THE NIGHT,Elley Duhé,1.408.748,9,66,257
69,BREAK MY SOUL,Beyoncé,1.373.644,5,73,87
70,After LIKE,IVE,1.369.742,23,68,25
71,WAIT FOR U (feat. Drake & Tems),Future; Drake; Tems,1.367.737,5,70,140
72,Sex Drugs Etc.,Beach Weather,1.365.396,66,69,33
73,First Class,Jack Harlow,1.359.658,1,71,161
74,Bound 2,Kanye West,1.358.335,69,72,17
75,B.O.T.A. (Baddest Of Them All) - Edit,Eliza Rose; Interplanetary Criminal,1.348.649,75,76,11
76,Watermelon Sugar,Harry Styles,1.344.407,4,74,264
77,LA INOCENTE,Mora; Feid,1.334.110,68,85,73
78,Save Your Tears,The Weeknd,1.328.086,2,75,264
79,Shinunoga E-Wa,Fujii Kaze,1.323.947,79,107,12
80,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons; JID; Arcane; League of Legends,1.320.277,3,78,322
81,Kesariya (From "Brahmastra"),Pritam; Arijit Singh; Amitabh Bhattacharya,1.312.767,24,79,61
82,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X; Jack Harlow,1.308.981,2,82,420
83,Dark Red,Steve Lacy,1.304.713,58,80,69
84,Una Noche en Medellín,Cris Mj,1.300.763,6,90,207
85,La Llevo Al Cielo (Ft. Ñengo Flow),Chris Jedi; Anuel AA; Chencho Corleone; Ñengo Flow,1.297.764,50,89,119
86,traitor,Olivia Rodrigo,1.297.440,7,81,483
87,Si Te La Encuentras Por Ahí,Feid,1.295.133,43,77,3
88,VISTA AL MAR,Quevedo,1.291.691,88,94,7
89,My Universe,Coldplay; BTS,1.284.683,3,88,357
90,Happier Than Ever,Billie Eilish,1.271.993,6,84,413
91,Woman,Doja Cat,1.261.950,5,86,424
92,Después de la Playa,Bad Bunny,1.259.020,3,95,133
93,MAMIII,Becky G; KAROL G,1.247.566,5,97,217
94,I'm Not The Only One,Sam Smith,1.244.838,80,83,29
95,Talk that Talk,TWICE,1.242.746,49,87,21
96,Where Are You Now,Lost Frequencies; Calum Scott,1.239.456,17,93,382
97,LA CANCIÓN,J Balvin; Bad Bunny,1.238.639,16,104,77
98,Summertime Sadness,Lana Del Rey,1.233.841,86,91,54
99,Desesperados,Rauw Alejandro; Chencho Corleone,1.225.892,8,101,264
100,Someone You Loved,Lewis Capaldi,1.225.819,4,96,264
101,lovely (with Khalid),Billie Eilish; Khalid,1.224.924,19,92,264
102,BILLIE EILISH.,Armani White,1.209.156,95,99,23
103,Bad Habits,Ed Sheeran,1.199.640,3,100,448
104,Without Me,Eminem,1.185.595,29,105,264
105,Siempre Pendientes,Peso Pluma; Luis R Conriquez,1.184.994,80,127,30
106,Hype Boy,NewJeans,1.183.760,76,98,33
107,Bad Decisions (with BTS & Snoop Dogg),benny blanco; BTS; Snoop Dogg,1.182.053,7,102,42
108,Murder In My Mind,Kordhell,1.180.604,83,106,35
109,Betty (Get Money),Yung Gravy,1.179.746,64,103,72
110,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy; Bad Bunny; Julieta Venegas,1.178.389,7,117,346
111,Levitating (feat. DaBaby),Dua Lipa; DaBaby,1.165.436,4,109,714
112,Do I Wanna Know?,Arctic Monkeys,1.162.480,91,108,61
113,drivers license,Olivia Rodrigo,1.153.016,1,110,616
114,KU LO SA - A COLORS SHOW,Oxlade,1.148.601,110,113,11
115,CUFF IT,Beyoncé,1.146.847,13,155,4
116,Easy On Me,Adele,1.143.096,1,112,337
117,Prohibidox,Feid,1.137.902,117,121,2
118,Apocalypse,Cigarettes After Sex,1.129.829,97,114,68
119,Un Ratito,Bad Bunny,1.129.286,7,118,133
120,Un Coco,Bad Bunny,1.125.100,22,120,133
121,Ferxxo 100,Feid,1.122.869,111,111,2
122,Attention,NewJeans,1.121.605,73,115,36
123,deja vu,Olivia Rodrigo,1.120.044,3,119,264
124,I Love You So,The Walters,1.117.163,18,116,340
125,Only Love Can Hurt Like This,Paloma Faith,1.115.824,83,122,103
126,Something in the Orange,Zach Bryan,1.105.329,124,126,10
127,good 4 u,Olivia Rodrigo,1.098.300,1,123,490
128,No Role Modelz,J. Cole,1.094.664,69,132,235
129,Last Last,Burna Boy,1.093.448,82,129,70
130,Belly Dancer,Imanbek; BYOR,1.081.968,67,128,109
131,Viva La Vida,Coldplay,1.079.737,119,124,19
132,Everybody Wants To Rule The World,Tears For Fears,1.074.032,95,133,108
133,Yonaguni,Bad Bunny,1.072.399,3,148,469
134,Believer,Imagine Dragons,1.065.188,15,131,264
135,Blank Space,Taylor Swift,1.063.968,104,135,250
136,The Real Slim Shady,Eminem,1.062.119,36,137,264
137,STAYING ALIVE (feat. Drake & Lil Baby),DJ Khaled; Drake; Lil Baby,1.061.277,18,130,42
138,Night Changes,One Direction,1.054.784,86,134,110
139,ULTRA SOLO REMIX,Polimá Westcoast; Feid; Pailita; Paloma Mami; De La Ghetto,1.054.766,32,144,91
140,Dos Mil 16,Bad Bunny,1.054.464,17,152,133
141,Pepas,Farruko,1.054.387,3,141,431
142,After Dark,Mr.Kitty,1.053.906,97,136,131
143,Unstoppable,Sia,1.048.636,102,138,214
144,Numb,Marshmello; Khalid,1.044.948,93,139,98
145,Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,The Weeknd; Ariana Grande,1.042.323,3,140,511
146,The Hills,The Weeknd,1.034.105,24,125,82
147,Calm Down,Rema,1.033.017,113,142,67
148,Static,Steve Lacy,1.032.785,127,143,5
149,THATS WHAT I WANT,Lil Nas X,1.023.185,3,146,364
150,Don’t Blame Me,Taylor Swift,1.012.537,68,145,121
151,Ojos Marrones,Lasso,1.011.280,67,150,79
152,Every Breath You Take,The Police,1.008.968,96,153,111
153,august,Taylor Swift,1.001.297,9,147,47
154,Something Just Like This,The Chainsmokers; Coldplay,999.014,2,149,5
155,Circles,Post Malone,997.660,1,154,116
156,Stargirl Interlude,The Weeknd; Lana Del Rey,997.414,134,151,54
157,Why'd You Only Call Me When You're High?,Arctic Monkeys,996.348,100,156,40
158,Sweet Child O' Mine,Guns N' Roses,992.666,94,159,78
159,Don't Start Now,Dua Lipa,987.955,2,160,11
160,THE SHADE,Rex Orange County,987.016,92,157,48
161,Payphone,Maroon 5; Wiz Khalifa,977.105,63,161,244
162,Riptide,Vance Joy,964.615,114,162,247
163,El Rescate,Grupo Marca Registrada; Junior H,962.853,108,198,9
164,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,960.684,1,163,629
165,Smells Like Teen Spirit - Remastered,Nirvana,952.379,92,166,264
166,The Scientist,Coldplay,950.988,137,158,5
167,Andrea,Bad Bunny; Buscabulla,948.797,21,165,133
168,Bohemian Rhapsody - Remastered 2011,Queen,936.713,10,168,210
169,Daddy Issues,The Neighbourhood,935.865,91,164,5
170,Lose Yourself - From "8 Mile" Soundtrack,Eminem,934.335,27,169,4
171,Afraid To Feel,LF SYSTEM,931.055,108,171,46
172,Heather,Conan Gray,928.112,11,167,12
173,JGL,La Adictiva; Luis R Conriquez,927.425,127,—,1
174,Heartless,Kanye West,926.709,148,177,5
175,Envolver,Anitta,925.329,1,184,195
176,DÁKITI,Bad Bunny; Jhayco,921.722,1,190,686
177,Kiss Me More (feat. SZA),Doja Cat; SZA,920.342,2,172,525
178,Take Me To Church,Hozier,918.448,91,170,5
179,Revenge,XXXTENTACION,916.889,24,173,12
180,Mr. Brightside,The Killers,916.827,73,179,263
181,Counting Stars,OneRepublic,915.241,101,180,264
182,Dynamite,BTS,906.994,1,178,13
183,Somewhere Only We Know,Keane,906.719,170,176,5
184,Talk,Yeat,904.558,82,175,14
185,Demons,Imagine Dragons,898.562,176,181,12
186,There's Nothing Holdin' Me Back,Shawn Mendes,897.041,5,187,6
187,SIN SEÑAL,Quevedo; Ovy On The Drums,895.961,169,196,4
188,Softcore,The Neighbourhood,895.435,31,185,5
189,DON'T YOU WORRY,Black Eyed Peas; Shakira; David Guetta,895.364,146,192,35
190,Sparks,Coldplay,893.992,160,174,5
191,Boyfriend,Dove Cameron,890.996,11,182,18
192,Villano Antillano: Bzrp Music Sessions Vol. 51,Bizarrap; Villano Antillano,890.871,39,193,99
193,happier,Olivia Rodrigo,890.471,12,183,6
194,Locked out of Heaven,Bruno Mars,888.041,102,189,12
195,Perfect,Ed Sheeran,886.998,3,188,13
196,Leave Before You Love Me (with Jonas Brothers),Marshmello; Jonas Brothers,882.971,51,199,4
197,Beggin',Måneskin,878.768,1,194,7
198,Words (feat. Zara Larsson),Alesso; Zara Larsson,875.221,186,—,1
199,The Night We Met,Lord Huron,874.862,51,191,5
200,Casei Com a Putaria,Mc Paiva ZS; MC Ryan SP; Kotim,873.314,139,—,1
