Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,Pink Venom,BLACKPINK,7.937.046,1,—,1
2,Quevedo: Bzrp Music Sessions Vol. 52,Bizarrap; Quevedo,6.603.232,1,1,44
3,As It Was,Harry Styles,5.618.893,1,2,142
4,Me Porto Bonito,Bad Bunny; Chencho Corleone,5.305.512,2,3,106
5,Tití Me Preguntó,Bad Bunny,4.733.102,4,4,106
6,DESPECHÁ,ROSALÍA,4.502.023,5,5,23
7,Efecto,Bad Bunny,4.043.373,6,6,106
8,La Bachata,Manuel Turizo,3.846.569,8,8,47
9,Running Up That Hill (A Deal With God),Kate Bush,3.816.793,1,7,84
10,Ojitos Lindos,Bad Bunny; Bomba Estéreo,3.434.509,2,10,106
11,Bad Habit,Steve Lacy,3.335.932,9,11,44
12,Glimpse of Us,Joji,3.314.622,1,9,71
13,Moscow Mule,Bad Bunny,3.087.002,1,12,106
14,I Ain't Worried,OneRepublic,3.085.602,12,13,76
15,Heat Waves,Glass Animals,2.988.489,1,14,602
16,Super Freaky Girl,Nicki Minaj,2.965.902,13,15,8
17,PROVENZA,KAROL G,2.953.300,4,16,120
18,Doja,Central Cee,2.616.501,14,17,29
19,Left and Right (Feat. Jung Kook of BTS),Charlie Puth; Jung Kook; BTS,2.536.623,3,18,57
20,SNAP,Rosa Linn,2.522.772,19,19,40
21,Under The Influence,Chris Brown,2.355.975,20,21,28
22,STAY (with Justin Bieber),The Kid LAROI; Justin Bieber,2.350.415,1,20,407
23,About Damn Time,Lizzo,2.290.157,7,23,114
24,Until I Found You,Stephen Sanchez,2.289.006,24,38,103
25,Cold Heart - PNAU Remix,Elton John; Dua Lipa; PNAU,2.276.317,2,24,372
26,Tarot,Bad Bunny; Jhayco,2.258.779,5,22,106
27,Late Night Talking,Harry Styles,2.195.060,2,25,92
28,Te Felicito,Shakira; Rauw Alejandro,2.094.731,12,26,110
29,I Like You (A Happier Song) (with Doja Cat),Post Malone; Doja Cat,2.086.971,6,28,78
30,cómo dormiste?,Rels B,2.063.616,22,27,15
31,Bam Bam (feat. Ed Sheeran),Camila Cabello; Ed Sheeran,2.041.452,5,34,169
32,Sunroof,Nicky Youre; dazy,2.037.745,27,33,104
33,Ferrari,James Hype; Miggy Dela Rosa,2.034.128,32,36,74
34,Bad Decisions (with BTS & Snoop Dogg),benny blanco; BTS; Snoop Dogg,2.023.886,7,29,15
35,Jimmy Cooks (feat. 21 Savage),Drake; 21 Savage,2.010.189,4,30,64
36,BREAK MY SOUL,Beyoncé,1.994.090,5,32,60
37,Party,Bad Bunny; Rauw Alejandro,1.975.435,6,31,106
38,Sweater Weather,The Neighbourhood,1.845.792,29,35,706
39,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,1.822.010,26,41,78
40,Die For You,The Weeknd,1.797.078,34,37,97
