Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,Quevedo: Bzrp Music Sessions Vol. 52,Bizarrap; Quevedo,6.509.524,1,1,52
2,As It Was,Harry Styles,5.632.844,1,2,150
3,Me Porto Bonito,Bad Bunny; Chencho Corleone,5.340.031,2,3,114
4,Tití Me Preguntó,Bad Bunny,4.888.457,4,6,114
5,DESPECHÁ,ROSALÍA,4.734.080,5,5,31
6,Pink Venom,BLACKPINK,4.678.008,1,4,9
7,La Bachata,Manuel Turizo,4.257.055,7,7,55
8,Efecto,Bad Bunny,4.153.980,6,8,114
9,Ojitos Lindos,Bad Bunny; Bomba Estéreo,3.472.753,2,10,114
10,Running Up That Hill (A Deal With God),Kate Bush,3.419.831,1,9,92
11,I Ain't Worried,OneRepublic,3.165.407,11,12,84
12,Moscow Mule,Bad Bunny,3.115.031,1,15,114
13,Glimpse of Us,Joji,3.038.047,1,11,79
14,Bad Habit,Steve Lacy,3.036.021,9,13,52
15,Left and Right (Feat. Jung Kook of BTS),Charlie Puth; Jung Kook; BTS,2.971.934,3,20,65
16,PROVENZA,KAROL G,2.937.890,4,17,128
17,Heat Waves,Glass Animals,2.850.344,1,16,610
18,Under The Influence,Chris Brown,2.823.883,16,18,36
19,Super Freaky Girl,Nicki Minaj,2.541.341,13,19,16
20,SNAP,Rosa Linn,2.455.199,19,21,48
21,Hold Me Closer,Elton John; Britney Spears,2.448.600,14,14,2
22,STAY (with Justin Bieber),The Kid LAROI; Justin Bieber,2.330.011,1,23,415
23,Doja,Central Cee,2.320.392,14,22,37
24,Cold Heart - PNAU Remix,Elton John; Dua Lipa; PNAU,2.284.660,2,24,380
25,Tarot,Bad Bunny; Jhayco,2.200.463,5,27,114
26,Neverita,Bad Bunny,2.195.889,11,29,114
27,Bad Decisions (with BTS & Snoop Dogg),benny blanco; BTS; Snoop Dogg,2.194.460,7,54,23
28,About Damn Time,Lizzo,2.173.915,7,28,122
29,Late Night Talking,Harry Styles,2.169.478,2,26,100
30,Another Love,Tom Odell,2.097.109,23,25,245
31,Te Felicito,Shakira; Rauw Alejandro,2.091.540,12,33,118
32,GATÚBELA,KAROL G; Maldy,2.059.806,32,37,2
33,Sunroof,Nicky Youre; dazy,2.052.545,27,34,112
34,I Like You (A Happier Song) (with Doja Cat),Post Malone; Doja Cat,2.033.365,6,31,86
35,Ferrari,James Hype; Miggy Dela Rosa,2.031.449,30,30,82
36,Caile,Luar La L,2.025.226,35,35,18
