Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,Heat Waves,Glass Animals,4.541.745,1,1,442
2,STAY (with Justin Bieber),The Kid LAROI; Justin Bieber,3.747.421,1,2,247
3,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons; JID; Arcane; League of Legends,3.558.827,3,3,135
4,abcdefu,GAYLE,3.330.851,1,4,119
5,Cold Heart - PNAU Remix,Elton John; Dua Lipa; PNAU,3.286.143,2,5,212
6,MAMIII,Becky G; KAROL G,3.132.261,5,6,30
7,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X; Jack Harlow,2.914.643,2,7,233
8,Desesperados,Rauw Alejandro; Chencho Corleone,2.801.786,8,8,77
9,Shivers,Ed Sheeran,2.497.971,4,10,184
10,Easy On Me,Adele,2.468.785,1,9,150
11,Ghost,Justin Bieber,2.355.426,11,12,156
12,Bam Bam (feat. Ed Sheeran),Camila Cabello; Ed Sheeran,2.319.667,11,11,9
13,Woman,Doja Cat,2.309.450,5,15,237
14,Pepas,Farruko,2.265.077,3,19,244
15,Boyfriend,Dove Cameron,2.234.993,11,14,30
16,Sweetest Pie,Megan Thee Stallion; Dua Lipa,2.224.398,13,13,2
17,THATS WHAT I WANT,Lil Nas X,2.215.406,3,16,177
18,Infinity,Jaymes Young,2.179.717,10,17,108
19,MIDDLE OF THE NIGHT,Elley Duhé,2.140.258,17,18,70
20,Bad Habits,Ed Sheeran,2.119.144,3,20,261
21,Where Are You Now,Lost Frequencies; Calum Scott,2.113.200,19,21,195
22,We Don't Talk About Bruno,Carolina Gaitán - La Gaita; Mauro Castillo; Adassa; Rhenzy Feliz; Diane Guerrero; Stephanie Beatriz; Encanto - Cast,1.969.385,7,27,77
23,The Motto,Tiësto; Ava Max,1.965.040,22,22,77
24,Una Noche en Medellín,Cris Mj,1.951.052,24,29,20
25,good 4 u,Olivia Rodrigo,1.915.655,1,23,303
26,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy; Bad Bunny; Julieta Venegas,1.905.884,7,28,159
27,Do It To It,ACRAZE; Cherish,1.893.653,6,26,134
28,I Love You So,The Walters,1.855.685,18,25,153
29,Something In The Way - Remastered,Nirvana,1.853.235,20,24,7
30,Yonaguni,Bad Bunny,1.844.207,3,32,282
31,My Universe,Coldplay; BTS,1.791.105,3,30,170
32,Blinding Lights,The Weeknd,1.788.689,1,31,835
33,Envolver,Anitta,1.685.299,33,48,8
34,DANÇARINA,PEDRO SAMPAIO; Mc Pedrinho,1.631.910,24,52,23
35,Sweater Weather,The Neighbourhood,1.627.392,29,33,546
36,Need to Know,Doja Cat,1.620.231,6,34,275
37,Kiss Me More (feat. SZA),Doja Cat; SZA,1.582.960,2,36,338
38,Levitating (feat. DaBaby),Dua Lipa; DaBaby,1.550.135,4,39,527
39,Dandelions,Ruth B.,1.543.391,34,37,77
40,Light Switch,Charlie Puth,1.542.195,11,35,52
41,Hati-Hati di Jalan,Tulus,1.529.117,41,44,7
42,Save Your Tears (with Ariana Grande) (Remix),The Weeknd; Ariana Grande,1.494.282,3,41,324
43,traitor,Olivia Rodrigo,1.470.445,7,42,296
44,Residente: Bzrp Music Sessions Vol. 49,Bizarrap; Residente,1.463.338,7,40,9
45,Mount Everest,Labrinth,1.459.489,35,38,34
46,MONTERO (Call Me By Your Name),Lil Nas X,1.453.348,1,50,352
47,Medallo,Blessd; Justin Quiles; Lenny Tavárez,1.438.020,43,54,111
48,Another Love,Tom Odell,1.428.515,44,47,77
49,Without Me,Eminem,1.426.515,29,45,77
50,Mon Amour - Remix,zzoilo; Aitana,1.416.037,30,51,195
51,Tacones Rojos,Sebastian Yatra,1.408.855,38,57,116
52,Cayó La Noche (feat. Cruz Cafuné Abhir Hathi Bejo EL IMA) [Remix],La Pantera; Quevedo; Juseph; Abhir Hathi; Bejo; Cruz Cafuné; EL IMA,1.390.253,52,58,46
53,pushin P (feat. Young Thug),Gunna; Future; Young Thug,1.390.211,12,49,65
54,DÁKITI,Bad Bunny; Jhayco,1.384.837,1,56,499
55,Softcore,The Neighbourhood,1.382.255,31,46,66
56,Starlight,Dave,1.334.193,53,53,9
57,I’m Tired (with Zendaya) - Bonus Track,Labrinth; Zendaya,1.332.031,13,43,13
58,Save Your Tears,The Weeknd,1.286.148,2,59,77
59,Beggin',Måneskin,1.272.425,1,63,285
60,Yo Voy (feat. Daddy Yankee),Zion & Lennox,1.268.930,60,66,21
61,Malvadão 3,Xamã; Gustah; Neo Beats; Bagua Records,1.264.838,26,92,77
62,drivers license,Olivia Rodrigo,1.263.911,1,60,429
63,she's all i wanna be,Tate McRae,1.257.552,28,55,37
64,love nwantiti (ah ah ah),CKay,1.254.501,9,65,181
65,Toxic,BoyWithUke,1.252.709,19,70,147
66,Jordan,Ryan Castro,1.248.672,66,78,16
67,Malvada,Zé Felipe,1.246.367,32,117,32
68,Volví,Aventura; Bad Bunny,1.244.359,7,69,222
69,A Tu Merced,Bad Bunny,1.241.088,39,71,47
70,Todo De Ti,Rauw Alejandro,1.226.374,2,79,296
71,Happier Than Ever,Billie Eilish,1.190.573,6,64,226
72,Don't Start Now,Dua Lipa,1.189.585,2,80,77
73,Still D.R.E.,Dr. Dre; Snoop Dogg,1.185.984,12,77,30
74,The Real Slim Shady,Eminem,1.185.488,36,67,77
75,Watermelon Sugar,Harry Styles,1.181.187,4,76,77
76,All For Us,Labrinth; Zendaya,1.175.819,31,61,54
77,505,Arctic Monkeys,1.171.688,58,68,63
78,Lost,Frank Ocean,1.159.149,36,62,59
79,Oh My God,Adele,1.144.650,2,73,77
80,Moth To A Flame (with The Weeknd),Swedish House Mafia; The Weeknd,1.144.099,4,82,77
81,Super Gremlin,Kodak Black,1.137.662,41,75,77
82,Dynamite,BTS,1.136.743,1,94,77
83,Numb Little Bug,Em Beihold,1.130.914,66,72,41
84,Believer,Imagine Dragons,1.128.858,15,93,77
85,Chale,Eden Muñoz,1.128.278,85,107,10
86,Mal Feito - Ao Vivo,Hugo & Guilherme; Marília Mendonça,1.128.010,47,133,3
87,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber; Daniel Caesar; Giveon,1.126.944,1,88,359
88,TO THE MOON,Jnr Choi; Sam Tompkins,1.124.256,52,85,46
89,Notion,The Rare Occasions,1.116.479,61,90,52
90,Down Under (feat. Colin Hay),Luude; Colin Hay,1.108.791,66,89,58
91,One Right Now (with The Weeknd),Post Malone; The Weeknd,1.100.146,7,84,128
92,Lose Yourself - From "8 Mile" Soundtrack,Eminem,1.100.109,27,83,33
93,Tiago PZK: Bzrp Music Sessions Vol. 48,Bizarrap; Tiago PZK,1.096.117,19,101,73
94,Butter,BTS,1.094.523,2,97,74
95,Nail Tech,Jack Harlow,1.090.224,31,74,23
96,deja vu,Olivia Rodrigo,1.086.212,3,87,77
97,Ya No Somos Ni Seremos,Christian Nodal,1.083.674,25,110,23
98,Surface Pressure - From "Encanto"/Soundtrack Version,Jessica Darrow,1.079.723,23,99,76
99,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,1.078.240,1,96,442
100,Fingers Crossed,Lauren Spencer Smith,1.065.001,10,86,67
101,MONEY,LISA,1.061.591,5,98,184
102,Dark Red,Steve Lacy,1.049.177,58,95,77
103,Formula,Labrinth,1.046.223,53,91,56
104,Volando - Remix,Mora; Bad Bunny; Sech,1.045.554,19,105,77
105,Mujeriego,Ryan Castro,1.045.299,88,109,45
106,La Santa,Bad Bunny; Daddy Yankee,1.018.350,10,120,32
107,Nostálgico,Rvssian; Rauw Alejandro; Chris Brown,1.006.487,37,113,185
108,Bloqueado - Ao Vivo,Gusttavo Lima,999.279,51,—,1
109,Sacrifice,The Weeknd,998.786,1,102,65
110,lovely (with Khalid),Billie Eilish; Khalid,996.513,19,106,77
111,Someone You Loved,Lewis Capaldi,991.778,4,103,77
112,DARARI,TREASURE,980.699,100,111,14
113,ABALO EMOCIONAL - Ao Vivo,Luan Santana,973.006,113,183,2
114,You Right,Doja Cat; The Weeknd,969.390,14,112,77
115,La Zona,Bad Bunny,960.497,30,122,19
116,Unstoppable,Sia,958.482,102,115,27
117,Knife Talk (with 21 Savage ft. Project Pat),Drake; 21 Savage; Project Pat,957.737,11,108,77
118,Don't Be Shy,Tiësto; KAROL G,956.877,37,123,77
119,Freaks,Surf Curse,954.412,50,121,77
120,Counting Stars,OneRepublic,948.886,113,124,77
121,Bohemian Rhapsody - Remastered 2011,Queen,947.894,10,132,23
122,LA CANCIÓN,J Balvin; Bad Bunny,944.003,16,130,47
123,Bones,Imagine Dragons,943.730,100,100,2
124,Shape of You,Ed Sheeran,943.142,1,126,77
125,Smells Like Teen Spirit - Remastered,Nirvana,940.385,92,119,77
126,Freaky Deaky,Tyga; Doja Cat,939.780,64,104,16
127,212,Chefin; Mainstreet,936.461,72,161,3
128,Excuses,AP Dhillon; Gurinder Gill; Intense,933.221,52,145,61
129,Gangsta's Paradise,Coolio; L.V.,925.291,110,129,59
130,No Lie,Sean Paul; Dua Lipa,925.248,72,135,77
131,In Da Club,50 Cent,923.325,50,125,27
132,Till I Collapse,Eminem; Nate Dogg,907.193,63,114,34
133,Mood (feat. iann dior),24kGoldn; iann dior,906.179,1,142,77
134,Locked out of Heaven,Bruno Mars,903.157,106,136,76
135,Vai Lá Em Casa Hoje,George Henrique & Rodrigo; Marília Mendonça,902.994,23,—,1
136,Get Into It (Yuh),Doja Cat,899.234,35,140,77
137,No Role Modelz,J. Cole,899.062,102,118,48
138,Yellow,Coldplay,896.577,92,127,77
139,Se Le Ve,Dímelo Flow; Dalex; Sech; Justin Quiles; Arcángel; De La Ghetto; Lenny Tavárez,894.378,105,149,68
140,Dance Monkey,Tones And I,893.832,1,155,77
141,Thunder,Gabry Ponte; LUM!X; Prezioso,892.246,77,143,76
142,Botadinha Saliente,MC Rogerinho,891.667,64,—,1
143,Better Days (NEIKED x Mae Muller x Polo G),NEIKED; Mae Muller; Polo G,891.346,29,131,77
144,Payphone,Maroon 5; Wiz Khalifa,888.510,137,146,57
145,Blank Space,Taylor Swift,888.089,120,139,63
146,Leave The Door Open,Bruno Mars; Anderson .Paak; Silk Sonic,885.066,4,141,77
147,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,CKay; Dj Yo!; AX'EL,884.380,13,156,179
148,Perfect,Ed Sheeran,882.809,3,147,77
149,Daddy Issues,The Neighbourhood,878.907,91,134,71
150,The Nights,Avicii,875.925,24,151,77
151,Riptide,Vance Joy,871.383,114,148,60
152,One Dance,Drake; Wizkid; Kyla,871.004,5,150,50
153,Ginseng Strip 2002,Yung Lean,868.515,38,138,46
154,Depende,Dj Guuga; Wesley Safadão; Zé Felipe,857.460,77,—,1
155,Mr. Brightside,The Killers,846.387,73,152,76
156,this is what falling in love feels like,JVKE,845.196,126,157,8
157,Problemón,Alvaro Diaz; Rauw Alejandro,837.944,110,169,54
158,Sobrio,Maluma,836.672,36,184,3
159,The Family Madrigal,Stephanie Beatriz; Olga Merediz; Encanto - Cast,831.980,57,196,2
160,Levitating,Dua Lipa,829.741,35,174,5
161,Heather,Conan Gray,823.863,11,166,71
162,Molhando o Volante,Jorge & Mateus,823.712,89,—,1
163,Hope,XXXTENTACION,823.154,16,192,15
164,Godzilla (feat. Juice WRLD),Eminem; Juice WRLD,821.690,3,165,27
165,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,821.521,1,144,121
166,Meet Me At Our Spot,THE ANXIETY; WILLOW; Tyler Cole,820.959,23,154,77
167,Wake Me Up,Avicii,817.724,4,172,5
168,Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis; Macklemore; Ryan Lewis; Ray Dalton,817.532,57,178,4
169,positions,Ariana Grande,816.802,1,170,77
170,Circles,Post Malone,816.711,1,158,77
171,Lucid Dreams,Juice WRLD,815.819,2,168,71
172,Señorita,Shawn Mendes; Camila Cabello,815.495,1,176,29
173,Take Me To Church,Hozier,810.797,91,159,35
174,happier,Olivia Rodrigo,809.915,12,167,77
175,Demasiadas Mujeres,C. Tangana,809.477,175,185,2
176,Lost in the Fire (feat. The Weeknd),Gesaffelstein; The Weeknd,808.849,12,163,7
177,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Riton; Nightcrawlers; Mufasa & Hypeman; Dopamine,804.470,11,137,2
178,The Business,Tiësto,802.120,8,177,5
179,Thinking with My Dick (feat. Juicy J),Kevin Gates; Juicy J,802.025,160,160,3
180,Revenge,XXXTENTACION,800.019,24,162,7
181,Salimo de Noche,Tiago PZK; Trueno,799.760,60,—,1
182,VERMELHO,Gloria Groove,798.021,182,—,1
183,Esqueça-Me Se For Capaz,Marília Mendonça; Maiara & Maraisa,794.595,32,—,1
184,OPEN A WINDOW (feat. Tyler The Creator),Rex Orange County; Tyler; The Creator,790.319,81,81,2
