Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,As It Was,Harry Styles,8.787.854,1,1,33
2,First Class,Jack Harlow,4.613.511,1,2,25
3,Heat Waves,Glass Animals,3.838.948,1,3,493
4,STAY (with Justin Bieber),The Kid LAROI; Justin Bieber,3.079.107,1,4,298
5,Bam Bam (feat. Ed Sheeran),Camila Cabello; Ed Sheeran,2.912.364,5,5,60
6,PROVENZA,KAROL G,2.823.993,6,9,11
7,Cold Heart - PNAU Remix,Elton John; Dua Lipa; PNAU,2.560.215,2,7,263
8,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons; JID; Arcane; League of Legends,2.539.600,3,8,186
9,MIDDLE OF THE NIGHT,Elley Duhé,2.476.891,9,12,121
10,WAIT FOR U (feat. Drake & Tems),Future; Drake; Tems,2.435.742,5,15,4
11,Una Noche en Medellín,Cris Mj,2.435.425,6,6,71
12,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X; Jack Harlow,2.410.689,2,11,284
13,MAMIII,Becky G; KAROL G,2.389.754,5,10,81
14,Paulo Londra: Bzrp Music Sessions Vol. 23,Bizarrap; Paulo Londra,2.263.584,2,14,8
15,Envolver,Anitta,2.223.611,1,13,59
16,Ghost,Justin Bieber,2.202.350,10,17,207
17,That That (prod. & feat. SUGA of BTS),PSY; SUGA,2.123.099,16,16,4
18,Shivers,Ed Sheeran,2.101.500,4,21,235
19,Woman,Doja Cat,2.093.755,5,19,288
20,abcdefu,GAYLE,2.077.029,1,20,170
21,Desesperados,Rauw Alejandro; Chencho Corleone,2.033.805,8,18,128
22,X ÚLTIMA VEZ,Daddy Yankee; Bad Bunny,1.900.851,8,22,39
23,good 4 u,Olivia Rodrigo,1.889.322,1,23,354
24,Where Are You Now,Lost Frequencies; Calum Scott,1.879.864,17,24,246
25,Wait a Minute!,WILLOW,1.860.209,25,26,45
26,Easy On Me,Adele,1.839.543,1,28,201
27,Fuera del mercado,Danny Ocean,1.832.914,21,29,49
28,THATS WHAT I WANT,Lil Nas X,1.826.216,3,25,228
29,The Motto,Tiësto; Ava Max,1.804.098,20,33,128
30,Bad Habits,Ed Sheeran,1.778.498,3,31,312
31,Honest (feat. Don Toliver),Justin Bieber; Don Toliver,1.757.560,25,32,4
32,Jordan,Ryan Castro,1.744.078,27,27,67
33,About Damn Time,Lizzo,1.735.191,33,47,5
34,Thousand Miles,The Kid LAROI,1.734.495,13,35,11
35,Another Love,Tom Odell,1.722.022,27,34,128
36,Watermelon Sugar,Harry Styles,1.675.102,4,36,128
37,My Universe,Coldplay; BTS,1.663.662,3,37,221
38,Pepas,Farruko,1.655.181,3,30,295
39,Sweater Weather,The Neighbourhood,1.627.689,29,39,597
40,Blinding Lights,The Weeknd,1.621.635,1,38,886
41,PUFFIN ON ZOOTIEZ,Future,1.615.447,28,51,4
42,Dandelions,Ruth B.,1.588.951,32,41,128
43,Boyfriend,Dove Cameron,1.572.788,11,43,81
44,Light Switch,Charlie Puth,1.563.236,11,42,103
45,With you,Jimin; HA SUNG WOON,1.500.718,5,40,9
46,traitor,Olivia Rodrigo,1.496.452,7,44,347
47,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy; Bad Bunny; Julieta Venegas,1.474.495,7,45,210
48,Infinity,Jaymes Young,1.461.513,10,48,159
49,I'M ON ONE (feat. Drake),Future; Drake,1.446.626,26,46,4
50,In The Stars,Benson Boone,1.436.008,49,56,4
51,Kiss Me More (feat. SZA),Doja Cat; SZA,1.427.519,2,49,389
52,Beautiful Girl,Luciano,1.417.402,52,85,4
53,Plan A,Paulo Londra,1.400.149,2,50,41
54,Need to Know,Doja Cat,1.380.485,6,53,326
55,I Love You So,The Walters,1.380.311,18,52,204
56,drivers license,Olivia Rodrigo,1.367.334,1,55,480
57,505,Arctic Monkeys,1.344.091,49,57,114
58,Yonaguni,Bad Bunny,1.337.165,3,54,333
59,Save Your Tears,The Weeknd,1.316.172,2,59,128
60,Levitating (feat. DaBaby),Dua Lipa; DaBaby,1.304.202,4,58,578
61,House of Memories,Panic! At The Disco,1.289.020,61,62,11
62,Happier Than Ever,Billie Eilish,1.256.878,6,60,277
63,deja vu,Olivia Rodrigo,1.233.205,3,61,128
64,Bones,Imagine Dragons,1.223.876,39,65,53
65,ULTRA SOLO,Polimá Westcoast; Pailita,1.206.749,65,72,8
66,Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,The Weeknd; Ariana Grande,1.196.567,3,67,375
67,Flowers,Lauren Spencer Smith,1.184.457,52,81,19
68,Pantysito,Alejo; Feid; ROBI,1.172.797,50,64,46
69,Softcore,The Neighbourhood,1.154.306,31,75,117
70,No Role Modelz,J. Cole,1.141.683,70,87,99
71,Butter,BTS,1.134.643,2,74,125
72,Yellow,Coldplay,1.132.443,55,82,128
73,712PM,Future,1.130.702,15,69,4
74,MONTERO (Call Me By Your Name),Lil Nas X,1.130.209,1,66,403
75,When You're Gone,Shawn Mendes,1.125.598,10,86,33
76,Without Me,Eminem,1.122.713,29,77,128
77,LOVE DIVE,IVE,1.118.341,47,68,28
78,Yo Voy (feat. Daddy Yankee),Zion & Lennox,1.108.904,52,71,72
79,she's all i wanna be,Tate McRae,1.103.807,28,92,88
80,Medallo,Blessd; Justin Quiles; Lenny Tavárez,1.095.992,43,70,162
81,Do It To It,ACRAZE; Cherish,1.092.110,6,90,185
82,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber; Daniel Caesar; Giveon,1.091.016,1,79,410
83,Angel Baby,Troye Sivan,1.088.185,56,63,32
84,Si Quieren Frontear,Duki; De La Ghetto; Quevedo,1.076.985,63,78,32
