Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,Running Up That Hill (A Deal With God),Kate Bush,6.462.293,1,1,47
2,As It Was,Harry Styles,6.376.329,1,2,105
3,Quevedo: Bzrp Music Sessions Vol. 52,Bizarrap; Quevedo,5.931.085,3,3,7
4,Me Porto Bonito,Bad Bunny; Chencho Corleone,5.275.043,2,4,69
5,Glimpse of Us,Joji,4.999.788,1,5,34
6,Tití Me Preguntó,Bad Bunny,4.512.166,4,6,69
7,Ojitos Lindos,Bad Bunny; Bomba Estéreo,3.932.591,2,7,69
8,Efecto,Bad Bunny,3.740.583,7,8,69
9,Moscow Mule,Bad Bunny,3.290.101,1,9,69
10,Left and Right (Feat. Jung Kook of BTS),Charlie Puth; Jung Kook; BTS,3.136.349,3,10,20
11,Heat Waves,Glass Animals,3.079.303,1,11,565
12,PROVENZA,KAROL G,2.840.380,4,12,83
13,About Damn Time,Lizzo,2.683.509,7,13,77
14,I Ain't Worried,OneRepublic,2.565.912,14,14,39
15,Te Felicito,Shakira; Rauw Alejandro,2.509.418,12,15,73
16,Jimmy Cooks (feat. 21 Savage),Drake; 21 Savage,2.440.921,4,16,27
17,Tarot,Bad Bunny; Jhayco,2.422.083,5,17,69
18,STAY (with Justin Bieber),The Kid LAROI; Justin Bieber,2.390.332,1,18,370
19,Party,Bad Bunny; Rauw Alejandro,2.310.440,6,19,69
20,Late Night Talking,Harry Styles,2.293.646,2,22,55
21,Bam Bam (feat. Ed Sheeran),Camila Cabello; Ed Sheeran,2.287.678,5,20,132
22,Cold Heart - PNAU Remix,Elton John; Dua Lipa; PNAU,2.222.279,2,23,335
23,Master Of Puppets,Metallica,2.192.269,12,21,13
24,First Class,Jack Harlow,2.112.618,1,24,97
25,I Like You (A Happier Song) (with Doja Cat),Post Malone; Doja Cat,2.085.956,6,25,41
26,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,1.936.719,26,26,41
27,Ghost,Justin Bieber,1.895.479,10,27,279
28,MIDDLE OF THE NIGHT,Elley Duhé,1.883.258,9,28,193
29,Until I Found You,Stephen Sanchez,1.848.691,26,31,66
30,BREAK MY SOUL,Beyoncé,1.839.250,5,29,23
31,One Kiss (with Dua Lipa),Calvin Harris; Dua Lipa,1.832.109,1,30,48
