Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,Kill Bill,SZA,6.220.767,1,1,21
2,Unholy (feat. Kim Petras),Sam Smith; Kim Petras,4.617.235,1,2,99
3,Creepin' (with The Weeknd & 21 Savage),Metro Boomin; The Weeknd; 21 Savage,4.266.770,1,3,28
4,As It Was,Harry Styles,4.226.311,1,4,274
5,La Bachata,Manuel Turizo,3.886.404,3,5,179
6,I'm Good (Blue),David Guetta; Bebe Rexha,3.754.911,2,6,126
7,Anti-Hero,Taylor Swift,3.657.811,1,7,70
8,La Jumpa,Arcángel; Bad Bunny,3.492.135,7,8,29
9,Quevedo: Bzrp Music Sessions Vol. 52,Bizarrap; Quevedo,3.402.743,1,9,176
10,Me Porto Bonito,Bad Bunny; Chencho Corleone,2.935.800,2,10,238
11,Made You Look,Meghan Trainor,2.909.633,9,11,68
12,Until I Found You (with Em Beihold) - Em Beihold Version,Stephen Sanchez; Em Beihold,2.862.439,12,15,27
13,Rich Flex,Drake; 21 Savage,2.849.192,1,12,56
14,Hey Mor,Ozuna; Feid,2.826.980,12,14,77
15,Gato de Noche,Ñengo Flow; Bad Bunny,2.764.116,13,13,7
16,Another Love,Tom Odell,2.732.748,11,19,369
17,golden hour,JVKE,2.725.808,17,18,129
18,LET GO,Central Cee,2.724.376,12,17,14
19,Calm Down (with Selena Gomez),Rema; Selena Gomez,2.714.337,16,16,126
20,I Ain't Worried,OneRepublic,2.691.114,7,20,208
21,Tití Me Preguntó,Bad Bunny,2.657.441,4,21,238
22,Escapism.,RAYE; 070 Shake,2.577.571,22,24,32
23,Die For You,The Weeknd,2.572.326,19,23,229
24,Under The Influence,Chris Brown,2.565.903,6,22,160
25,Mockingbird,Eminem,2.522.182,20,25,76
26,Miss You,Oliver Tree; Robin Schulz,2.440.623,9,27,81
27,Here With Me,d4vd,2.413.503,25,26,55
28,Efecto,Bad Bunny,2.296.029,6,29,238
29,I Wanna Be Yours,Arctic Monkeys,2.293.494,22,31,166
30,Ditto,NewJeans,2.258.129,19,28,11
31,Bad Habit,Steve Lacy,2.240.213,8,30,176
32,Ojitos Lindos,Bad Bunny; Bomba Estéreo,2.238.344,2,33,238
33,Bloody Mary,Lady Gaga,2.223.964,25,32,32
34,DESPECHÁ,ROSALÍA,2.207.496,5,35,155
35,Nobody Gets Me,SZA,2.166.442,7,34,21
36,Sweater Weather,The Neighbourhood,2.143.555,19,36,838
37,SNAP,Rosa Linn,2.122.041,15,38,172
38,Romantic Homicide,d4vd,2.109.429,17,37,117
39,Heat Waves,Glass Animals,2.036.469,1,39,734
40,Feliz Cumpleaños Ferxxo,Feid,1.999.425,35,42,130
41,CUFF IT,Beyoncé,1.999.161,12,41,109
42,STAY (with Justin Bieber),The Kid LAROI; Justin Bieber,1.988.506,1,40,539
43,Bones,Imagine Dragons,1.925.906,27,44,294
44,Just Wanna Rock,Lil Uzi Vert,1.908.945,43,43,73
45,LOKERA,Rauw Alejandro; Lyanno; Brray,1.885.359,37,47,140
46,Starboy,The Weeknd; Daft Punk,1.850.039,1,46,215
47,Neverita,Bad Bunny,1.839.741,11,49,238
48,Superhero (Heroes & Villains) [with Future & Chris Brown],Metro Boomin; Future; Chris Brown,1.805.000,9,45,28
49,Glimpse of Us,Joji,1.802.616,1,48,203
50,Blinding Lights,The Weeknd,1.798.559,1,52,1127
51,Maan Meri Jaan,King,1.770.843,49,50,41
52,Shirt,SZA,1.714.297,18,51,63
53,Cold Heart - PNAU Remix,Elton John; Dua Lipa; PNAU,1.643.251,2,56,504
54,Moscow Mule,Bad Bunny,1.634.521,1,54,238
55,Until I Found You,Stephen Sanchez,1.615.307,19,53,235
56,Monotonía,Shakira; Ozuna,1.587.129,12,57,71
57,PUNTO G,Quevedo,1.563.946,57,58,56
58,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Jung Kook; BTS; FIFA Sound,1.558.642,2,55,40
59,Sure Thing,Miguel,1.535.159,59,60,4
60,I Was Never There,The Weeknd; Gesaffelstein,1.507.760,8,59,187
61,Dandelions,Ruth B.,1.498.043,32,61,369
62,Low,SZA,1.475.387,17,63,4
63,PROVENZA,KAROL G,1.452.784,4,67,252
64,ANTIFRAGILE,LE SSERAFIM,1.449.082,50,66,4
65,Lavender Haze,Taylor Swift,1.435.159,2,65,4
66,505,Arctic Monkeys,1.407.679,40,68,4
67,VISTA AL MAR,Quevedo,1.402.183,43,73,4
68,Shinunoga E-Wa,Fujii Kaze,1.401.782,57,69,4
69,Left and Right (Feat. Jung Kook of BTS),Charlie Puth; Jung Kook; BTS,1.385.003,3,71,4
70,Evoque Prata,MC MENOR HR; MC MENOR SG; DJ ESCOBAR,1.382.471,57,90,49
71,Blind,SZA,1.367.616,12,70,4
72,Shut Down,BLACKPINK,1.365.893,1,78,4
73,Late Night Talking,Harry Styles,1.365.143,2,75,4
74,Midnight Rain,Taylor Swift,1.362.790,4,72,4
75,Murder In My Mind,Kordhell,1.349.770,74,74,4
76,PUNTO 40,Rauw Alejandro; Baby Rasta,1.346.814,42,76,4
77,Without Me,Eminem,1.345.500,29,81,4
78,Call Out My Name,The Weeknd,1.339.808,1,80,4
79,STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,1.329.863,19,77,4
80,Save Your Tears,The Weeknd,1.329.830,2,83,4
81,lovely (with Khalid),Billie Eilish; Khalid,1.324.414,19,79,4
82,Yellow,Coldplay,1.312.967,49,86,4
83,Calm Down,Rema,1.310.277,83,85,4
84,Jimmy Cooks (feat. 21 Savage),Drake; 21 Savage,1.307.124,4,82,4
85,Besos Moja2,Wisin & Yandel; ROSALÍA,1.305.004,55,91,4
86,CAIRO,KAROL G; Ovy On The Drums,1.295.342,65,84,4
87,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons; JID; Arcane; League of Legends,1.290.190,3,88,4
88,LA CANCIÓN,J Balvin; Bad Bunny,1.273.239,16,87,4
89,Something in the Orange,Zach Bryan,1.272.246,53,89,4
90,Bombonzinho - Ao Vivo,Israel & Rodolffo; Ana Castela,1.267.354,84,128,9
91,I Like You (A Happier Song) (with Doja Cat),Post Malone; Doja Cat,1.257.989,6,93,4
92,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,1.251.499,3,92,4
93,Superman,Eminem; Dina Rae,1.242.739,93,96,4
94,Perfect,Ed Sheeran,1.241.801,3,98,4
95,Viva La Vida,Coldplay,1.233.210,95,101,4
96,Watermelon Sugar,Harry Styles,1.229.927,4,97,4
97,All I Want for Christmas Is You,Mariah Carey,1.224.254,1,62,59
98,No Se Va - En Vivo,Grupo Frontera,1.220.206,30,114,97
99,Sunroof,Nicky Youre; dazy,1.218.898,27,102,4
100,Doja,Central Cee,1.218.602,14,110,4
101,Die For You,Joji,1.214.679,16,94,4
102,Shivers,Ed Sheeran,1.213.343,4,113,4
103,Easy On Me,Adele,1.213.248,1,112,4
104,Believer,Imagine Dragons,1.212.728,15,99,4
105,Last Christmas,Wham!,1.208.020,2,64,48
106,SPIT IN MY FACE!,ThxSoMch,1.205.238,90,103,4
107,No Role Modelz,J. Cole,1.202.940,69,111,4
108,Yonaguni,Bad Bunny,1.202.005,3,118,4
109,Eu Gosto Assim - Ao Vivo,Gustavo Mioto; Mari Fernandez,1.201.784,74,149,8
110,Ghost,Justin Bieber,1.198.513,10,108,4
111,METAMORPHOSIS,INTERWORLD,1.196.538,105,105,4
112,Gatita,Bellakath,1.195.364,74,106,8
113,Heather,Conan Gray,1.193.796,11,100,4
114,Unstoppable,Sia,1.192.880,102,104,4
115,About Damn Time,Lizzo,1.187.989,7,124,4
116,The Color Violet,Tory Lanez,1.186.413,116,131,4
117,Sex Drugs Etc.,Beach Weather,1.184.939,53,109,4
118,10:35,Tiësto; Tate McRae,1.179.897,87,120,4
119,Dark Red,Steve Lacy,1.179.512,58,117,4
120,The Real Slim Shady,Eminem,1.174.163,36,122,4
121,When I Was Your Man,Bruno Mars,1.166.308,119,119,4
122,One Kiss (with Dua Lipa),Calvin Harris; Dua Lipa,1.163.609,1,126,4
123,Apocalypse,Cigarettes After Sex,1.163.301,81,116,4
124,Someone You Loved,Lewis Capaldi,1.154.443,4,127,4
125,Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis; Macklemore; Ryan Lewis; Ray Dalton,1.153.576,57,136,4
126,Que Vuelvas,Carin Leon; Grupo Frontera,1.152.534,126,148,3
127,Night Changes,One Direction,1.150.685,86,134,4
128,Marisola - Remix,Cris Mj; Duki; Nicki Nicole; Standly; Stars Music Chile,1.148.760,128,135,4
129,Super Freaky Girl,Nicki Minaj,1.144.491,13,129,4
130,Pink Venom,BLACKPINK,1.143.597,1,132,4
131,I Love You So,The Walters,1.143.314,18,125,4
132,Running Up That Hill (A Deal With God),Kate Bush,1.142.546,1,133,4
133,Bebe Dame,Fuerza Regida; Grupo Frontera,1.142.479,133,184,2
134,Antidepresan,Mert Demir; Mabel Matiz,1.141.860,81,107,26
135,MIDDLE OF THE NIGHT,Elley Duhé,1.140.503,9,123,4
136,Too Many Nights (feat. Don Toliver & with Future),Metro Boomin; Future; Don Toliver,1.139.729,26,115,4
137,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X; Jack Harlow,1.132.931,2,130,4
138,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],Metro Boomin; Travis Scott; 21 Savage,1.129.030,16,121,4
139,Hype Boy,NewJeans,1.126.154,76,139,4
140,CHORRITO PA LAS ANIMAS,Feid,1.124.988,140,143,4
141,The Hills,The Weeknd,1.123.033,24,137,4
142,Shut up My Moms Calling,Hotel Ugly,1.120.089,129,142,4
143,Riptide,Vance Joy,1.112.548,114,145,4
144,How Do I Say Goodbye,Dean Lewis,1.110.170,68,141,3
145,Space Song,Beach House,1.105.256,133,138,4
146,PLAYA DEL INGLÉS,Quevedo; Myke Towers,1.102.459,106,140,4
147,Revenge,XXXTENTACION,1.101.970,24,146,4
148,Dream On,Aerosmith,1.100.876,96,144,4
149,Those Eyes,New West,1.095.157,147,147,4
150,Snowman,Sia,1.087.934,9,95,42
151,LA INOCENTE,Mora; Feid,1.077.254,68,163,3
152,Tarot,Bad Bunny; Jhayco,1.074.575,5,162,3
153,Desesperados,Rauw Alejandro; Chencho Corleone,1.070.581,8,150,4
154,Where Are You Now,Lost Frequencies; Calum Scott,1.068.462,17,169,3
155,Do I Wanna Know?,Arctic Monkeys,1.068.437,91,151,4
156,Gangsta's Paradise,Coolio; L.V.,1.067.853,11,160,4
157,Bad Habits,Ed Sheeran,1.067.250,3,164,3
158,Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,The Weeknd; Ariana Grande,1.066.520,3,155,3
159,KICK BACK,Kenshi Yonezu,1.065.192,47,161,4
160,Woman,Doja Cat,1.063.794,5,159,3
161,Summertime Sadness,Lana Del Rey,1.061.200,78,153,4
162,Qué Agonía,Yuridia; Ángela Aguilar,1.055.946,162,166,3
163,Blank Space,Taylor Swift,1.054.551,94,158,3
164,GATÚBELA,KAROL G; Maldy,1.053.859,28,154,3
165,Why'd You Only Call Me When You're High?,Arctic Monkeys,1.051.219,100,156,4
166,After Dark,Mr.Kitty,1.049.677,97,152,4
167,Tubarão Te Amo,Dj LK da Escócia; Tchakabum; MC Ryan SP; mc jhenny; Mc RF,1.046.847,121,174,10
168,Stargirl Interlude,The Weeknd; Lana Del Rey,1.044.927,118,168,4
169,Escapism. - Sped Up,RAYE; 070 Shake,1.027.539,170,173,3
170,Te Felicito,Shakira; Rauw Alejandro,1.024.471,12,177,3
171,Limbo,Freddie Dredd,1.024.354,112,165,4
172,Somewhere Only We Know,Keane,1.021.192,114,171,3
173,Levitating (feat. DaBaby),Dua Lipa; DaBaby,1.020.421,4,175,3
174,Atlantis,Seafret,1.019.871,55,167,4
