Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,As It Was,Harry Styles,7.595.737,1,1,47
2,Ojitos Lindos,Bad Bunny; Bomba Estéreo,5.144.165,2,3,11
3,Moscow Mule,Bad Bunny,5.138.217,1,2,11
4,N95,Kendrick Lamar,5.060.646,1,4,4
5,Me Porto Bonito,Bad Bunny; Chencho Corleone,4.706.462,3,5,11
6,First Class,Jack Harlow,4.143.201,1,6,39
7,Tití Me Preguntó,Bad Bunny,4.014.769,6,7,11
8,Party,Bad Bunny; Rauw Alejandro,3.764.652,7,8,11
9,Die Hard,Kendrick Lamar; Blxst; Amanda Reifer,3.749.187,4,9,4
10,About Damn Time,Lizzo,3.563.728,7,11,19
11,PROVENZA,KAROL G,3.410.034,4,12,25
12,Heat Waves,Glass Animals,3.372.483,1,10,507
13,United In Grief,Kendrick Lamar,3.019.448,2,14,4
14,Después de la Playa,Bad Bunny,2.999.068,3,13,11
15,Tarot,Bad Bunny; Jhayco,2.980.430,5,15,11
16,Father Time (feat. Sampha),Kendrick Lamar; Sampha,2.913.208,5,16,4
17,STAY (with Justin Bieber),The Kid LAROI; Justin Bieber,2.737.184,1,17,312
18,Bam Bam (feat. Ed Sheeran),Camila Cabello; Ed Sheeran,2.682.688,5,18,74
19,Rich Spirit,Kendrick Lamar,2.643.976,8,19,4
20,Un Ratito,Bad Bunny,2.554.265,7,20,11
21,Silent Hill,Kendrick Lamar; Kodak Black,2.512.519,12,21,4
22,MIDDLE OF THE NIGHT,Elley Duhé,2.422.489,9,23,135
23,Count Me Out,Kendrick Lamar,2.377.475,13,25,4
24,Yo No Soy Celoso,Bad Bunny,2.325.487,10,28,11
25,Me Fui de Vacaciones,Bad Bunny,2.294.349,12,30,11
26,Cold Heart - PNAU Remix,Elton John; Dua Lipa; PNAU,2.293.771,2,22,277
27,We Cry Together,Kendrick Lamar; Taylour Paige,2.290.641,9,24,4
28,Worldwide Steppers,Kendrick Lamar,2.264.701,6,26,4
29,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons; JID; Arcane; League of Legends,2.217.978,3,27,200
30,Efecto,Bad Bunny,2.214.660,15,34,11
31,Cooped Up (with Roddy Ricch),Post Malone; Roddy Ricch,2.184.683,31,37,4
32,Neverita,Bad Bunny,2.182.093,11,32,11
33,Savior,Kendrick Lamar; Baby Keem; Sam Dew,2.148.393,17,35,4
34,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X; Jack Harlow,2.131.584,2,31,298
35,Una Noche en Medellín,Cris Mj,2.096.509,6,29,85
36,Ghost,Justin Bieber,2.096.250,10,39,221
37,Purple Hearts,Kendrick Lamar; Summer Walker; Ghostface Killah,2.092.646,11,33,4
38,La Corriente,Bad Bunny; Tony Dize,2.084.570,12,40,11
39,Andrea,Bad Bunny; Buscabulla,2.009.180,21,43,11
40,MAMIII,Becky G; KAROL G,1.981.997,5,36,95
41,WAIT FOR U (feat. Drake & Tems),Future; Drake; Tems,1.981.896,5,45,18
42,Woman,Doja Cat,1.913.682,5,44,302
43,Dos Mil 16,Bad Bunny,1.908.741,17,47,11
44,Shivers,Ed Sheeran,1.880.903,4,42,249
45,Un Coco,Bad Bunny,1.868.242,22,49,11
46,Otro Atardecer,Bad Bunny; The Marías,1.836.993,20,51,11
47,Envolver,Anitta,1.829.407,1,41,73
48,Aguacero,Bad Bunny,1.799.667,18,52,11
49,abcdefu,GAYLE,1.780.910,1,48,184
50,Desesperados,Rauw Alejandro; Chencho Corleone,1.761.438,8,46,142
51,Un Verano Sin Ti,Bad Bunny,1.739.548,16,55,11
52,Where Are You Now,Lost Frequencies; Calum Scott,1.735.218,17,50,260
53,good 4 u,Olivia Rodrigo,1.715.356,1,53,368
54,Easy On Me,Adele,1.670.685,1,60,215
55,The Motto,Tiësto; Ava Max,1.656.928,20,59,142
56,Rich - Interlude,Kendrick Lamar,1.653.282,15,54,4
57,Mr. Morale,Kendrick Lamar; Tanna Leone,1.641.550,23,58,4
58,X ÚLTIMA VEZ,Daddy Yankee; Bad Bunny,1.635.543,8,56,53
59,Enséñame a Bailar,Bad Bunny,1.629.240,19,64,11
60,Stefania (Kalush Orchestra),KALUSH; Kalush Orchestra,1.620.036,38,38,2
61,THATS WHAT I WANT,Lil Nas X,1.595.592,3,63,242
62,Wait a Minute!,WILLOW,1.595.288,25,66,59
63,ULTRA SOLO,Polimá Westcoast; Pailita,1.591.888,53,67,22
64,Bad Habits,Ed Sheeran,1.587.786,3,62,326
65,Another Love,Tom Odell,1.579.050,27,68,142
66,Dandelions,Ruth B.,1.571.758,32,71,142
67,Fuera del mercado,Danny Ocean,1.541.464,21,72,63
68,Crown,Kendrick Lamar,1.541.358,20,65,4
69,El Apagón,Bad Bunny,1.523.425,23,74,11
70,Watermelon Sugar,Harry Styles,1.521.606,4,69,142
71,Jordan,Ryan Castro,1.511.218,27,61,81
72,Sweater Weather,The Neighbourhood,1.508.621,29,73,611
73,Pepas,Farruko,1.508.244,3,57,309
74,Blinding Lights,The Weeknd,1.496.021,1,70,900
75,Callaita,Bad Bunny; Tainy,1.466.758,5,76,11
76,Until I Found You,Stephen Sanchez,1.450.173,76,91,8
77,Auntie Diaries,Kendrick Lamar,1.443.375,24,75,4
78,House of Memories,Panic! At The Disco,1.422.543,58,79,25
79,My Universe,Coldplay; BTS,1.418.090,3,81,235
80,Dua Lipa,Jack Harlow,1.413.660,30,80,11
81,Agosto,Bad Bunny,1.404.757,24,89,11
82,Light Switch,Charlie Puth,1.396.333,11,78,117
83,traitor,Olivia Rodrigo,1.395.534,7,82,361
84,Boyfriend,Dove Cameron,1.383.983,11,87,95
85,That That (prod. & feat. SUGA of BTS),PSY; SUGA,1.376.863,16,84,18
86,Mirror,Kendrick Lamar,1.367.782,30,83,4
87,In The Stars,Benson Boone,1.350.889,49,101,18
88,SUPERMODEL,Måneskin,1.342.887,88,98,4
89,You Proof,Morgan Wallen,1.339.701,64,95,4
90,Savior - Interlude,Kendrick Lamar,1.334.940,28,88,4
91,Kiss Me More (feat. SZA),Doja Cat; SZA,1.321.266,2,94,403
92,I Love You So,The Walters,1.318.504,18,92,218
93,Yonaguni,Bad Bunny,1.315.952,3,86,347
94,drivers license,Olivia Rodrigo,1.294.299,1,97,494
95,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy; Bad Bunny; Julieta Venegas,1.289.308,7,90,224
96,Need to Know,Doja Cat,1.273.675,6,100,340
97,Levitating (feat. DaBaby),Dua Lipa; DaBaby,1.271.772,4,96,592
98,Infinity,Jaymes Young,1.263.035,10,99,173
99,Thousand Miles,The Kid LAROI,1.262.726,13,102,25
100,Mother I Sober (feat. Beth Gibbons of Portishead),Kendrick Lamar; Beth Gibbons,1.254.579,29,93,4
101,505,Arctic Monkeys,1.238.662,49,103,128
102,Save Your Tears,The Weeknd,1.227.580,2,104,142
103,Angel Baby,Troye Sivan,1.215.427,56,106,46
104,deja vu,Olivia Rodrigo,1.206.008,3,107,142
105,Bones,Imagine Dragons,1.187.917,39,108,67
106,No Role Modelz,J. Cole,1.176.127,69,114,113
107,Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,The Weeknd; Ariana Grande,1.160.487,3,111,389
108,Happier Than Ever,Billie Eilish,1.151.547,6,115,291
109,PUFFIN ON ZOOTIEZ,Future,1.145.746,28,119,18
110,Beautiful Girl,Luciano,1.145.474,47,118,18
111,Paulo Londra: Bzrp Music Sessions Vol. 23,Bizarrap; Paulo Londra,1.123.966,2,109,22
112,SPACE MAN,Sam Ryder,1.113.876,77,77,2
113,MONTERO (Call Me By Your Name),Lil Nas X,1.096.706,1,113,417
114,Without Me,Eminem,1.080.788,29,120,142
115,Yo Voy (feat. Daddy Yankee),Zion & Lennox,1.057.198,52,112,86
116,Beggin',Måneskin,1.053.950,1,116,350
117,Pasoori,Shae Gill; Ali Sethi,1.048.687,89,110,23
118,Te Felicito,Shakira; Rauw Alejandro,1.048.286,71,136,15
119,Softcore,The Neighbourhood,1.047.570,31,126,131
120,she's all i wanna be,Tate McRae,1.043.104,28,130,102
121,lovely (with Khalid),Billie Eilish; Khalid,1.041.524,19,125,142
122,Yellow,Coldplay,1.029.708,55,138,142
123,Pantysito,Alejo; Feid; ROBI,1.019.150,50,123,60
124,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber; Daniel Caesar; Giveon,1.016.003,1,124,424
125,Believer,Imagine Dragons,1.009.927,15,121,142
126,Churchill Downs (feat. Drake),Jack Harlow; Drake,1.004.280,40,135,11
127,Don't Start Now,Dua Lipa,998.507,2,140,142
128,The Heart Part 5,Kendrick Lamar,997.508,4,148,8
129,LOVE DIVE,IVE,989.356,47,131,42
130,One Right Now (with The Weeknd),Post Malone; The Weeknd,988.182,7,143,193
131,Do It To It,ACRAZE; Cherish,988.117,6,139,199
132,ZOOM,Jessi,986.305,80,129,23
133,Butter,BTS,981.578,2,127,139
134,When You're Gone,Shawn Mendes,978.371,10,161,47
135,Payphone,Maroon 5; Wiz Khalifa,976.772,63,132,122
136,Honest (feat. Don Toliver),Justin Bieber; Don Toliver,973.581,25,149,18
137,TUS LÁGRIMAS,Mora; Sech,972.025,88,152,25
138,The Real Slim Shady,Eminem,969.810,36,144,142
