Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,Heat Waves,Glass Animals,4.196.119,1,1,431
2,STAY (with Justin Bieber),The Kid LAROI; Justin Bieber,3.557.567,1,2,236
3,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons; JID; Arcane; League of Legends,3.449.088,3,3,124
4,abcdefu,GAYLE,3.331.175,1,4,108
5,MAMIII,Becky G; KAROL G,3.069.170,5,5,19
6,Cold Heart - PNAU Remix,Elton John; Dua Lipa; PNAU,3.005.926,2,6,201
7,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X; Jack Harlow,2.830.943,2,7,222
8,Desesperados,Rauw Alejandro; Chencho Corleone,2.612.260,8,8,66
9,Easy On Me,Adele,2.571.022,1,9,139
10,Shivers,Ed Sheeran,2.392.203,4,10,173
11,Ghost,Justin Bieber,2.297.786,11,12,145
12,Infinity,Jaymes Young,2.275.046,10,11,97
13,I’m Tired (with Zendaya) - Bonus Track,Labrinth; Zendaya,2.236.126,13,35,2
14,Boyfriend,Dove Cameron,2.202.636,13,13,19
15,THATS WHAT I WANT,Lil Nas X,2.200.073,3,14,166
16,Woman,Doja Cat,2.167.170,5,15,226
17,Pepas,Farruko,2.099.543,3,16,233
18,We Don't Talk About Bruno,Carolina Gaitán - La Gaita; Mauro Castillo; Adassa; Rhenzy Feliz; Diane Guerrero; Stephanie Beatriz; Encanto - Cast,2.065.198,7,17,66
19,Bad Habits,Ed Sheeran,1.950.367,3,18,250
20,Where Are You Now,Lost Frequencies; Calum Scott,1.928.587,19,20,184
21,I Love You So,The Walters,1.909.053,18,19,142
22,MIDDLE OF THE NIGHT,Elley Duhé,1.899.377,21,21,59
23,My Universe,Coldplay; BTS,1.856.600,3,22,159
24,good 4 u,Olivia Rodrigo,1.840.466,1,23,292
25,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy; Bad Bunny; Julieta Venegas,1.837.178,7,25,148
26,Do It To It,ACRAZE; Cherish,1.795.851,6,24,123
27,The Motto,Tiësto; Ava Max,1.782.553,24,26,66
