Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,As It Was,Harry Styles,10.126.548,1,1,8
2,Heat Waves,Glass Animals,4.162.638,1,2,468
3,STAY (with Justin Bieber),The Kid LAROI; Justin Bieber,3.330.539,1,3,273
4,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons; JID; Arcane; League of Legends,3.036.938,3,4,161
5,Plan A,Paulo Londra,2.986.736,2,9,16
6,Envolver,Anitta,2.896.834,1,5,34
7,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X; Jack Harlow,2.753.367,2,6,259
8,Cold Heart - PNAU Remix,Elton John; Dua Lipa; PNAU,2.748.993,2,7,238
9,abcdefu,GAYLE,2.603.010,1,8,145
10,Bam Bam (feat. Ed Sheeran),Camila Cabello; Ed Sheeran,2.513.887,10,11,35
11,Ghost,Justin Bieber,2.432.468,10,10,182
12,MAMIII,Becky G; KAROL G,2.431.840,5,12,56
13,Una Noche en Medellín,Cris Mj,2.410.994,11,14,46
14,MIDDLE OF THE NIGHT,Elley Duhé,2.364.840,11,13,96
15,Desesperados,Rauw Alejandro; Chencho Corleone,2.353.338,8,16,103
16,Woman,Doja Cat,2.286.490,5,15,263
17,good 4 u,Olivia Rodrigo,2.256.816,1,17,329
18,Shivers,Ed Sheeran,2.242.580,4,19,210
19,Easy On Me,Adele,2.202.349,1,18,176
20,THATS WHAT I WANT,Lil Nas X,2.118.537,3,20,203
21,Fuera del mercado,Danny Ocean,1.984.024,21,23,24
22,When You're Gone,Shawn Mendes,1.967.784,10,21,8
23,My Universe,Coldplay; BTS,1.955.622,3,24,196
24,Chance,Paulo Londra,1.952.532,24,—,1
25,Bad Habits,Ed Sheeran,1.932.331,3,22,287
26,Where Are You Now,Lost Frequencies; Calum Scott,1.922.792,17,25,221
27,Boyfriend,Dove Cameron,1.868.347,11,26,56
28,X ÚLTIMA VEZ,Daddy Yankee; Bad Bunny,1.862.070,8,33,14
29,The Motto,Tiësto; Ava Max,1.843.919,20,27,103
30,Another Love,Tom Odell,1.812.363,27,28,103
31,traitor,Olivia Rodrigo,1.802.752,7,29,322
32,Pepas,Farruko,1.802.257,3,30,270
33,Blinding Lights,The Weeknd,1.752.362,1,31,861
34,Infinity,Jaymes Young,1.721.327,10,32,134
35,I Love You So,The Walters,1.691.301,18,36,179
36,Sweater Weather,The Neighbourhood,1.685.167,29,35,572
37,drivers license,Olivia Rodrigo,1.685.098,1,34,455
38,Kiss Me More (feat. SZA),Doja Cat; SZA,1.657.952,2,37,364
39,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy; Bad Bunny; Julieta Venegas,1.645.458,7,41,185
40,Light Switch,Charlie Puth,1.602.802,11,43,78
41,Dandelions,Ruth B.,1.600.014,32,38,103
42,Need to Know,Doja Cat,1.591.803,6,39,301
43,Watermelon Sugar,Harry Styles,1.563.575,4,44,103
44,Yonaguni,Bad Bunny,1.533.133,3,45,308
45,In My Head,Lil Tjay,1.528.718,20,40,7
46,Happier Than Ever,Billie Eilish,1.484.660,6,46,252
47,deja vu,Olivia Rodrigo,1.481.782,3,47,103
48,Do It To It,ACRAZE; Cherish,1.463.909,6,48,160
49,Levitating (feat. DaBaby),Dua Lipa; DaBaby,1.437.483,4,49,553
50,Save Your Tears,The Weeknd,1.426.094,2,50,103
51,LOVE DIVE,IVE,1.399.590,51,51,3
52,Jordan,Ryan Castro,1.396.393,47,54,42
53,Wait a Minute!,WILLOW,1.361.817,52,52,20
54,Still Life,BIGBANG,1.346.969,21,42,4
55,Starlight,Dave,1.322.772,42,53,35
56,Butter,BTS,1.320.544,2,63,100
57,Softcore,The Neighbourhood,1.319.371,31,55,92
58,505,Arctic Monkeys,1.311.727,49,56,89
59,Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,The Weeknd; Ariana Grande,1.301.036,3,58,350
60,Cool for the Summer,Demi Lovato,1.291.319,38,57,20
61,Pantysito,Alejo; Feid; ROBI,1.280.881,53,60,21
62,MONTERO (Call Me By Your Name),Lil Nas X,1.280.126,1,59,378
63,Without Me,Eminem,1.254.130,29,61,103
64,Medallo,Blessd; Justin Quiles; Lenny Tavárez,1.247.291,43,68,137
65,We Don't Talk About Bruno,Carolina Gaitán - La Gaita; Mauro Castillo; Adassa; Rhenzy Feliz; Diane Guerrero; Stephanie Beatriz; Encanto - Cast,1.244.608,7,62,103
66,Bones,Imagine Dragons,1.243.679,39,64,28
67,Yo Voy (feat. Daddy Yankee),Zion & Lennox,1.241.495,55,65,47
68,Yellow,Coldplay,1.225.233,61,69,103
69,Vampiro,Matuê; WIU; Teto,1.205.423,63,67,4
70,DÁKITI,Bad Bunny; Jhayco,1.187.945,1,71,525
71,Something In The Way - Remastered,Nirvana,1.182.818,10,66,33
72,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber; Daniel Caesar; Giveon,1.173.893,1,70,385
73,she's all i wanna be,Tate McRae,1.163.759,28,73,63
74,Dynamite,BTS,1.142.078,1,95,103
75,Leave The Door Open,Bruno Mars; Anderson .Paak; Silk Sonic,1.139.817,4,72,10
76,Cayó La Noche (feat. Cruz Cafuné Abhir Hathi Bejo EL IMA) [Remix],La Pantera; Quevedo; Juseph; Abhir Hathi; Bejo; Cruz Cafuné; EL IMA,1.137.884,51,75,72
77,Tom's Diner,AnnenMayKantereit; Giant Rooks,1.135.343,57,74,25
78,Tacones Rojos,Sebastian Yatra,1.118.752,38,76,142
