ID,Track,Singer(s),Stream
1,Easy On Me,Adele,139435607
2,STAY (with Justin Bieber),The Kid LAROI; Justin Bieber,146151600
3,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X; Jack Harlow,123841960
4,abcdefu,GAYLE,144769721
5,Heat Waves,Glass Animals,117519478
6,Cold Heart - PNAU Remix,Elton John; Dua Lipa; PNAU,114424679
7,All I Want for Christmas Is You,Mariah Carey,154348385
8,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons; JID; Arcane; League of Legends,111610797
9,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,69793431
10,Shivers,Ed Sheeran,92192479
11,Last Christmas,Wham!,136401448
12,Bad Habits,Ed Sheeran,83492783
13,Pepas,Farruko,88623607
14,Oh My God,Adele,52450646
15,My Universe,Coldplay; BTS,74349777
16,Do It To It,ACRAZE; Cherish,82419693
17,good 4 u,Olivia Rodrigo,74345710
18,Woman,Doja Cat,77205685
19,It's Beginning to Look a Lot like Christmas,Michael Bublé,97739339
20,Smokin Out The Window,Bruno Mars; Anderson .Paak; Silk Sonic,51553478
21,Jingle Bell Rock,Bobby Helms,100378992
22,MONEY,LISA,58432636
23,Kiss Me More (feat. SZA),Doja Cat; SZA,65379457
24,Rockin' Around The Christmas Tree,Brenda Lee,102390822
25,MONTERO (Call Me By Your Name),Lil Nas X,63306267
26,love nwantiti (ah ah ah),CKay,59363400
27,Need to Know,Doja Cat,61039223
28,Santa Tell Me,Ariana Grande,89492772
29,Toxic,BoyWithUke,56522820
30,One Right Now (with The Weeknd),Post Malone; The Weeknd,51763073
31,Beggin',Måneskin,59616557
32,Happier Than Ever,Billie Eilish,55194210
33,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,CKay; Dj Yo!; AX'EL,51637273
34,THATS WHAT I WANT,Lil Nas X,53428249
35,Ghost,Justin Bieber,54084648
36,Yonaguni,Bad Bunny,59046054
37,It's the Most Wonderful Time of the Year,Andy Williams,84302055
38,Blinding Lights,The Weeknd,57119425
39,traitor,Olivia Rodrigo,51488564
40,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy; Bad Bunny; Julieta Venegas,54969851
41,drivers license,Olivia Rodrigo,51841362
42,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae; Kali Uchis; Moliy,40425719
43,Where Are You Now,Lost Frequencies; Calum Scott,51560647
44,Moth To A Flame (with The Weeknd),Swedish House Mafia; The Weeknd,41848578
45,Levitating (feat. DaBaby),Dua Lipa; DaBaby,51656406
46,Meet Me At Our Spot,THE ANXIETY; WILLOW; Tyler Cole,40679985
47,I Love You So,The Walters,48394221
48,Mistletoe,Justin Bieber,64736077
49,Todo De Ti,Rauw Alejandro,49390112
50,Mon Amour - Remix,zzoilo; Aitana,48366753
51,Can I Get It,Adele,14634191
52,Sweater Weather,The Neighbourhood,47995687
53,Life Goes On,Oliver Tree,39200003
