ID,Track,Singer(s),Stream
1,DÁKITI,Bad Bunny; Jhayco,133368190
2,Blinding Lights,The Weeknd,102695642
3,BICHOTA,KAROL G,93516312
4,Mood (feat. iann dior),24kGoldn; iann dior,101182805
5,positions,Ariana Grande,91880573
6,34+35,Ariana Grande,79407372
7,Lemonade (feat. Gunna Don Toliver & NAV),Internet Money; Gunna; Don Toliver; NAV,78403837
8,LA NOCHE DE ANOCHE,Bad Bunny; ROSALÍA,76220170
9,Dynamite,BTS,77403293
10,Hawái,Maluma,57478860
11,Levitating (feat. DaBaby),Dua Lipa; DaBaby,72001530
12,Watermelon Sugar,Harry Styles,58200882
13,Roses - Imanbek Remix,SAINt JHN; Imanbek,49564416
14,Whoopty,CJ,80142952
15,Anyone,Justin Bieber,84703890
16,WAP (feat. Megan Thee Stallion),Cardi B; Megan Thee Stallion,55250463
17,Dance Monkey,Tones And I,49586733
18,Therefore I Am,Billie Eilish,68588418
19,WITHOUT YOU,The Kid LAROI,82184146
20,What You Know Bout Love,Pop Smoke,64144782
21,HOLIDAY,Lil Nas X,54946257
22,ROCKSTAR (feat. Roddy Ricch),DaBaby; Roddy Ricch,51176945
23,Head & Heart (feat. MNEK),Joel Corry; MNEK,56657786
24,Monster (Shawn Mendes & Justin Bieber),Shawn Mendes; Justin Bieber,61076427
25,Reloj,Rauw Alejandro; Anuel AA,53116960
26,Afterglow,Ed Sheeran,54656327
27,Hecha Pa' Mi,Boza,67288906
28,Recairei - Ao Vivo,Os Barões Da Pisadinha,10967067
29,Vida de Rico,Camilo,39140370
30,La Nota,Manuel Turizo; Rauw Alejandro; Myke Towers,49831314
31,Don't Start Now,Dua Lipa,46337753
32,Chica Ideal,Sebastian Yatra; Guaynaa,44613752
33,willow,Taylor Swift,54122723
34,La Tóxica,Farruko,39558864
35,Relación - Remix,Sech; Daddy Yankee; J Balvin; ROSALÍA; Farruko,41472350
36,you broke me first,Tate McRae,63635072
37,For The Night (feat. Lil Baby & DaBaby),Pop Smoke; Lil Baby; DaBaby,50302050
38,Lonely (with benny blanco),Justin Bieber; benny blanco,54579986
39,Snowman,Sia,50132487
40,Savage Love (Laxed - Siren Beat),Jawsh 685; Jason Derulo,37040788
41,Prisoner (feat. Dua Lipa),Miley Cyrus; Dua Lipa,54489245
42,Someone You Loved,Lewis Capaldi,54962096
43,BEBÉ,Camilo; El Alfa,43515923
44,The Business,Tiësto,62071705
45,Circles,Post Malone,36109998
46,Bandido,Myke Towers; Juhn,72244592
47,Laugh Now Cry Later (feat. Lil Durk),Drake; Lil Durk,38853867
48,TE MUDASTE,Bad Bunny,40146267
49,Blueberry Faygo,Lil Mosey,33290181
50,Basta Você Me Ligar - Ao Vivo,Os Barões Da Pisadinha; Xand Avião,4158786
51,Una Locura,Ozuna; J Balvin; Chencho Corleone,35823149
52,Tusa,KAROL G; Nicki Minaj,29594943
53,Goosebumps,HVME,45880907
54,Good Days,SZA,79802427
55,Se Te Nota (with Guaynaa),Lele Pons; Guaynaa,32472265
56,Dreams - 2004 Remaster,Fleetwood Mac,30601198
57,La Curiosidad,Jay Wheeler; DJ Nelson; Myke Towers,32775911
58,Amor ou o Litrão,Petter Ferraz; Menor Nico,6320799
59,Mi Niña,Wisin; Myke Towers; Los Legendarios,36006161
60,Put Your Records On,Ritt Momney,35993150
61,Sweater Weather,The Neighbourhood,46739278
62,Rain On Me (with Ariana Grande),Lady Gaga; Ariana Grande,29085728
63,The Box,Roddy Ricch,34917239
64,Si Me Tomo Una Cerveza,Migrantes; Alico,22729669
65,Before You Go,Lewis Capaldi,43277476
66,Heather,Conan Gray,47054505
67,Holy (feat. Chance The Rapper),Justin Bieber; Chance the Rapper,38819757
68,Ay DiOs Mío!,KAROL G,31105568
69,Jeans,Justin Quiles,32014566
70,bad guy,Billie Eilish,30132929
71,Paradise (feat. Dermot Kennedy),MEDUZA; Dermot Kennedy,51612207
72,Breaking Me,Topic; A7S,36260195
73,Say So,Doja Cat,24093366
74,Body,Megan Thee Stallion,32580466
75,GIRL LIKE ME,Black Eyed Peas; Shakira,40884064
76,UN DIA (ONE DAY) (Feat. Tainy),J Balvin; Dua Lipa; Bad Bunny; Tainy,35053856
77,Meia Noite (Você tem meu Whatsapp),Tarcísio do Acordeon,19062248
78,death bed (coffee for your head),Powfu; beabadoobee,36314521
79,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,34055686
80,Parce (feat. Justin Quiles),Maluma; Lenny Tavárez; Justin Quiles,31685155
81,Tattoo - Remix with Camilo,Rauw Alejandro; Camilo,28311041
82,Investe Em Mim,Jonas Esticado,4521432
83,Take You Dancing,Jason Derulo,37280064
84,Life Goes On,BTS,35960792
85,Don't Stop Me Now - Remastered 2011,Queen,1709278
86,Wishing Well,Juice WRLD,33774877
87,Nathy Peluso: Bzrp Music Sessions Vol. 36,Bizarrap; NATHY PELUSO,31342365
88,Lucid Dreams,Juice WRLD,35007958
89,Wonder,Shawn Mendes,36080097
90,Tá Rocheda,Os Barões Da Pisadinha,1016049
91,Alô Ambev (Segue Sua Vida) - Ao Vivo,Zé Neto & Cristiano,8430619
92,Rita,Tierry,1003958
93,I Gotta Feeling,Black Eyed Peas,1003654
94,Señorita,Shawn Mendes; Camila Cabello,31950320
