ID,Track,Singer(s),Stream
1,MONTERO (Call Me By Your Name),Lil Nas X,183896103
2,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber; Daniel Caesar; Giveon,160787943
3,Kiss Me More (feat. SZA),Doja Cat; SZA,161402764
4,Your Power,Billie Eilish,87480840
5,Levitating (feat. DaBaby),Dua Lipa; DaBaby,129238839
6,Astronaut In The Ocean,Masked Wolf,109011120
7,Leave The Door Open,Bruno Mars; Anderson .Paak; Silk Sonic,106089194
8,RAPSTAR,Polo G,95931962
9,Fiel,Los Legendarios; Wisin; Jhayco,100431887
10,Save Your Tears (with Ariana Grande) (Remix),The Weeknd; Ariana Grande,92785885
11,deja vu,Olivia Rodrigo,131746118
12,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Riton; Nightcrawlers; Mufasa & Hypeman; Dopamine,79139166
13,Botella Tras Botella,Gera MX; Christian Nodal,67719757
14,Pareja Del Año,Sebastian Yatra; Myke Towers,93611143
15,Blinding Lights,The Weeknd,77463720
16,drivers license,Olivia Rodrigo,108316627
17,Heartbreak Anniversary,Giveon,72947209
18,AM,Nio Garcia; Flow La Movie,82251181
19,DÁKITI,Bad Bunny; Jhayco,68993829
20,telepatía,Kali Uchis,70044183
21,The Business,Tiësto,68205249
22,Runaway,AURORA,60917797
23,Save Your Tears,The Weeknd,59492242
24,Hold On,Justin Bieber,57624366
25,Up,Cardi B,55212784
26,Mood (feat. iann dior),24kGoldn; iann dior,55438787
27,Bandido,Myke Towers; Juhn,52105955
28,911,Sech,47629572
29,Heat Waves,Glass Animals,55916154
30,Your Love (9PM),ATB; Topic; A7S,53749717
31,Goosebumps - Remix,Travis Scott; HVME,50962670
32,Arcade,Duncan Laurence,54784878
33,Streets,Doja Cat,49815829
34,Watermelon Sugar,Harry Styles,53496886
35,EL MAKINON,KAROL G; Mariah Angeliq,56520968
36,WITHOUT YOU (with Miley Cyrus),The Kid LAROI; Miley Cyrus,25421390
37,Dynamite,BTS,61205876
