ID,Track,Singer(s),Stream
1,Easy On Me,Adele,193794380
2,STAY (with Justin Bieber),The Kid LAROI; Justin Bieber,157810337
3,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X; Jack Harlow,137374868
4,Shivers,Ed Sheeran,113397214
5,Bad Habits,Ed Sheeran,97335030
6,Heat Waves,Glass Animals,116089562
7,Cold Heart - PNAU Remix,Elton John; Dua Lipa; PNAU,117557141
8,MONEY,LISA,84913677
9,Pepas,Farruko,96607241
10,My Universe,Coldplay; BTS,84915746
11,Woman,Doja Cat,81312939
12,love nwantiti (ah ah ah),CKay,74394842
13,Moth To A Flame (with The Weeknd),Swedish House Mafia; The Weeknd,64972614
14,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,CKay; Dj Yo!; AX'EL,70473806
15,Overpass Graffiti,Ed Sheeran,49765528
16,THATS WHAT I WANT,Lil Nas X,66522882
17,good 4 u,Olivia Rodrigo,69097669
18,Need to Know,Doja Cat,66352453
19,Beggin',Måneskin,65465302
20,MONTERO (Call Me By Your Name),Lil Nas X,61408842
21,Life Goes On,Oliver Tree,55867040
22,Kiss Me More (feat. SZA),Doja Cat; SZA,62506932
23,Happier Than Ever,Billie Eilish,62118650
24,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy; Bad Bunny; Julieta Venegas,58397044
25,Blinding Lights,The Weeknd,53827897
26,Meet Me At Our Spot,THE ANXIETY; WILLOW; Tyler Cole,52428261
27,traitor,Olivia Rodrigo,50703283
28,Yonaguni,Bad Bunny,54141422
29,Where Are You Now,Lost Frequencies; Calum Scott,54725761
30,Better Days (NEIKED x Mae Muller x Polo G),NEIKED; Mae Muller; Polo G,49861211
31,Levitating (feat. DaBaby),Dua Lipa; DaBaby,46607759
32,Ghost,Justin Bieber,55396747
33,Toxic,BoyWithUke,63072143
34,Way 2 Sexy (with Future & Young Thug),Drake; Future; Young Thug,44036200
35,Todo De Ti,Rauw Alejandro,46490241
36,Volví,Aventura; Bad Bunny,46036577
37,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber; Daniel Caesar; Giveon,42972800
38,Sweater Weather,The Neighbourhood,44852280
39,I Love You So,The Walters,46196068
40,Don't Be Shy,Tiësto; KAROL G,40664934
41,Knife Talk (with 21 Savage ft. Project Pat),Drake; 21 Savage; Project Pat,41864018
42,Take My Breath - Single Version,The Weeknd,34279300
43,Nostálgico,Rvssian; Rauw Alejandro; Chris Brown,43135352
44,Save Your Tears (with Ariana Grande) (Remix),The Weeknd; Ariana Grande,40882995
45,drivers license,Olivia Rodrigo,40372619
46,OUT OUT (feat. Charli XCX & Saweetie),Joel Corry; Jax Jones; Charli XCX; Saweetie,35955563
