ID,Track,Singer(s),Stream
1,good 4 u,Olivia Rodrigo,263474808
2,Todo De Ti,Rauw Alejandro,176249596
3,Butter,BTS,129098640
4,deja vu,Olivia Rodrigo,127120256
5,MONTERO (Call Me By Your Name),Lil Nas X,154035446
6,Kiss Me More (feat. SZA),Doja Cat; SZA,145607377
7,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber; Daniel Caesar; Giveon,116263665
8,traitor,Olivia Rodrigo,101126666
9,drivers license,Olivia Rodrigo,95546586
10,Levitating (feat. DaBaby),Dua Lipa; DaBaby,118195857
11,favorite crime,Olivia Rodrigo,80205642
12,brutal,Olivia Rodrigo,66999171
13,Save Your Tears (with Ariana Grande) (Remix),The Weeknd; Ariana Grande,92646874
14,happier,Olivia Rodrigo,89644206
15,Astronaut In The Ocean,Masked Wolf,85041878
16,ZITTI E BUONI,Måneskin,67258393
17,Leave The Door Open,Bruno Mars; Anderson .Paak; Silk Sonic,83010440
18,Fiel,Los Legendarios; Wisin; Jhayco,70035263
19,Pareja Del Año,Sebastian Yatra; Myke Towers,77994576
20,enough for you,Olivia Rodrigo,52887401
21,Build a Bitch,Bella Poarch,72470790
22,RAPSTAR,Polo G,71969098
23,I WANNA BE YOUR SLAVE,Måneskin,93346868
24,jealousy jealousy,Olivia Rodrigo,59416978
25,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Riton; Nightcrawlers; Mufasa & Hypeman; Dopamine,73405382
26,1 step forward 3 steps back,Olivia Rodrigo,45999137
27,Blinding Lights,The Weeknd,69786962
28,AM,Nio Garcia; Flow La Movie,60483708
29,Dynamite,BTS,57515331
30,Body (Remix) [feat. ArrDee E1 (3x3) ZT (3x3) Bugzy Malone Buni Fivio Foreign & Darkoo],Tion Wayne; Russ Millions; ArrDee; E1 (3x3); ZT (3x3); Bugzy Malone; Buni; Fivio Foreign; Darkoo,43053666
31,The Business,Tiësto,54349907
32,DÁKITI,Bad Bunny; Jhayco,60770781
33,2/Catorce,Rauw Alejandro; Mr. Naisgai,56751179
34,hope ur ok,Olivia Rodrigo,37948948
35,telepatía,Kali Uchis,50576219
36,Heartbreak Anniversary,Giveon,52344061
37,Save Your Tears,The Weeknd,48996263
38,Heat Waves,Glass Animals,52722947
39,EL MAKINON,KAROL G; Mariah Angeliq,49162877
40,Botella Tras Botella,Gera MX; Christian Nodal,48698665
41,Watermelon Sugar,Harry Styles,54946720
42,Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5; Megan Thee Stallion,52572755
43,Your Love (9PM),ATB; Topic; A7S,48985652
44,Arcade,Duncan Laurence,42631277
45,Your Power,Billie Eilish,32857316
46,Goosebumps - Remix,Travis Scott; HVME,42456156
47,Hold On,Justin Bieber,41482012
48,Rasputin,Majestic; Boney M.,49410236
49,Mood (feat. iann dior),24kGoldn; iann dior,47358869
50,BED,Joel Corry; RAYE; David Guetta,41811606
51,Miénteme,TINI; Maria Becerra,46656050
52,Bandido,Myke Towers; Juhn,40153916
53,Up,Cardi B,37889260
54,Don't Start Now,Dua Lipa,42359662
55,Someone You Loved,Lewis Capaldi,40361387
56,Runaway,AURORA,34225038
57,512,Mora; Jhayco,37953272
58,Streets,Doja Cat,35280949
59,m y . l i f e (with 21 Savage & Morray),J. Cole; 21 Savage; Morray,23270126
60,WITHOUT YOU,The Kid LAROI,35991644
61,Head & Heart (feat. MNEK),Joel Corry; MNEK,38003305
62,Sal y Perrea,Sech,37389281
63,Poblado,Crissin; Totoy El Frio; Natan & Shander,27982353
64,p r i d e . i s . t h e . d e v i l (with Lil Baby),J. Cole; Lil Baby,23245560
65,Lucid Dreams,Juice WRLD,25799082
66,Wants and Needs (feat. Lil Baby),Drake; Lil Baby,42472545
67,Miss The Rage (feat. Playboi Carti),Trippie Redd; Playboi Carti,30139656
68,911,Sech,35588888
69,We're Good,Dua Lipa,34488028
70,Talking to the Moon,Bruno Mars,34471038
71,Dick (feat. Doja Cat),StarBoi3; Doja Cat,29768943
72,Baila Conmigo (with Rauw Alejandro),Selena Gomez; Rauw Alejandro,32763943
73,Sweater Weather,The Neighbourhood,36604874
74,LA NOCHE DE ANOCHE,Bad Bunny; ROSALÍA,36888495
75,positions,Ariana Grande,33627694
76,Qué Más Pues?,J Balvin; Maria Becerra,79681176
77,Levitating,Dua Lipa,33542283
78,0X1=LOVESONG (I Know I Love You) feat. Seori,TOMORROW X TOGETHER,9311385
79,Dance Monkey,Tones And I,34987641
80,Calling My Phone,Lil Tjay; 6LACK,30391664
81,Heartbreak Anthem (with David Guetta & Little Mix),Galantis; David Guetta; Little Mix,38127795
82,Run,OneRepublic,36680387
83,SUN GOES DOWN,Lil Nas X,12859066
84,Roses - Imanbek Remix,SAINt JHN; Imanbek,31734229
85,Best Friend (feat. Doja Cat),Saweetie; Doja Cat,32671970
86,Hecha Pa' Mi,Boza,25734150
87,ROCKSTAR (feat. Roddy Ricch),DaBaby; Roddy Ricch,31971749
88,Lemonade (feat. Gunna Don Toliver & NAV),Internet Money; Gunna; Don Toliver; NAV,31769592
89,34+35,Ariana Grande,29800545
90,Wasted Love (feat. Lagique),Ofenbach; Lagique,28259984
91,Cover Me In Sunshine,P!nk; Willow Sage Hart,30293775
92,a m a r i,J. Cole,8703256
93,Freaks,Surf Curse,33594247
94,you broke me first,Tate McRae,30023288
95,lovely (with Khalid),Billie Eilish; Khalid,30144475
96,malibu,sangiovanni,26878942
97,Aloha,Maluma; Beéle; Rauw Alejandro; Mambo Kingz; DJ Luian; Darell,26907414
98,Before You Go,Lewis Capaldi,30647187
99,Ram Pam Pam,NATTI NATASHA; Becky G,32795969
100,Leave Before You Love Me (with Jonas Brothers),Marshmello; Jonas Brothers,35516078
101,Circles,Post Malone,30926285
102,Another Love,Tom Odell,28639242
103,Good Days,SZA,27041576
104,Life Goes On,BTS,17022535
105,Reloj,Rauw Alejandro; Anuel AA,27400527
106,Paradise (feat. Dermot Kennedy),MEDUZA; Dermot Kennedy,28353118
107,Bipolar,Mc Davi; Mc Pedrinho; Mc Don Juan; DJ 900,29856241
108,Heather,Conan Gray,28106386
109,Believer,Imagine Dragons,29359964
110,Our Song,Anne-Marie; Niall Horan,22607837
111,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,28396526
112,Tell Em,Cochise; $NOT,26459642
113,CORALINE,Måneskin,9927243
114,goosebumps,Travis Scott,26333451
115,Memories Remix (feat. Nipsey Hussle & YG),Maroon 5; Nipsey Hussle; YG,9077313
116,Ella No Es Tuya - Remix,Rochy RD; Myke Towers; Nicki Nicole,17006927
117,Señorita,Shawn Mendes; Camila Cabello,27358564
118,Whoopty,CJ,22997192
119,Shape of You,Ed Sheeran,27338632
120,WAP (feat. Megan Thee Stallion),Cardi B; Megan Thee Stallion,26568565
121,Little Bit of Love,Tom Grennan,26326681
122,Follow You,Imagine Dragons,26192200
123,bad guy,Billie Eilish,26260481
124,Shallow,Lady Gaga; Bradley Cooper,25817352
125,Take Me To Church,Hozier,25876635
126,GANG GANG (with Lil Wayne),Polo G; Lil Wayne,16268522
127,Adore You,Harry Styles,25468590
128,Martin & Gina,Polo G,23779270
129,Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,Nathan Evans; 220 KID; Billen Ted,18346365
130,Breaking Me,Topic; A7S,24726547
131,What You Know Bout Love,Pop Smoke,24350268
132,Perfect,Ed Sheeran,25858987
133,Say You Won't Let Go,James Arthur,23876604
134,death bed (coffee for your head),Powfu; beabadoobee,23561981
135,My Head & My Heart,Ava Max,14564910
136,Hawái,Maluma,25216777
137,For The Night (feat. Lil Baby & DaBaby),Pop Smoke; Lil Baby; DaBaby,23804695
138,Higher Power,Coldplay,7771353
139,NEVER LEFT,Lil Tecca,8056198
140,The Nights,Avicii,24586749
141,Wake Me Up,Avicii,24202378
142,Dreams - 2004 Remaster,Fleetwood Mac,24269333
143,Prisoner (feat. Dua Lipa),Miley Cyrus; Dua Lipa,21080401
144,Anti-Romantic,TOMORROW X TOGETHER,816030
145,Ride It,Regard,21851741
146,Riptide,Vance Joy,25231017
147,Killer (feat. Jack Harlow & Cordae) - Remix,Eminem; Jack Harlow; Cordae,1723368
148,One Dance,Drake; Wizkid; Kyla,20804942
149,Yellow,Coldplay,22363758
150,Bohemian Rhapsody - Remastered 2011,Queen,25060885
151,Solid (feat. Drake),Young Stoner Life; Young Thug; Gunna; Drake,9199195
152,Volta Bebê Volta Neném,Dj Guuga; DJ Ivis,24054819
153,my ex's best friend (with blackbear),Machine Gun Kelly; blackbear,15182385
154,La Nota,Manuel Turizo; Rauw Alejandro; Myke Towers,5551873
155,Anyone,Justin Bieber,15147836
