ID,Track,Singer(s),Stream
1,STAY (with Justin Bieber),The Kid LAROI; Justin Bieber,264884849
2,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X; Jack Harlow,197078551
3,Hurricane,Kanye West,84629309
4,Bad Habits,Ed Sheeran,132646592
5,Beggin',Måneskin,116035888
6,good 4 u,Olivia Rodrigo,108897937
7,Pepas,Farruko,126845239
8,Need to Know,Doja Cat,99512594
9,Woman,Doja Cat,121452629
10,Off The Grid,Kanye West,47179226
11,Jail,Kanye West,28068219
12,Happier Than Ever,Billie Eilish,88678882
13,MONTERO (Call Me By Your Name),Lil Nas X,101185298
14,Kiss Me More (feat. SZA),Doja Cat; SZA,85856983
15,Heat Waves,Glass Animals,122153311
16,Moon,Kanye West,44639751
17,Praise God,Kanye West,20550251
18,Todo De Ti,Rauw Alejandro,75044583
19,Volví,Aventura; Bad Bunny,69960626
20,Yonaguni,Bad Bunny,72520416
21,I WANNA BE YOUR SLAVE,Måneskin,60728036
22,Take My Breath - Single Version,The Weeknd,62133997
23,Believe What I Say,Kanye West,13898471
24,traitor,Olivia Rodrigo,65206490
25,Levitating (feat. DaBaby),Dua Lipa; DaBaby,66011219
26,Qué Más Pues?,J Balvin; Maria Becerra,62049413
27,Jonah,Kanye West,11355394
28,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber; Daniel Caesar; Giveon,61387667
29,No Child Left Behind,Kanye West,10987866
30,Ok Ok,Kanye West,9638020
31,Heaven and Hell,Kanye West,10865189
32,Save Your Tears (with Ariana Grande) (Remix),The Weeknd; Ariana Grande,54625680
33,family ties (with Kendrick Lamar),Baby Keem; Kendrick Lamar,52007461
34,Blinding Lights,The Weeknd,56061681
35,deja vu,Olivia Rodrigo,48452276
36,París,Ingratax,49571228
37,Butter,BTS,48285977
38,Remote Control,Kanye West,8108765
39,24,Kanye West,7795433
40,drivers license,Olivia Rodrigo,50848074
41,Pure Souls,Kanye West,8961638
42,Junya,Kanye West,7751664
43,God Breathed,Kanye West,6900104
44,In Da Getto,J Balvin; Skrillex,61665954
45,AM Remix,Nio Garcia; J Balvin; Bad Bunny,47903673
46,Volando - Remix,Mora; Bad Bunny; Sech,47749797
47,Permission to Dance,BTS,41337813
48,2055,Sleepy Hallow,50700900
49,Cúrame,Rauw Alejandro,47865532
50,Get Into It (Yuh),Doja Cat,49116044
51,Jesus Lord,Kanye West,4660744
52,Keep My Spirit Alive,Kanye West,3738652
53,Leave The Door Open,Bruno Mars; Anderson .Paak; Silk Sonic,41171877
54,happier,Olivia Rodrigo,40093996
55,Jail pt 2,Kanye West,3747718
56,Entre Nosotros,Tiago PZK; LIT killah,41575476
57,Sobrio,Maluma,45314236
58,Butter - Megan Thee Stallion Remix,BTS; Megan Thee Stallion,27704188
59,New Again,Kanye West,3600819
60,Watermelon Sugar,Harry Styles,42422899
61,Love Tonight (Edit),Shouse,39546788
62,Cold Heart - PNAU Remix,Elton John; Dua Lipa; PNAU,65775092
63,Donda,Kanye West,3392048
64,Don't Go Yet,Camila Cabello,40869153
65,Ain't Shit,Doja Cat,36401766
66,Miénteme,TINI; Maria Becerra,37204950
67,DÁKITI,Bad Bunny; Jhayco,39481921
68,911 (Remix),Sech; Jhayco,34743352
69,Lord I Need You,Kanye West,2484089
70,Summer of Love (Shawn Mendes & Tainy),Shawn Mendes; Tainy,34258134
71,Come to Life,Kanye West,3392298
72,jealousy jealousy,Olivia Rodrigo,34498407
73,Tiroteo - Remix,Marc Seguí; Rauw Alejandro; Pol Granch,35680741
74,I GUESS I'M IN LOVE,Clinton Kane,35792978
75,Don't Be Shy,Tiësto; KAROL G,47029055
76,Mood (feat. iann dior),24kGoldn; iann dior,38735029
77,Freaks,Surf Curse,36713619
78,Pareja Del Año,Sebastian Yatra; Myke Towers,36657221
79,Astronaut In The Ocean,Masked Wolf,35353848
80,Dynamite,BTS,36696815
81,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Riton; Nightcrawlers; Mufasa & Hypeman; Dopamine,36640897
82,Like I Can,Sam Smith,39505537
83,Dark Red,Steve Lacy,37842988
84,favorite crime,Olivia Rodrigo,33075700
85,Sweater Weather,The Neighbourhood,38362528
86,Leave Before You Love Me (with Jonas Brothers),Marshmello; Jonas Brothers,35749505
87,Someone You Loved,Lewis Capaldi,35528285
88,Don't Start Now,Dua Lipa,35189311
89,The Business,Tiësto,33770946
90,Love Again,Dua Lipa,33554526
91,Rumors (feat. Cardi B),Lizzo; Cardi B,20515468
92,double take,dhruv,30974820
93,Raataan Lambiyan (From "Shershaah"),Tanishk Bagchi; Jubin Nautiyal; Asees Kaur,28930252
94,Save Your Tears,The Weeknd,32000422
95,Run,OneRepublic,27852783
96,Chosen (feat. Ty Dolla $ign),Blxst; Tyga; Ty Dolla $ign,31714902
97,Poblado - Remix,J Balvin; KAROL G; Nicky Jam; Crissin; Totoy El Frio; Natan & Shander,29822927
98,Loco,Justin Quiles; Chimbala; Zion & Lennox,31682104
99,RAPSTAR,Polo G,30538598
100,Visiting Hours,Ed Sheeran,11761678
101,I am not a woman I'm a god,Halsey,3946689
102,Heartbreak Anniversary,Giveon,29232775
103,Heartbreak Anthem (with David Guetta & Little Mix),Galantis; David Guetta; Little Mix,25329051
104,Motley Crew,Post Malone,18053088
105,Ranjha (From "Shershaah"),Jasleen Royal; B Praak; Romy; Anvita Dutt,25550128
106,Circles,Post Malone,29367649
107,Ok Ok pt 2,Kanye West,1848628
108,Tell The Vision,Kanye West,1806933
109,You Right,Doja Cat; The Weeknd,27384726
110,Don’t Go (with Justin Bieber & Don Toliver),Skrillex; Justin Bieber; Don Toliver,8043419
111,Believer,Imagine Dragons,30028429
112,positions,Ariana Grande,29340285
113,lovely (with Khalid),Billie Eilish; Khalid,30378515
114,Before You Go,Lewis Capaldi,29365788
115,brutal,Olivia Rodrigo,26003140
116,Arcade,Duncan Laurence,28188546
117,Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5; Megan Thee Stallion,25922098
118,Dance Monkey,Tones And I,29070966
119,telepatía,Kali Uchis,27793582
120,WITHOUT YOU,The Kid LAROI,26806816
121,Sharing Locations (feat. Lil Baby & Lil Durk),Meek Mill; Lil Durk; Lil Baby,6417413
122,Chega E Senta - Ao Vivo,John Amplificado,22584395
123,Levitating,Dua Lipa,27031501
124,Junya pt 2,Kanye West,962540
125,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,27784420
126,Perfect,Ed Sheeran,29641227
127,AOK,Tai Verdes,28231966
128,OUT OUT (feat. Charli XCX & Saweetie),Joel Corry; Jax Jones; Charli XCX; Saweetie,39678659
129,edamame (feat. Rich Brian),bbno$; Rich Brian,31797462
130,Shape of You,Ed Sheeran,27318494
131,Smells Like Teen Spirit - Remastered,Nirvana,27142016
132,2/Catorce,Rauw Alejandro; Mr. Naisgai,24633892
133,Fiel - Remix,Wisin; Jhayco; Anuel AA; Los Legendarios; Myke Towers,19508951
134,Head & Heart (feat. MNEK),Joel Corry; MNEK,25737968
