Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,Dance Monkey,Tones And I,6.060.688,1,1,111
2,Lose You To Love Me,Selena Gomez,4.913.008,1,2,14
3,Memories Remix (feat. Nipsey Hussle & YG),Maroon 5; Nipsey Hussle; YG,4.460.539,3,3,47
4,Circles,Post Malone,4.262.372,1,4,68
5,Don't Start Now,Dua Lipa,4.082.428,5,5,5
6,HIGHEST IN THE ROOM,Travis Scott,3.678.097,1,6,33
7,Someone You Loved,Lewis Capaldi,3.408.421,4,7,297
8,Señorita,Shawn Mendes; Camila Cabello,3.386.121,1,8,138
9,hot girl bummer,blackbear,2.906.112,9,9,75
10,RITMO (Bad Boys For Life),Black Eyed Peas; J Balvin,2.777.899,9,10,22
11,10000 Hours (with Justin Bieber),Dan + Shay; Justin Bieber,2.465.149,5,12,33
12,ROXANNE,Arizona Zervas,2.463.000,12,15,9
13,Follow God,Kanye West,2.412.636,3,11,12
14,Ride It,Regard,2.367.542,13,13,61
15,Beautiful People (feat. Khalid),Ed Sheeran; Khalid,2.367.453,3,14,131
16,How Do You Sleep?,Sam Smith,2.291.026,7,17,110
17,Look At Her Now,Selena Gomez,2.269.926,8,16,13
18,Lights Up,Harry Styles,2.249.070,3,18,26
19,bad guy,Billie Eilish,2.189.921,1,19,222
20,Bandit (with YoungBoy Never Broke Again),Juice WRLD; YoungBoy Never Broke Again,2.177.519,13,20,33
21,China,Anuel AA; Daddy Yankee; KAROL G; J Balvin; Ozuna,2.124.931,2,21,110
22,Trampoline (with ZAYN),SHAED; ZAYN,2.078.212,20,22,33
23,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran; Camila Cabello; Cardi B,1.940.826,9,23,117
24,I Don't Care (with Justin Bieber),Ed Sheeran; Justin Bieber,1.896.799,1,26,180
25,Liar,Camila Cabello,1.892.886,20,24,62
26,Goodbyes (feat. Young Thug),Post Malone; Young Thug,1.868.307,2,25,124
27,Lalala,Y2K; bbno$,1.835.989,4,27,138
28,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,1.751.800,1,28,384
29,Good as Hell (feat. Ariana Grande) - Remix,Lizzo; Ariana Grande,1.710.205,24,30,12
30,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug; Travis Scott; Gunna,1.663.952,29,29,5
31,Adicto (with Anuel AA & Ozuna),Tainy; Anuel AA; Ozuna,1.642.866,21,31,75
32,LA CANCIÓN,J Balvin; Bad Bunny,1.591.487,16,33,131
33,Ransom,Lil Tecca,1.583.651,3,32,156
34,It's You,Ali Gatie,1.552.051,27,34,145
35,Callaita,Bad Bunny; Tainy,1.541.410,5,36,159
36,Graveyard,Halsey,1.517.107,25,35,54
37,Panini,Lil Nas X,1.481.171,6,37,139
38,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone; Ozzy Osbourne; Travis Scott,1.460.650,5,39,61
39,No Me Conoce - Remix,Jhayco; J Balvin; Bad Bunny,1.458.065,17,41,169
40,Lose Control,MEDUZA; Becky Hill; Goodboys,1.441.931,40,40,19
41,Bad To You (with Normani & Nicki Minaj),Ariana Grande; Normani; Nicki Minaj,1.426.943,29,38,5
42,Fantasias,Rauw Alejandro; Farruko,1.417.462,38,42,43
43,223's (feat. 9lokknine),YNW Melly; 9lokknine,1.417.410,29,45,58
44,Takeaway,The Chainsmokers; ILLENIUM; Lennon Stella,1.375.236,26,43,103
45,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake; J Balvin; Tyga,1.326.592,8,44,145
46,Que Tire Pa Lante,Daddy Yankee,1.301.611,45,48,19
47,Stuck In A Dream (feat. Gunna),Lil Mosey; Gunna,1.295.445,46,46,37
48,Si Te Vas,Sech; Ozuna,1.283.403,44,47,40
49,Yo x Ti Tu x Mi,ROSALÍA; Ozuna,1.256.592,19,50,82
50,Old Town Road - Remix,Lil Nas X; Billy Ray Cyrus,1.256.326,2,49,215
51,Truth Hurts,Lizzo,1.220.223,15,51,197
52,Nice To Meet Ya,Niall Horan,1.210.234,47,52,30
53,Shallow,Lady Gaga; Bradley Cooper,1.202.490,2,53,404
54,Whine Up,Nicky Jam; Anuel AA,1.201.164,54,54,5
55,Quizas,Rich Music LTD; Sech; Dalex; Justin Quiles; Lenny Tavárez; Feid; Wisin; Zion,1.200.235,50,56,47
56,Good Thing (with Kehlani),Zedd; Kehlani,1.171.207,50,55,33
57,No Guidance (feat. Drake),Chris Brown; Drake,1.164.284,8,57,151
58,Tutu,Camilo; Pedro Capó,1.147.594,24,59,89
59,Make It Right (feat. Lauv),BTS; Lauv,1.129.660,38,58,19
60,Trigger,Major Lazer; Khalid; Death Stranding: Timefall; Diplo,1.118.091,39,60,12
61,Money In The Grave (Drake ft. Rick Ross),Drake; Rick Ross,1.107.169,4,63,144
62,Camelot,NLE Choppa,1.097.914,46,64,53
63,I.F.L.Y.,Bazzi,1.088.241,44,62,110
64,Higher Love,Kygo; Whitney Houston,1.078.414,25,65,131
65,Indeciso,Reik; J Balvin; Lalo Ebratt,1.077.305,60,71,61
66,Piece Of Your Heart,MEDUZA; Goodboys,1.065.624,13,66,205
67,Bruises,Lewis Capaldi,1.064.561,67,68,45
68,Immortal,21 Savage,1.061.815,49,61,5
69,7 rings,Ariana Grande,1.061.408,1,69,292
70,Motivation,Normani,1.045.328,39,70,82
71,Hate Me (with Juice WRLD),Ellie Goulding; Juice WRLD,1.043.056,61,67,18
72,lovely (with Khalid),Billie Eilish; Khalid,1.037.068,19,73,562
73,Aventura,Lunay; Ozuna; Anuel AA,1.026.237,73,77,12
74,fuck i'm lonely,Lauv; Anne-Marie,1.021.086,26,74,96
75,Feelings,Lauv,1.012.438,73,75,47
76,Orphans,Coldplay,1.011.778,33,72,12
77,Happier,Marshmello; Bastille,1.000.591,2,79,446
78,Soltera - Remix,Lunay; Daddy Yankee; Bad Bunny,998.024,7,80,180
79,Teeth,5 Seconds of Summer,995.901,46,76,76
80,when the party's over,Billie Eilish,989.404,7,78,385
81,The London (feat. J. Cole & Travis Scott),Young Thug; J. Cole; Travis Scott,969.817,4,83,166
82,Sucker,Jonas Brothers,961.249,2,85,250
83,Saint-Tropez,Post Malone,950.510,3,82,61
84,Easy,Camila Cabello,940.544,49,84,26
85,Bohemian Rhapsody - Remastered 2011,Queen,937.431,10,90,392
86,Wow.,Post Malone,935.665,1,88,317
87,If I Can't Have You,Shawn Mendes,933.850,3,91,187
88,Believer,Imagine Dragons,923.558,15,94,1007
89,Without Me,Halsey,922.400,3,93,397
90,DJ No Pare (feat. Zion Dalex Lenny Tavárez) - Remix,Justin Quiles; NATTI NATASHA; Farruko; Lenny Tavárez; Dalex; Zion,916.088,77,99,53
91,SICKO MODE,Travis Scott,915.252,2,98,460
92,Roller,Apache 207,915.123,55,86,75
93,Lonely (with Jonas Brothers),Diplo; Jonas Brothers,909.440,72,92,40
94,VIBEZ,DaBaby,899.887,34,100,40
95,Qué Pena,Maluma; J Balvin,899.858,64,101,40
96,Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),Ariana Grande; Miley Cyrus; Lana Del Rey,899.003,2,87,54
97,Outnumbered,Dermot Kennedy,895.922,87,95,37
98,Otro Trago - Remix,Sech; Ozuna; Anuel AA; Darell; Nicky Jam,893.093,9,102,103
99,KARMA,Nimo,890.966,81,81,5
100,Enemies (feat. DaBaby),Post Malone; DaBaby,888.471,6,103,61
101,QUE PRETENDES,J Balvin; Bad Bunny,886.738,11,108,131
102,Lover,Taylor Swift,883.033,2,104,82
103,11 PM,Maluma,882.585,28,109,173
104,Post Malone (feat. RANI),Sam Feldt; RANI,866.100,57,106,135
105,rockstar (feat. 21 Savage),Post Malone; 21 Savage,862.574,1,110,782
106,Dancing With A Stranger (with Normani),Sam Smith; Normani,860.928,6,112,299
107,Harleys In Hawaii,Katy Perry,857.775,33,107,20
108,Only Human,Jonas Brothers,857.486,21,111,152
109,Con Altura,ROSALÍA; J Balvin; El Guincho,854.364,28,116,222
110,thank u next,Ariana Grande,847.344,1,115,367
111,Say You Won't Let Go,James Arthur,844.540,7,118,315
112,VALENTINO,24kGoldn,842.828,112,117,38
