Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,Lose You To Love Me,Selena Gomez,8.166.076,1,1,3
2,Dance Monkey,Tones And I,7.063.514,1,2,100
3,HIGHEST IN THE ROOM,Travis Scott,4.771.615,1,3,22
4,Follow God,Kanye West,4.653.992,4,—,1
5,Circles,Post Malone,4.623.586,1,4,57
6,Memories Remix (feat. Nipsey Hussle & YG),Maroon 5; Nipsey Hussle; YG,4.542.511,4,5,36
7,Señorita,Shawn Mendes; Camila Cabello,4.072.803,1,6,127
8,Selah,Kanye West,3.825.045,8,—,1
9,Look At Her Now,Selena Gomez,3.766.086,8,8,2
10,Closed On Sunday,Kanye West,3.649.320,10,—,1
11,Someone You Loved,Lewis Capaldi,3.552.468,4,7,286
12,On God,Kanye West,3.440.415,12,—,1
13,Every Hour,Kanye West; Sunday Service Choir,3.337.207,13,—,1
14,Everything We Need,Kanye West; Ty Dolla $ign; Ant Clemons,3.282.988,14,—,1
15,hot girl bummer,blackbear,3.114.653,9,9,64
16,Lights Up,Harry Styles,2.953.889,3,11,15
17,10000 Hours (with Justin Bieber),Dan + Shay; Justin Bieber,2.862.183,5,10,22
18,Beautiful People (feat. Khalid),Ed Sheeran; Khalid,2.754.549,3,12,120
19,Water,Kanye West; Ant Clemons,2.745.852,19,—,1
20,How Do You Sleep?,Sam Smith,2.632.995,7,13,99
21,China,Anuel AA; Daddy Yankee; KAROL G; J Balvin; Ozuna,2.626.130,2,14,99
22,Ride It,Regard,2.624.220,15,15,50
23,Use This Gospel,Kanye West; Clipse; Kenny G,2.608.693,23,—,1
24,Lalala,Y2K; bbno$,2.571.055,4,16,127
25,God Is,Kanye West,2.562.562,25,—,1
26,bad guy,Billie Eilish,2.478.644,1,17,211
27,Bandit (with YoungBoy Never Broke Again),Juice WRLD; YoungBoy Never Broke Again,2.468.664,13,18,22
28,Hands On,Kanye West; Fred Hammond,2.319.676,28,—,1
29,Goodbyes (feat. Young Thug),Post Malone; Young Thug,2.239.805,2,19,113
30,I Don't Care (with Justin Bieber),Ed Sheeran; Justin Bieber,2.194.250,1,20,169
31,Liar,Camila Cabello,2.122.727,20,22,51
32,RITMO (Bad Boys For Life),Black Eyed Peas; J Balvin,2.116.399,32,35,11
33,Orphans,Coldplay,2.004.358,33,—,1
34,Jesus Is Lord,Kanye West,2.003.458,34,—,1
35,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran; Camila Cabello; Cardi B,1.996.287,9,24,106
36,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,1.993.679,1,21,373
37,Ransom,Lil Tecca,1.990.979,3,23,145
38,Adicto (with Anuel AA & Ozuna),Tainy; Anuel AA; Ozuna,1.917.152,21,25,64
39,Trigger,Major Lazer; Khalid; Death Stranding: Timefall; Diplo,1.842.489,39,—,1
40,Panini,Lil Nas X,1.817.297,6,30,128
41,Graveyard,Halsey,1.812.548,25,28,43
42,Callaita,Bad Bunny; Tainy,1.811.454,5,29,148
43,Trampoline (with ZAYN),SHAED; ZAYN,1.810.252,32,32,22
44,LA CANCIÓN,J Balvin; Bad Bunny,1.806.203,16,27,120
45,Good as Hell (feat. Ariana Grande) - Remix,Lizzo; Ariana Grande,1.797.716,45,—,1
46,No Me Conoce - Remix,Jhayco; J Balvin; Bad Bunny,1.778.297,17,31,158
47,Truth Hurts,Lizzo,1.691.995,15,26,186
48,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone; Ozzy Osbourne; Travis Scott,1.685.021,5,33,50
49,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake; J Balvin; Tyga,1.665.857,8,34,134
50,Old Town Road - Remix,Lil Nas X; Billy Ray Cyrus,1.628.839,2,37,204
51,It's You,Ali Gatie,1.579.557,27,36,134
52,Takeaway,The Chainsmokers; ILLENIUM; Lennon Stella,1.521.144,26,39,92
53,Make It Right (feat. Lauv),BTS; Lauv,1.505.340,38,41,8
54,Fantasias,Rauw Alejandro; Farruko,1.498.056,44,44,32
55,Roller,Apache 207,1.496.746,55,83,64
56,Yo x Ti Tu x Mi,ROSALÍA; Ozuna,1.485.506,19,42,71
57,223's (feat. 9lokknine),YNW Melly; 9lokknine,1.460.052,29,38,47
58,Money In The Grave (Drake ft. Rick Ross),Drake; Rick Ross,1.459.980,4,40,133
59,Si Te Vas,Sech; Ozuna,1.443.672,48,50,29
60,Wieso tust Du dir das an?,Apache 207,1.426.999,45,71,8
61,Hot (feat. Gunna),Young Thug; Gunna,1.421.986,43,43,71
62,Higher Love,Kygo; Whitney Houston,1.419.825,25,46,120
63,Tutu,Camilo; Pedro Capó,1.419.189,24,49,78
64,Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),Ariana Grande; Miley Cyrus; Lana Del Rey,1.404.340,2,47,43
65,No Guidance (feat. Drake),Chris Brown; Drake,1.395.364,8,48,140
66,Shallow,Lady Gaga; Bradley Cooper,1.369.474,2,51,393
67,Piece Of Your Heart,MEDUZA; Goodboys,1.326.284,13,53,194
68,Quizas,Rich Music LTD; Sech; Dalex; Justin Quiles; Lenny Tavárez; Feid; Wisin; Zion,1.323.673,50,55,36
69,Nice To Meet Ya,Niall Horan,1.320.935,56,57,19
70,Good Thing (with Kehlani),Zedd; Kehlani,1.286.891,50,59,22
71,Lose Control,MEDUZA; Becky Hill; Goodboys,1.279.245,66,66,8
72,Que Tire Pa Lante,Daddy Yankee,1.267.009,72,91,8
73,Saint-Tropez,Post Malone,1.260.110,3,52,50
74,Soltera - Remix,Lunay; Daddy Yankee; Bad Bunny,1.257.422,7,58,169
75,Camelot,NLE Choppa,1.244.156,46,56,42
76,Harleys In Hawaii,Katy Perry,1.195.389,33,54,9
77,Motivation,Normani,1.194.746,39,63,71
78,Post Malone (feat. RANI),Sam Feldt; RANI,1.189.651,57,60,124
79,7 rings,Ariana Grande,1.180.883,1,61,281
80,Happier,Marshmello; Bastille,1.163.594,2,65,435
81,Hate Me (with Juice WRLD),Ellie Goulding; Juice WRLD,1.163.522,62,62,7
82,Otro Trago - Remix,Sech; Ozuna; Anuel AA; Darell; Nicky Jam,1.160.367,9,68,92
83,Indeciso,Reik; J Balvin; Lalo Ebratt,1.139.784,60,72,50
84,Good as Hell,Lizzo,1.117.015,41,45,114
85,The London (feat. J. Cole & Travis Scott),Young Thug; J. Cole; Travis Scott,1.103.625,4,69,155
86,Bohemian Rhapsody - Remastered 2011,Queen,1.091.108,10,88,381
87,200 km/h,Apache 207,1.088.632,62,168,36
88,fuck i'm lonely,Lauv; Anne-Marie,1.088.139,26,64,85
89,Easy,Camila Cabello,1.087.758,49,75,15
