Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,bad guy,Billie Eilish,6.747.947,1,1,2
2,Con Calma,Daddy Yankee; Snow,4.808.680,1,2,65
3,7 rings,Ariana Grande,4.187.352,1,5,72
4,wish you were gay,Billie Eilish,4.154.617,3,3,27
5,bury a friend,Billie Eilish,4.040.392,2,4,60
6,Sucker,Jonas Brothers,3.500.522,2,8,30
7,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,3.444.882,1,10,164
8,all the good girls go to hell,Billie Eilish,3.278.555,6,6,2
9,when the party's over,Billie Eilish,3.221.354,9,9,165
10,Wow.,Post Malone,3.121.199,1,12,97
11,Shallow,Lady Gaga; Bradley Cooper,3.106.244,2,13,184
12,xanny,Billie Eilish,3.035.889,7,7,2
13,you should see me in a crown,Billie Eilish,2.906.938,11,11,3
14,Old Town Road,Lil Nas X,2.903.465,9,16,25
15,break up with your girlfriend i'm bored,Ariana Grande,2.815.675,2,15,51
16,my strange addiction,Billie Eilish,2.734.480,14,14,2
17,Calma - Remix,Pedro Capó; Farruko,2.708.596,5,23,141
18,Baila Baila Baila,Ozuna,2.504.707,9,25,79
19,Sweet but Psycho,Ava Max,2.481.027,5,24,185
20,Don't Call Me Up,Mabel,2.471.330,9,18,58
21,Happier,Marshmello; Bastille,2.406.713,2,26,226
22,Dancing With A Stranger (with Normani),Sam Smith; Normani,2.371.441,6,22,79
23,Secreto,Anuel AA; KAROL G,2.361.966,9,28,75
24,HP,Maluma,2.358.158,19,29,30
25,i love you,Billie Eilish,2.282.618,19,19,2
26,Pa Mí - Remix,Dalex; Rafa Pabön; KHEA; Sech; Feid; Cazzu; Lenny Tavárez,2.282.524,25,30,29
27,ilomilo,Billie Eilish,2.270.003,17,17,2
28,MIDDLE CHILD,J. Cole,2.215.035,2,27,66
29,listen before i go,Billie Eilish,2.133.143,21,21,2
30,Without Me,Halsey,2.112.847,3,31,177
31,thank u next,Ariana Grande,2.082.683,1,33,147
32,Here With Me,Marshmello; CHVRCHES,2.013.786,11,32,23
33,i'm so tired...,Lauv; Troye Sivan,2.004.457,17,34,65
34,8,Billie Eilish,2.003.931,20,20,2
35,Talk,Khalid; Disclosure,1.987.903,16,35,51
36,Giant (with Rag'n'Bone Man),Calvin Harris; Rag'n'Bone Man,1.960.487,19,36,79
37,Murder On My Mind,YNW Melly,1.875.262,18,39,45
38,Taki Taki (with Selena Gomez Ozuna & Cardi B),DJ Snake; Selena Gomez; Ozuna; Cardi B,1.858.443,1,45,184
39,Going Bad (feat. Drake),Meek Mill; Drake,1.835.037,8,41,121
40,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie; 6ix9ine,1.830.102,28,40,88
41,I Can’t Get Enough (benny blanco Selena Gomez J Balvin Tainy),benny blanco; Selena Gomez; J Balvin; Tainy,1.828.480,16,38,30
42,High Hopes,Panic! At The Disco,1.813.106,8,44,282
43,Let Me Down Slowly,Alec Benjamin,1.794.474,31,43,78
44,Con Altura,ROSALÍA; J Balvin; El Guincho,1.728.518,42,42,2
45,MIA,Bad Bunny; Drake,1.720.664,1,46,171
46,Adan y Eva,Paulo Londra,1.716.100,10,50,145
47,Bohemian Rhapsody - Remastered 2011,Queen,1.686.977,10,48,172
48,goodbye,Billie Eilish,1.582.877,37,37,2
49,Pure Water (with Migos),Mustard; Migos,1.577.953,35,49,62
50,Desconocidos,Mau y Ricky; Manuel Turizo; Camilo,1.564.795,28,54,141
51,My Bad,Khalid,1.522.113,26,47,23
52,SICKO MODE,Travis Scott,1.509.995,2,51,240
53,Please Me,Cardi B; Bruno Mars,1.482.161,16,52,44
54,Te Robaré,Nicky Jam; Ozuna,1.478.957,54,56,9
55,Eastside (with Halsey & Khalid),benny blanco; Halsey; Khalid,1.443.333,3,53,261
56,Te Vi,Piso 21; Micro TDH,1.442.939,43,64,79
57,Better Now,Post Malone,1.432.322,1,57,338
58,Robbery,Juice WRLD,1.412.440,11,55,45
59,Someone You Loved,Lewis Capaldi,1.404.145,42,59,77
60,Amanece,Anuel AA; Haze,1.369.430,39,68,95
61,On My Way,Alan Walker; Sabrina Carpenter; Farruko,1.355.056,59,66,9
62,lovely (with Khalid),Billie Eilish; Khalid,1.354.911,19,63,342
63,Who Do You Love,The Chainsmokers; 5 Seconds of Summer,1.354.662,31,60,51
64,Un Año,Sebastian Yatra; Reik,1.342.506,49,70,62
65,Look Back at It,A Boogie Wit da Hoodie,1.341.294,20,61,95
66,Thotiana,Blueface,1.339.629,22,72,65
67,Ella Quiere Beber - Remix,Anuel AA; Romeo Santos,1.338.457,30,73,148
68,Mixed Personalities (feat. Kanye West),YNW Melly; Kanye West,1.310.030,53,67,40
69,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5; Cardi B,1.286.594,2,71,303
70,Be Alright,Dean Lewis,1.285.205,12,65,252
71,Au DD,PNL,1.282.932,27,58,8
72,rockstar (feat. 21 Savage),Post Malone; 21 Savage,1.247.482,1,76,562
73,Esclavo de Tus Besos,Manuel Turizo; Ozuna,1.201.615,67,85,34
74,Lucid Dreams,Juice WRLD,1.196.225,2,82,322
75,a lot,21 Savage,1.180.361,16,80,100
76,Cherry Lady,Capital Bra,1.179.212,35,69,9
77,So Am I,Ava Max,1.172.777,65,81,18
78,SAD!,XXXTENTACION,1.170.410,1,86,394
79,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding; Diplo; Swae Lee,1.166.864,18,79,156
80,Verte Ir,DJ Luian; Mambo Kingz; Anuel AA; Nicky Jam; Darell; Brytiago,1.165.351,80,83,2
81,ZEZE (feat. Travis Scott & Offset),Kodak Black; Offset; Travis Scott,1.163.245,3,84,170
82,Better,Khalid,1.142.205,7,78,198
83,Bad Liar,Imagine Dragons,1.113.427,12,89,142
84,In My Mind,Dynoro; Gigi D'Agostino,1.111.375,4,91,270
85,Drip Too Hard (Lil Baby & Gunna),Lil Baby; Gunna,1.109.212,12,88,199
86,R.I.P. (feat. Rita Ora & Anitta),Sofía Reyes; Rita Ora; Anitta,1.093.109,28,75,16
87,Always Remember Us This Way,Lady Gaga,1.084.981,33,87,88
88,Moonlight,XXXTENTACION,1.080.245,2,96,380
89,Another One Bites The Dust - Remastered 2011,Queen,1.070.918,32,99,155
90,Deutschland,Rammstein,1.068.017,62,62,2
91,Don't Stop Me Now - Remastered 2011,Queen,1.067.224,47,97,155
92,Youngblood,5 Seconds of Summer,1.065.858,6,92,352
93,Mo Bamba,Sheck Wes,1.048.704,10,102,230
94,I Like It,Cardi B; Bad Bunny; J Balvin,1.044.464,2,106,359
95,Shape of You,Ed Sheeran,1.041.681,1,98,814
96,Adictiva,Daddy Yankee; Anuel AA,1.040.106,34,111,139
97,Soltera,Lunay; Chris Jedi; Gaby Music,1.035.131,97,110,22
98,Saturday Nights,Khalid,1.021.570,18,93,126
99,Promises (with Sam Smith),Calvin Harris; Sam Smith; Jessie Reyez,1.020.105,4,95,226
100,Faucet Failure,Ski Mask The Slump God,1.017.001,92,100,18
101,Wake Up in the Sky,Gucci Mane; Bruno Mars; Kodak Black,1.014.867,24,105,198
102,Say My Name,David Guetta; Bebe Rexha; J Balvin,1.014.549,37,112,95
103,2002,Anne-Marie,992.745,25,104,95
104,Body,Loud Luxury; Brando,980.907,18,108,95
105,idontwannabeyouanymore,Billie Eilish,980.165,60,109,95
106,Believer,Imagine Dragons,973.585,15,114,787
107,Last Hurrah,Bebe Rexha,961.956,53,103,40
108,Walk Me Home,P!nk,960.534,74,107,37
109,Aullando,Wisin & Yandel; Romeo Santos,959.561,104,116,30
110,Taste (feat. Offset),Tyga; Offset,953.230,5,113,317
111,Dancin (feat. Luvli) - Krono Remix,Aaron Smith; Krono; Luvli,946.783,98,117,29
112,Reggaeton,J Balvin,944.922,64,121,128
113,Si Se Da,Myke Towers; Farruko,940.218,110,118,17
114,Contra La Pared,Sean Paul; J Balvin,925.468,114,128,13
115,Fast,Juice WRLD,915.924,19,101,23
116,Affalterbach,Shindy; Shirin David,908.199,85,90,4
117,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson; Miley Cyrus,903.862,19,115,121
118,Psycho (feat. Ty Dolla $ign),Post Malone; Ty Dolla $ign,898.896,1,119,401
119,God's Plan,Drake,893.241,1,124,435
120,Perfect,Ed Sheeran,886.200,3,120,95
121,One Kiss (with Dua Lipa),Calvin Harris; Dua Lipa,883.549,1,129,359
122,I Like Me Better,Lauv,877.472,24,125,95
123,Just You and I,Tom Walker,877.134,99,123,28
124,Under Pressure - Remastered 2011,Queen; David Bowie,866.204,50,135,95
125,Bola Rebola,Tropkillaz; J Balvin; Anitta; ZAAC,861.988,43,144,37
126,Jocelyn Flores,XXXTENTACION,860.219,2,132,583
127,Wow. - Remix,Post Malone; Roddy Ricch; Tyga,840.307,110,127,15
128,no tears left to cry,Ariana Grande,833.965,2,130,345
129,Love Someone,Lukas Graham,825.804,50,134,202
130,Thunder,Imagine Dragons,822.437,7,143,95
131,Créeme,KAROL G; Maluma,822.018,106,139,94
132,bellyache,Billie Eilish,816.001,55,137,89
133,ocean eyes,Billie Eilish,800.270,92,142,63
134,I,Lil Skies,798.956,56,136,30
135,Price On My Head (feat. The Weeknd),NAV; The Weeknd,795.202,54,126,9
