Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,bad guy,Billie Eilish,6.934.671,1,1,8
2,Con Calma,Daddy Yankee; Snow,4.247.553,1,2,71
3,Old Town Road,Lil Nas X,4.122.952,3,7,31
4,Kill This Love,BLACKPINK,4.003.909,4,57,2
5,7 rings,Ariana Grande,3.794.470,1,3,78
6,Sucker,Jonas Brothers,3.607.765,2,6,36
7,wish you were gay,Billie Eilish,3.521.044,2,4,33
8,bury a friend,Billie Eilish,3.473.528,2,5,66
9,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,3.357.791,1,8,170
10,Wow.,Post Malone,3.093.187,1,9,103
11,Shallow,Lady Gaga; Bradley Cooper,2.987.514,2,11,190
12,Talk (feat. Disclosure),Khalid; Disclosure,2.986.035,12,33,57
13,when the party's over,Billie Eilish,2.799.159,7,10,171
14,MONOPOLY (with Victoria Monét),Ariana Grande; Victoria Monét,2.780.604,14,22,4
15,Outta My Head (with John Mayer),Khalid; John Mayer,2.716.695,15,—,1
16,My Bad,Khalid,2.676.926,16,43,29
17,break up with your girlfriend i'm bored,Ariana Grande,2.568.382,2,12,57
18,Don't Call Me Up,Mabel,2.530.126,9,15,64
19,Better,Khalid,2.412.387,7,66,204
20,Old Town Road - Remix,Lil Nas X; Billy Ray Cyrus,2.403.130,20,—,1
21,Calma - Remix,Pedro Capó; Farruko,2.403.090,5,18,147
22,Dancing With A Stranger (with Normani),Sam Smith; Normani,2.388.591,6,14,85
23,Pa Mí - Remix,Dalex; Rafa Pabön; KHEA; Sech; Feid; Cazzu; Lenny Tavárez,2.345.676,20,20,35
24,Sweet but Psycho,Ava Max,2.306.023,5,21,191
25,all the good girls go to hell,Billie Eilish,2.279.718,6,13,8
26,Here With Me,Marshmello; CHVRCHES,2.277.042,11,19,29
27,Baila Baila Baila,Ozuna,2.259.354,9,26,85
28,HP,Maluma,2.258.167,19,28,36
29,Happier,Marshmello; Bastille,2.225.481,2,25,232
30,Secreto,Anuel AA; KAROL G,2.162.432,9,30,81
31,xanny,Billie Eilish,2.138.698,7,16,8
32,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie; 6ix9ine,2.133.764,24,24,94
33,you should see me in a crown,Billie Eilish,2.092.095,11,17,9
34,MIDDLE CHILD,J. Cole,2.085.653,2,27,72
35,Let Me Down Slowly,Alec Benjamin,2.073.722,30,32,84
36,Without Me,Halsey,2.072.762,3,29,183
37,my strange addiction,Billie Eilish,2.047.733,14,23,8
38,i'm so tired...,Lauv; Troye Sivan,2.027.769,17,31,71
39,thank u next,Ariana Grande,1.966.498,1,34,153
40,Don't Pretend (feat. SAFE),Khalid; SAFE,1.909.515,40,—,1
41,Murder On My Mind,YNW Melly,1.856.501,18,37,51
42,Going Bad (feat. Drake),Meek Mill; Drake,1.843.408,8,35,127
43,Con Altura,ROSALÍA; J Balvin; El Guincho,1.837.861,39,39,8
44,High Hopes,Panic! At The Disco,1.789.944,8,40,288
45,Saturday Nights,Khalid,1.721.480,18,85,132
46,Cool,Jonas Brothers,1.706.680,46,—,1
47,Giant (with Rag'n'Bone Man),Calvin Harris; Rag'n'Bone Man,1.682.510,19,42,85
48,Bad Luck,Khalid,1.681.033,48,—,1
49,Taki Taki (with Selena Gomez Ozuna & Cardi B),DJ Snake; Selena Gomez; Ozuna; Cardi B,1.666.936,1,46,190
50,lovely (with Khalid),Billie Eilish; Khalid,1.646.561,19,41,348
51,Verte Ir,DJ Luian; Mambo Kingz; Anuel AA; Nicky Jam; Darell; Brytiago,1.615.300,51,58,8
52,ilomilo,Billie Eilish,1.613.486,17,36,8
53,MIA,Bad Bunny; Drake,1.603.801,1,47,177
54,Pure Water (with Migos),Mustard; Migos,1.593.804,35,45,68
55,Adan y Eva,Paulo Londra,1.593.736,10,49,151
56,i love you,Billie Eilish,1.578.909,19,38,8
