Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,bad guy,Billie Eilish,6.073.130,1,1,3
2,Con Calma,Daddy Yankee; Snow,3.799.197,1,2,66
3,wish you were gay,Billie Eilish,3.789.318,3,4,28
4,7 rings,Ariana Grande,3.609.662,1,3,73
5,bury a friend,Billie Eilish,3.542.256,2,5,61
6,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,3.071.411,1,7,165
7,Sucker,Jonas Brothers,3.046.742,2,6,31
8,when the party's over,Billie Eilish,2.930.917,8,9,166
9,Old Town Road,Lil Nas X,2.910.060,9,14,26
10,all the good girls go to hell,Billie Eilish,2.721.897,6,8,3
11,Wow.,Post Malone,2.685.527,1,10,98
12,Shallow,Lady Gaga; Bradley Cooper,2.654.516,2,11,185
13,xanny,Billie Eilish,2.628.692,7,12,3
14,you should see me in a crown,Billie Eilish,2.497.370,11,13,4
15,break up with your girlfriend i'm bored,Ariana Grande,2.467.407,2,15,52
16,my strange addiction,Billie Eilish,2.403.322,14,16,3
17,Calma - Remix,Pedro Capó; Farruko,2.233.366,5,17,142
18,Happier,Marshmello; Bastille,2.076.342,2,21,227
19,i love you,Billie Eilish,2.072.221,19,25,3
20,Don't Call Me Up,Mabel,2.072.151,9,20,59
21,Sweet but Psycho,Ava Max,2.066.402,5,19,186
22,Dancing With A Stranger (with Normani),Sam Smith; Normani,2.052.053,6,22,80
23,Baila Baila Baila,Ozuna,2.032.391,9,18,80
24,ilomilo,Billie Eilish,2.001.058,17,27,3
25,Secreto,Anuel AA; KAROL G,1.961.572,9,23,76
26,HP,Maluma,1.940.680,19,24,31
27,Pa Mí - Remix,Dalex; Rafa Pabön; KHEA; Sech; Feid; Cazzu; Lenny Tavárez,1.925.626,25,26,30
28,Without Me,Halsey,1.889.208,3,30,178
29,MIDDLE CHILD,J. Cole,1.881.862,2,28,67
30,listen before i go,Billie Eilish,1.878.116,21,29,3
31,thank u next,Ariana Grande,1.832.840,1,31,148
32,Here With Me,Marshmello; CHVRCHES,1.774.581,11,32,24
33,i'm so tired...,Lauv; Troye Sivan,1.772.773,17,33,66
34,Talk,Khalid; Disclosure,1.748.943,16,35,52
35,Let Me Down Slowly,Alec Benjamin,1.744.102,31,43,79
36,8,Billie Eilish,1.716.563,20,34,3
37,Murder On My Mind,YNW Melly,1.674.336,18,37,46
38,Giant (with Rag'n'Bone Man),Calvin Harris; Rag'n'Bone Man,1.610.346,19,36,80
39,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie; 6ix9ine,1.572.514,28,40,89
40,High Hopes,Panic! At The Disco,1.538.890,8,42,283
41,Going Bad (feat. Drake),Meek Mill; Drake,1.536.101,8,39,122
42,Taki Taki (with Selena Gomez Ozuna & Cardi B),DJ Snake; Selena Gomez; Ozuna; Cardi B,1.521.212,1,38,185
43,Bohemian Rhapsody - Remastered 2011,Queen,1.453.985,10,47,173
44,Adan y Eva,Paulo Londra,1.429.976,10,46,146
45,MIA,Bad Bunny; Drake,1.425.551,1,45,172
46,Con Altura,ROSALÍA; J Balvin; El Guincho,1.408.608,42,44,3
47,goodbye,Billie Eilish,1.367.047,37,48,3
48,I Can’t Get Enough (benny blanco Selena Gomez J Balvin Tainy),benny blanco; Selena Gomez; J Balvin; Tainy,1.342.843,16,41,31
49,My Bad,Khalid,1.333.635,26,51,24
50,Pure Water (with Migos),Mustard; Migos,1.332.258,35,49,63
51,lovely (with Khalid),Billie Eilish; Khalid,1.328.880,19,62,343
52,Please Me,Cardi B; Bruno Mars,1.306.606,16,53,45
53,Desconocidos,Mau y Ricky; Manuel Turizo; Camilo,1.292.295,28,50,142
54,Eastside (with Halsey & Khalid),benny blanco; Halsey; Khalid,1.273.499,3,55,262
55,SICKO MODE,Travis Scott,1.256.722,2,52,241
56,Robbery,Juice WRLD,1.248.385,11,58,46
57,Better Now,Post Malone,1.230.762,1,57,339
58,Who Do You Love,The Chainsmokers; 5 Seconds of Summer,1.230.141,31,63,52
59,Someone You Loved,Lewis Capaldi,1.229.637,42,59,78
60,Te Robaré,Nicky Jam; Ozuna,1.199.698,54,54,10
61,Te Vi,Piso 21; Micro TDH,1.191.810,43,56,80
62,Be Alright,Dean Lewis,1.191.113,12,70,253
63,On My Way,Alan Walker; Sabrina Carpenter; Farruko,1.164.895,59,61,10
64,Mixed Personalities (feat. Kanye West),YNW Melly; Kanye West,1.161.342,53,68,41
65,Thotiana,Blueface,1.148.760,22,66,66
66,Look Back at It,A Boogie Wit da Hoodie,1.139.570,20,65,96
67,Amanece,Anuel AA; Haze,1.134.007,39,60,96
68,Un Año,Sebastian Yatra; Reik,1.117.481,49,64,63
69,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5; Cardi B,1.117.437,2,69,304
70,Ella Quiere Beber - Remix,Anuel AA; Romeo Santos,1.094.737,30,67,149
71,Lucid Dreams,Juice WRLD,1.093.685,2,74,323
72,rockstar (feat. 21 Savage),Post Malone; 21 Savage,1.084.751,1,72,563
73,SAD!,XXXTENTACION,1.065.281,1,78,395
74,Better,Khalid,1.056.284,7,82,199
75,a lot,21 Savage,1.031.897,16,75,101
76,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding; Diplo; Swae Lee,1.022.018,18,79,157
77,Verte Ir,DJ Luian; Mambo Kingz; Anuel AA; Nicky Jam; Darell; Brytiago,1.016.850,77,80,3
78,Bad Liar,Imagine Dragons,998.091,12,83,143
79,ZEZE (feat. Travis Scott & Offset),Kodak Black; Offset; Travis Scott,995.571,3,81,171
80,Au DD,PNL,991.452,27,71,9
81,Moonlight,XXXTENTACION,985.858,2,88,381
82,idontwannabeyouanymore,Billie Eilish,982.361,60,105,96
83,Drip Too Hard (Lil Baby & Gunna),Lil Baby; Gunna,978.876,12,85,200
84,Esclavo de Tus Besos,Manuel Turizo; Ozuna,978.534,67,73,35
85,So Am I,Ava Max,972.054,65,77,19
86,Saturday Nights,Khalid,953.696,18,98,127
87,Youngblood,5 Seconds of Summer,946.106,6,92,353
