Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,7 rings,Ariana Grande,9.388.832,1,1,4
2,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,4.539.872,1,2,96
3,Wow.,Post Malone,4.239.339,1,3,29
4,thank u next,Ariana Grande,3.827.937,1,4,79
5,Without Me,Halsey,3.797.383,3,5,109
6,Calma - Remix,Pedro Capó; Farruko,3.219.403,5,6,73
7,Dancing With A Stranger (with Normani),Sam Smith; Normani,3.046.995,7,10,11
8,Sweet but Psycho,Ava Max,2.954.292,5,8,117
9,Taki Taki (with Selena Gomez Ozuna & Cardi B),DJ Snake; Selena Gomez; Ozuna; Cardi B,2.914.196,1,7,116
10,MIA,Bad Bunny; Drake,2.642.988,1,9,103
11,High Hopes,Panic! At The Disco,2.597.238,8,11,214
12,Happier,Marshmello; Bastille,2.513.599,2,12,158
13,Adan y Eva,Paulo Londra,2.374.509,10,13,77
14,SICKO MODE,Travis Scott,2.348.119,2,14,172
15,Shallow,Lady Gaga; Bradley Cooper,2.290.348,5,16,116
16,Going Bad (feat. Drake),Meek Mill; Drake,2.273.992,8,15,53
17,Lost in the Fire (feat. The Weeknd),Gesaffelstein; The Weeknd,2.152.744,12,18,11
18,Secreto,Anuel AA; KAROL G,2.138.562,18,19,7
19,ZEZE (feat. Travis Scott & Offset),Kodak Black; Offset; Travis Scott,2.114.080,3,17,102
20,Saturday Nights,Khalid,2.015.437,18,23,58
21,Eastside (with Halsey & Khalid),benny blanco; Halsey; Khalid,1.953.183,3,21,193
22,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding; Diplo; Swae Lee,1.877.149,18,22,88
23,Giant (with Rag'n'Bone Man),Calvin Harris; Rag'n'Bone Man,1.845.887,23,29,11
24,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson; Miley Cyrus,1.811.612,19,30,53
25,Look Back at It,A Boogie Wit da Hoodie,1.809.548,22,25,27
26,Mo Bamba,Sheck Wes,1.805.261,10,20,162
27,Drip Too Hard (Lil Baby & Gunna),Lil Baby; Gunna,1.788.510,12,24,131
28,when the party's over,Billie Eilish,1.765.930,11,26,97
29,Better Now,Post Malone,1.669.673,1,28,270
30,Be Alright,Dean Lewis,1.660.201,12,31,184
31,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5; Cardi B,1.614.372,2,33,235
32,SAD!,XXXTENTACION,1.609.858,1,27,326
33,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION; Lil Pump; Swae Lee; Maluma,1.594.652,3,34,89
34,Bohemian Rhapsody - Remastered 2011,Queen,1.519.654,10,32,104
35,Lucid Dreams,Juice WRLD,1.508.274,2,35,254
36,Desconocidos,Mau y Ricky; Manuel Turizo; Camilo,1.497.160,36,38,73
37,Better,Khalid,1.487.483,7,40,130
38,Adictiva,Daddy Yankee; Anuel AA,1.466.251,34,36,71
39,Ella Quiere Beber - Remix,Anuel AA; Romeo Santos,1.464.668,30,37,80
40,Wake Up in the Sky,Gucci Mane; Bruno Mars; Kodak Black,1.414.199,24,41,130
41,Baila Baila Baila,Ozuna,1.408.395,41,47,11
42,Leave Me Alone,Flipp Dinero,1.399.990,31,44,137
43,In My Mind,Dynoro; Gigi D'Agostino,1.395.480,4,42,202
44,Moonlight,XXXTENTACION,1.383.846,2,39,312
45,rockstar (feat. 21 Savage),Post Malone; 21 Savage,1.360.658,1,43,494
46,imagine,Ariana Grande,1.354.873,5,45,39
47,Promises (with Sam Smith),Calvin Harris; Sam Smith; Jessie Reyez,1.333.300,4,48,158
48,Amanece,Anuel AA; Haze,1.319.422,45,46,27
49,Hope,The Chainsmokers; Winona Oak,1.317.607,49,60,18
50,lovely (with Khalid),Billie Eilish; Khalid,1.300.844,19,50,274
51,Keanu Reeves,Logic,1.273.399,37,49,4
52,Youngblood,5 Seconds of Summer,1.273.102,6,52,284
53,Taste (feat. Offset),Tyga; Offset,1.238.926,5,51,249
54,no tears left to cry,Ariana Grande,1.204.490,2,56,277
55,Ruin My Life,Zara Larsson,1.199.209,26,59,95
56,Bad Liar,Imagine Dragons,1.191.341,12,65,74
57,First Off (feat. Travis Scott),Future; Travis Scott,1.187.782,27,53,4
58,Solo de Mi,Bad Bunny,1.167.069,32,57,39
59,Crushed Up,Future,1.165.347,43,54,18
60,Love Someone,Lukas Graham,1.159.119,50,66,134
61,Imposible,Luis Fonsi; Ozuna,1.148.947,54,58,95
62,I Like It,Cardi B; Bad Bunny; J Balvin,1.148.085,2,55,291
63,a lot,21 Savage,1.140.426,22,62,32
64,Money,Cardi B,1.106.182,28,64,90
65,NI BIEN NI MAL,Bad Bunny,1.102.732,65,69,27
66,whoa (mind in awe),XXXTENTACION,1.096.017,3,72,46
67,Hobby Hobby,MERO,1.089.809,35,67,4
68,Natural,Imagine Dragons,1.089.277,13,74,186
69,Vaina Loca,Ozuna; Manuel Turizo,1.088.905,12,61,207
70,2002,Anne-Marie,1.075.468,25,82,27
71,God's Plan,Drake,1.071.126,1,63,367
72,Body,Loud Luxury; Brando,1.062.821,18,77,27
73,Beautiful (feat. Camila Cabello),Bazzi; Camila Cabello,1.056.577,28,78,172
74,Jocelyn Flores,XXXTENTACION,1.044.366,2,70,515
75,Let You Love Me,Rita Ora,1.039.175,24,81,27
76,Bubalu,Becky G; Prince Royce; DJ Luian; Mambo Kingz; Anuel AA,1.037.704,63,71,76
77,Startender (feat. Offset and Tyga),A Boogie Wit da Hoodie; Tyga; Offset,1.032.438,52,80,32
78,Rewrite The Stars (with James Arthur & Anne-Marie),James Arthur; Anne-Marie,1.026.062,65,83,27
79,breathin,Ariana Grande,1.022.136,2,86,27
80,In My Feelings,Drake,1.015.158,1,68,207
81,Reggaeton,J Balvin,1.002.554,64,73,60
82,Shape of You,Ed Sheeran,1.001.037,1,75,746
83,Undecided,Chris Brown,990.560,83,101,18
84,Nonstop,Drake,982.623,1,79,207
85,Nights Like This (feat. Ty Dolla $ign),Kehlani; Ty Dolla $ign,973.217,85,113,11
86,Fire On Fire - From "Watership Down",Sam Smith,972.399,54,103,20
87,Say My Name,David Guetta; Bebe Rexha; J Balvin,971.300,37,91,27
88,Believer,Imagine Dragons,961.475,15,84,719
89,monster,21 Savage,959.159,31,76,32
90,Kiss and Make Up,Dua Lipa; BLACKPINK,950.234,13,98,95
91,Te Vi,Piso 21; Micro TDH,947.538,91,97,11
92,Psycho (feat. Ty Dolla $ign),Post Malone; Ty Dolla $ign,947.403,1,87,333
93,One Kiss (with Dua Lipa),Calvin Harris; Dua Lipa,941.783,1,92,291
94,KIKA,6ix9ine; Tory Lanez,933.267,3,100,56
95,Butterfly Doors,Lil Pump,930.528,58,93,17
96,Perfect,Ed Sheeran,928.874,3,94,27
97,MALA,6ix9ine; Anuel AA,916.283,44,90,55
98,idontwannabeyouanymore,Billie Eilish,914.394,60,96,27
99,Another One Bites The Dust - Remastered 2011,Queen,911.283,32,88,87
100,Cuando Te Besé,Becky G; Paulo Londra,906.583,39,85,172
101,I Like Me Better,Lauv,899.007,24,108,27
102,Don't Stop Me Now - Remastered 2011,Queen,898.944,47,89,87
