Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,I Don't Care (with Justin Bieber),Ed Sheeran; Justin Bieber,5.292.343,1,1,37
2,bad guy,Billie Eilish,5.079.738,1,2,79
3,Old Town Road - Remix,Lil Nas X; Billy Ray Cyrus,4.844.832,2,4,72
4,Otro Trago,Sech; Darell,3.867.820,4,5,55
5,You Need To Calm Down,Taylor Swift,3.407.988,3,3,2
6,Callaita,Bad Bunny; Tainy,3.214.954,5,6,16
7,Money In The Grave (Drake ft. Rick Ross),Drake; Rick Ross,3.123.773,7,—,1
8,Con Calma,Daddy Yankee; Snow,2.960.634,1,9,142
9,Soltera - Remix,Lunay; Daddy Yankee; Bad Bunny,2.823.143,7,10,37
10,If I Can't Have You,Shawn Mendes,2.794.704,3,7,44
11,No Guidance (feat. Drake),Chris Brown; Drake,2.682.256,8,8,8
12,Sucker,Jonas Brothers,2.568.293,2,11,107
13,Old Town Road,Lil Nas X,2.565.021,2,15,102
14,SOS (feat. Aloe Blacc),Avicii; Aloe Blacc,2.552.645,3,12,67
15,Someone You Loved,Lewis Capaldi,2.445.518,6,13,154
16,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,2.435.511,1,16,241
17,Never Really Over,Katy Perry,2.350.240,10,14,16
18,Omertà,Drake,2.144.500,18,—,1
19,The London (feat. J. Cole & Travis Scott),Young Thug; J. Cole; Travis Scott,2.129.153,4,18,23
20,Piece Of Your Heart,MEDUZA; Goodboys,2.033.397,20,21,62
21,Heaven,Avicii,2.032.930,6,17,10
22,7 rings,Ariana Grande,2.022.014,1,22,149
23,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix; Macklemore; Fall Out Boy,2.001.774,18,20,51
24,EARFQUAKE,Tyler; The Creator,1.898.994,5,23,30
25,Te Robaré,Nicky Jam; Ozuna,1.862.688,24,28,86
26,Talk (feat. Disclosure),Khalid; Disclosure,1.859.233,10,25,128
27,Shallow,Lady Gaga; Bradley Cooper,1.857.994,2,26,261
28,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran; Chance the Rapper; PnB Rock,1.819.959,7,24,23
29,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift; Brendon Urie; Panic! At The Disco,1.804.320,1,19,51
30,Pa Mí - Remix,Dalex; Rafa Pabön; KHEA; Sech; Feid; Cazzu; Lenny Tavárez,1.739.501,15,30,106
31,Tal Vez,Paulo Londra,1.736.460,21,32,73
32,Calma - Remix,Pedro Capó; Farruko,1.709.759,5,38,218
33,Call You Mine,The Chainsmokers; Bebe Rexha,1.700.712,25,27,16
34,Verte Ir,DJ Luian; Mambo Kingz; Anuel AA; Nicky Jam; Darell; Brytiago,1.684.811,22,34,79
35,Truth Hurts,Lizzo,1.676.235,17,29,54
36,Wow.,Post Malone,1.665.098,1,31,174
37,11 PM,Maluma,1.652.232,37,39,30
38,No Me Conoce - Remix,Jhayco; J Balvin; Bad Bunny,1.643.934,38,41,26
39,Happier,Marshmello; Bastille,1.638.321,2,40,303
40,Suge,DaBaby,1.636.537,23,33,52
41,Con Altura,ROSALÍA; J Balvin; El Guincho,1.631.129,28,42,79
42,Don't Call Me Up,Mabel,1.603.850,9,35,135
43,Go Loko (feat. Tyga Jon Z),YG; Tyga; Jon Z,1.594.932,37,43,43
44,Pop Out (feat. Lil Tjay),Polo G; Lil Tjay,1.545.396,37,44,59
