Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,7 rings,Ariana Grande,7.352.515,1,1,30
2,break up with your girlfriend i'm bored,Ariana Grande,6.016.986,2,2,9
3,Wow.,Post Malone,4.005.893,1,3,55
4,thank u next,Ariana Grande,3.783.411,1,4,105
5,bury a friend,Billie Eilish,3.550.616,2,5,18
6,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,3.509.650,1,6,122
7,Happier,Marshmello; Bastille,3.351.567,2,7,184
8,Calma - Remix,Pedro Capó; Farruko,3.283.267,5,10,99
9,Con Calma,Daddy Yankee; Snow,3.222.209,9,11,23
10,Dancing With A Stranger (with Normani),Sam Smith; Normani,3.114.663,6,8,37
11,Secreto,Anuel AA; KAROL G,3.086.532,11,13,33
12,Sweet but Psycho,Ava Max,3.014.137,5,12,143
13,Without Me,Halsey,2.989.494,3,9,135
14,Shallow,Lady Gaga; Bradley Cooper,2.761.619,5,14,142
15,Taki Taki (with Selena Gomez Ozuna & Cardi B),DJ Snake; Selena Gomez; Ozuna; Cardi B,2.718.356,1,19,142
16,MIA,Bad Bunny; Drake,2.660.943,1,20,129
17,MIDDLE CHILD,J. Cole,2.572.927,2,15,24
18,Going Bad (feat. Drake),Meek Mill; Drake,2.463.213,8,21,79
19,Please Me,Cardi B; Bruno Mars,2.390.416,16,16,2
20,Baila Baila Baila,Ozuna,2.387.598,20,26,37
21,Adan y Eva,Paulo Londra,2.367.341,10,28,103
22,bad idea,Ariana Grande,2.252.200,7,17,9
23,NASA,Ariana Grande,2.230.190,5,18,9
24,High Hopes,Panic! At The Disco,2.226.033,8,25,240
25,Talk,Khalid; Disclosure,2.219.772,20,23,9
26,SICKO MODE,Travis Scott,2.152.149,2,32,198
27,needy,Ariana Grande,2.143.180,3,22,9
28,a lot,21 Savage,2.141.841,16,27,58
29,Thotiana,Blueface,2.107.537,29,34,23
30,i'm so tired...,Lauv; Troye Sivan,2.099.099,24,29,23
31,bloodline,Ariana Grande,2.061.751,5,24,9
32,Giant (with Rag'n'Bone Man),Calvin Harris; Rag'n'Bone Man,1.898.180,19,35,37
33,imagine,Ariana Grande,1.890.444,5,31,65
34,Desconocidos,Mau y Ricky; Manuel Turizo; Camilo,1.835.585,28,42,99
