Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,bad guy,Billie Eilish,6.145.550,1,1,9
2,Old Town Road,Lil Nas X,4.331.942,2,3,32
3,Con Calma,Daddy Yankee; Snow,4.278.245,1,2,72
4,Old Town Road - Remix,Lil Nas X; Billy Ray Cyrus,4.058.046,4,20,2
5,7 rings,Ariana Grande,3.619.824,1,5,79
6,Sucker,Jonas Brothers,3.407.509,2,6,37
7,Kill This Love,BLACKPINK,3.327.959,4,4,3
8,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,3.276.833,1,9,171
9,bury a friend,Billie Eilish,3.047.917,2,8,67
10,wish you were gay,Billie Eilish,3.040.008,2,7,34
11,Wow.,Post Malone,2.895.106,1,10,104
12,Shallow,Lady Gaga; Bradley Cooper,2.793.969,2,11,191
13,Talk (feat. Disclosure),Khalid; Disclosure,2.533.273,12,12,58
14,Calma - Remix,Pedro Capó; Farruko,2.442.107,5,21,148
15,Don't Call Me Up,Mabel,2.426.320,9,18,65
16,break up with your girlfriend i'm bored,Ariana Grande,2.406.236,2,17,58
17,when the party's over,Billie Eilish,2.395.152,7,13,172
18,Pa Mí - Remix,Dalex; Rafa Pabön; KHEA; Sech; Feid; Cazzu; Lenny Tavárez,2.293.137,18,23,36
19,HP,Maluma,2.246.390,19,28,37
20,Outta My Head (with John Mayer),Khalid; John Mayer,2.240.372,15,15,2
21,Baila Baila Baila,Ozuna,2.233.621,9,27,86
22,Dancing With A Stranger (with Normani),Sam Smith; Normani,2.225.297,6,22,86
23,Sweet but Psycho,Ava Max,2.212.283,5,24,192
24,Happier,Marshmello; Bastille,2.197.344,2,29,233
25,MONOPOLY (with Victoria Monét),Ariana Grande; Victoria Monét,2.160.753,14,14,5
26,Here With Me,Marshmello; CHVRCHES,2.160.488,11,26,30
27,Secreto,Anuel AA; KAROL G,2.149.241,9,30,82
28,My Bad,Khalid,2.121.173,16,16,30
29,Better,Khalid,1.990.748,7,19,205
30,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie; 6ix9ine,1.947.282,24,32,95
31,Let Me Down Slowly,Alec Benjamin,1.944.540,30,35,85
32,Without Me,Halsey,1.932.977,3,36,184
33,MIDDLE CHILD,J. Cole,1.897.858,2,34,73
34,all the good girls go to hell,Billie Eilish,1.880.208,6,25,9
35,i'm so tired...,Lauv; Troye Sivan,1.872.513,17,38,72
36,thank u next,Ariana Grande,1.866.825,1,39,154
