Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,Señorita,Shawn Mendes; Camila Cabello,5.473.167,1,1,80
2,Circles,Post Malone,5.241.017,1,2,10
3,Goodbyes (feat. Young Thug),Post Malone; Young Thug,4.109.747,2,3,66
4,Saint-Tropez,Post Malone,3.580.715,3,4,3
5,Hollywood's Bleeding,Post Malone,3.407.607,4,5,3
6,China,Anuel AA; Daddy Yankee; KAROL G; J Balvin; Ozuna,3.350.587,2,7,52
7,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone; Ozzy Osbourne; Travis Scott,3.331.402,6,6,3
8,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,3.113.132,1,9,326
9,Ransom,Lil Tecca,3.099.776,3,10,98
10,Enemies (feat. DaBaby),Post Malone; DaBaby,3.097.823,6,8,3
11,Dance Monkey,Tones And I,2.939.079,5,11,53
12,Beautiful People (feat. Khalid),Ed Sheeran; Khalid,2.808.250,3,13,73
13,bad guy,Billie Eilish,2.692.946,1,15,164
14,Someone You Loved,Lewis Capaldi,2.654.566,6,18,239
15,Die For Me (feat. Future & Halsey),Post Malone; Halsey; Future,2.652.779,8,12,3
16,Lalala,Y2K; bbno$,2.625.791,12,16,80
17,On The Road (feat. Meek Mill & Lil Baby),Post Malone; Meek Mill; Lil Baby,2.462.229,10,14,3
18,I Don't Care (with Justin Bieber),Ed Sheeran; Justin Bieber,2.392.482,1,19,122
19,How Do You Sleep?,Sam Smith,2.376.245,7,21,52
20,A Thousand Bad Times,Post Malone,2.290.915,11,17,3
21,Old Town Road - Remix,Lil Nas X; Billy Ray Cyrus,2.241.532,2,23,157
22,Callaita,Bad Bunny; Tainy,2.211.473,5,24,101
23,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake; J Balvin; Tyga,2.189.290,8,20,87
24,Wow.,Post Malone,2.082.284,1,26,259
25,Allergic,Post Malone,2.056.897,13,22,3
26,I'm Gonna Be,Post Malone,2.006.953,18,25,3
27,Truth Hurts,Lizzo,1.967.754,15,28,139
28,LA CANCIÓN,J Balvin; Bad Bunny,1.961.577,16,29,73
29,Staring At The Sun (feat. SZA),Post Malone; SZA,1.951.815,16,27,3
30,boyfriend (with Social House),Ariana Grande; Social House,1.948.349,3,30,38
31,Lover,Taylor Swift,1.940.419,2,32,24
32,Panini,Lil Nas X,1.868.669,6,38,81
33,Yo x Ti Tu x Mi,ROSALÍA; Ozuna,1.834.517,19,31,24
34,No Me Conoce - Remix,Jhayco; J Balvin; Bad Bunny,1.811.530,17,33,111
35,Tutu,Camilo; Pedro Capó,1.777.793,24,34,31
36,Otro Trago - Remix,Sech; Ozuna; Anuel AA; Darell; Nicky Jam,1.694.854,9,35,45
37,No Guidance (feat. Drake),Chris Brown; Drake,1.671.269,8,40,93
38,Liar,Camila Cabello,1.662.030,28,36,4
39,Soltera - Remix,Lunay; Daddy Yankee; Bad Bunny,1.567.603,7,42,122
40,Myself,Post Malone,1.554.069,27,37,3
41,Money In The Grave (Drake ft. Rick Ross),Drake; Rick Ross,1.527.580,4,44,86
42,Adicto (with Anuel AA & Ozuna),Tainy; Anuel AA; Ozuna,1.520.817,31,43,17
43,fuck i'm lonely,Lauv; Anne-Marie,1.498.673,26,46,38
44,Internet,Post Malone,1.452.751,26,39,3
45,Piece Of Your Heart,MEDUZA; Goodboys,1.448.870,13,45,147
46,I Know,Post Malone,1.448.587,31,41,3
47,It's You,Ali Gatie,1.415.065,27,52,87
48,Slide Away,Miley Cyrus,1.341.464,29,50,24
49,QUE PRETENDES,J Balvin; Bad Bunny,1.338.500,11,48,73
50,The London (feat. J. Cole & Travis Scott),Young Thug; J. Cole; Travis Scott,1.334.785,4,49,108
51,Higher Love,Kygo; Whitney Houston,1.302.386,25,47,73
52,You Need To Calm Down,Taylor Swift,1.279.610,3,51,87
53,Takeaway,The Chainsmokers; ILLENIUM; Lennon Stella,1.262.180,26,53,45
54,Good as Hell,Lizzo,1.228.400,42,56,67
55,Con Altura,ROSALÍA; J Balvin; El Guincho,1.215.551,28,55,164
56,11 PM,Maluma,1.211.170,28,54,115
57,Shameless,Camila Cabello,1.208.429,47,57,4
58,7 rings,Ariana Grande,1.201.042,1,58,234
59,Shallow,Lady Gaga; Bradley Cooper,1.194.671,2,59,346
60,The Man,Taylor Swift,1.143.575,4,60,17
61,Motivation,Normani,1.130.863,39,61,24
62,Teeth,5 Seconds of Summer,1.119.194,46,64,18
63,lovely (with Khalid),Billie Eilish; Khalid,1.102.407,19,68,504
64,Happier,Marshmello; Bastille,1.099.761,2,66,388
65,If I Can't Have You,Shawn Mendes,1.091.861,3,65,129
66,Sucker,Jonas Brothers,1.091.602,2,63,192
67,Con Calma,Daddy Yankee; Snow,1.056.313,1,62,227
68,when the party's over,Billie Eilish,1.049.135,7,72,327
69,Talk (feat. Disclosure),Khalid; Disclosure,1.041.470,10,67,213
70,I.F.L.Y.,Bazzi,1.007.002,44,76,52
71,rockstar (feat. 21 Savage),Post Malone; 21 Savage,993.388,1,69,724
72,hot girl bummer,blackbear,975.950,59,79,17
73,Bohemian Rhapsody - Remastered 2011,Queen,967.097,10,71,334
74,SICKO MODE,Travis Scott,958.868,2,70,402
75,Old Town Road,Lil Nas X,942.359,2,75,39
76,Without Me,Halsey,942.276,3,88,339
77,Suge,DaBaby,927.025,23,82,137
78,Otro Trago,Sech; Darell,920.912,4,74,140
79,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift; Brendon Urie; Panic! At The Disco,919.263,1,83,136
80,One Thing Right,Marshmello; Kane Brown,914.339,26,87,80
81,Si Se Da - Remix,Myke Towers; Farruko; Arcángel; Sech; Zion,912.225,61,73,37
82,Cruel Summer,Taylor Swift,910.622,5,80,17
83,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),Megan Thee Stallion; Ty Dolla $ign; Nicki Minaj,897.783,28,85,31
84,Calma - Remix,Pedro Capó; Farruko,886.945,5,78,303
85,Did It Again,Lil Tecca,885.489,63,92,23
86,Bad Bad Bad (feat. Lil Baby),Young Thug; Lil Baby,884.457,40,86,24
87,Post Malone (feat. RANI),Sam Feldt; RANI,881.760,57,84,77
