Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,Señorita,Shawn Mendes; Camila Cabello,8.989.003,1,1,6
2,I Don't Care (with Justin Bieber),Ed Sheeran; Justin Bieber,5.296.243,1,2,48
3,bad guy,Billie Eilish,5.047.528,1,3,90
4,Old Town Road - Remix,Lil Nas X; Billy Ray Cyrus,4.486.025,2,4,83
5,Money In The Grave (Drake ft. Rick Ross),Drake; Rick Ross,3.465.278,4,5,12
6,You Need To Calm Down,Taylor Swift,3.367.643,3,6,13
7,Otro Trago,Sech; Darell,3.255.042,4,7,66
8,Panini,Lil Nas X,3.187.908,6,8,7
9,Callaita,Bad Bunny; Tainy,3.145.159,5,9,27
10,Never Really Over,Katy Perry,2.749.712,9,11,27
11,If I Can't Have You,Shawn Mendes,2.701.802,3,10,55
12,Con Calma,Daddy Yankee; Snow,2.634.519,1,12,153
13,Soltera - Remix,Lunay; Daddy Yankee; Bad Bunny,2.496.290,7,13,48
14,Someone You Loved,Lewis Capaldi,2.405.342,6,14,165
15,Sucker,Jonas Brothers,2.319.868,2,15,118
16,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,2.290.650,1,16,252
17,Call You Mine,The Chainsmokers; Bebe Rexha,2.220.828,17,20,27
18,Piece Of Your Heart,MEDUZA; Goodboys,2.195.421,18,18,73
19,Old Town Road,Lil Nas X,2.175.605,2,17,113
20,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix; Macklemore; Fall Out Boy,2.161.204,18,21,62
21,The London (feat. J. Cole & Travis Scott),Young Thug; J. Cole; Travis Scott,2.119.091,4,19,34
22,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran; Chance the Rapper; PnB Rock,2.069.236,7,22,34
23,No Guidance (feat. Drake),Chris Brown; Drake,2.037.460,8,23,19
24,Truth Hurts,Lizzo,1.976.287,17,25,65
25,SOS (feat. Aloe Blacc),Avicii; Aloe Blacc,1.943.162,3,24,78
26,7 rings,Ariana Grande,1.909.624,1,26,160
27,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake; J Balvin; Tyga,1.908.017,27,27,13
28,Ransom,Lil Tecca,1.794.861,28,28,24
29,No Me Conoce - Remix,Jhayco; J Balvin; Bad Bunny,1.775.543,29,30,37
30,Rodeo,Lil Nas X; Cardi B,1.771.517,25,33,6
31,Heaven,Avicii,1.753.741,6,31,21
32,Talk (feat. Disclosure),Khalid; Disclosure,1.732.069,10,29,139
33,Shallow,Lady Gaga; Bradley Cooper,1.705.049,2,32,272
34,11 PM,Maluma,1.697.526,34,34,41
35,Te Robaré,Nicky Jam; Ozuna,1.661.834,24,36,97
36,One Thing Right,Marshmello; Kane Brown,1.657.206,28,37,6
37,Only Human,Jonas Brothers,1.648.225,21,38,20
38,EARFQUAKE,Tyler; The Creator,1.623.615,5,35,41
39,Rescue Me,OneRepublic,1.603.196,30,39,41
40,Wow.,Post Malone,1.572.471,1,40,185
41,Pa Mí - Remix,Dalex; Rafa Pabön; KHEA; Sech; Feid; Cazzu; Lenny Tavárez,1.542.835,15,43,117
42,Happier,Marshmello; Bastille,1.540.635,2,42,314
43,Con Altura,ROSALÍA; J Balvin; El Guincho,1.519.955,28,46,90
44,Tal Vez,Paulo Londra,1.513.264,21,45,84
45,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift; Brendon Urie; Panic! At The Disco,1.510.490,1,44,62
46,Verte Ir,DJ Luian; Mambo Kingz; Anuel AA; Nicky Jam; Darell; Brytiago,1.486.862,22,48,90
47,Go Loko (feat. Tyga Jon Z),YG; Tyga; Jon Z,1.468.618,33,47,54
48,It's You,Ali Gatie,1.459.910,48,50,13
49,when the party's over,Billie Eilish,1.456.109,7,49,253
50,Tilidin,Capital Bra; Samra,1.450.097,26,41,6
51,Don't Call Me Up,Mabel,1.433.715,9,52,146
52,Calma - Remix,Pedro Capó; Farruko,1.421.412,5,51,229
53,bury a friend,Billie Eilish,1.353.449,2,53,148
54,Suge,DaBaby,1.341.404,23,55,63
55,Sweet but Psycho,Ava Max,1.322.222,5,56,273
56,lovely (with Khalid),Billie Eilish; Khalid,1.314.020,19,57,430
57,Runaway,Sebastian Yatra; Daddy Yankee; NATTI NATASHA; Jonas Brothers,1.310.629,54,54,6
58,Easier,5 Seconds of Summer,1.304.982,21,60,34
59,Without Me,Halsey,1.297.178,3,58,265
60,Dancing With A Stranger (with Normani),Sam Smith; Normani,1.286.454,6,61,167
61,HP,Maluma,1.280.739,16,62,118
62,Pop Out (feat. Lil Tjay),Polo G; Lil Tjay,1.260.679,37,59,70
63,All Around The World (La La La),R3HAB; A Touch Of Class,1.246.065,63,64,20
64,Mad Love,Mabel,1.218.426,60,68,20
65,Boy With Luv (feat. Halsey),BTS; Halsey,1.216.512,3,63,76
66,Mother's Daughter,Miley Cyrus,1.187.731,14,66,27
67,thank u next,Ariana Grande,1.184.448,1,67,235
68,i'm so tired...,Lauv; Troye Sivan,1.175.533,17,65,153
69,Cuaderno,Dalex; Nicky Jam; Justin Quiles; Sech; Lenny Tavárez; Feid; Rafa Pabön,1.166.529,61,70,31
70,Contra La Pared,Sean Paul; J Balvin,1.166.311,55,69,101
71,Eastside (with Halsey & Khalid),benny blanco; Halsey; Khalid,1.142.033,3,72,349
72,High Hopes,Panic! At The Disco,1.125.427,8,71,370
73,Find U Again (feat. Camila Cabello),Mark Ronson; Camila Cabello,1.109.263,25,73,27
74,Que Mas Pues - Remix,Sech; Justin Quiles; Maluma; Nicky Jam; Farruko; Dalex; Lenny Tavárez,1.080.234,65,75,73
75,Shape of You,Ed Sheeran,1.074.531,1,74,902
76,Here With Me,Marshmello; CHVRCHES,1.062.427,11,76,111
77,Lalala,Y2K; bbno$,1.059.918,75,77,6
78,Bohemian Rhapsody - Remastered 2011,Queen,1.055.195,10,79,260
79,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie; 6ix9ine,1.049.636,23,78,176
80,rockstar (feat. 21 Savage),Post Malone; 21 Savage,1.018.306,1,83,650
81,Better,Khalid,1.013.568,7,82,286
82,MIDDLE CHILD,J. Cole,1.012.822,2,81,154
83,Ritual,Tiësto; Jonas Blue; Rita Ora,1.011.302,64,85,27
84,wish you were gay,Billie Eilish,1.005.805,2,84,115
85,Sanctuary,Joji,1.001.833,50,80,13
86,Believer,Imagine Dragons,994.950,15,86,875
87,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5; Cardi B,984.296,2,89,391
88,So Am I,Ava Max,973.207,40,88,106
89,MIA,Bad Bunny; Drake,970.316,1,90,259
