Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,Dance Monkey,Tones And I,6.187.167,1,1,147
2,ROXANNE,Arizona Zervas,4.350.570,2,3,45
3,Circles,Post Malone,3.899.515,1,4,104
4,Lucid Dreams,Juice WRLD,3.838.680,2,2,578
5,Memories Remix (feat. Nipsey Hussle & YG),Maroon 5; Nipsey Hussle; YG,3.761.679,2,5,83
6,Don't Start Now,Dua Lipa,3.393.695,5,7,41
7,Señorita,Shawn Mendes; Camila Cabello,3.389.176,1,6,174
8,everything i wanted,Billie Eilish,3.328.784,1,8,28
9,Someone You Loved,Lewis Capaldi,3.295.285,4,9,333
10,Falling,Trevor Daniel,3.181.609,10,10,25
11,All I Want for Christmas Is You,Mariah Carey,3.118.111,1,13,41
12,Blinding Lights,The Weeknd,3.066.936,7,11,13
13,Tusa,KAROL G; Nicki Minaj,3.005.350,12,12,34
14,RITMO (Bad Boys For Life),Black Eyed Peas; J Balvin,2.796.760,6,15,58
15,bad guy,Billie Eilish,2.661.497,1,16,258
16,Bandit (with YoungBoy Never Broke Again),Juice WRLD; YoungBoy Never Broke Again,2.644.332,6,14,69
17,Heartless,The Weeknd,2.554.675,2,17,15
18,Adore You,Harry Styles,2.535.677,11,18,6
19,Last Christmas,Wham!,2.522.306,2,19,32
20,Lose You To Love Me,Selena Gomez,2.471.815,1,20,50
21,HIGHEST IN THE ROOM,Travis Scott,2.444.034,1,21,69
22,hot girl bummer,blackbear,2.332.469,9,22,111
23,Vete,Bad Bunny,2.238.996,6,24,21
24,Santa Tell Me,Ariana Grande,2.072.140,3,28,26
25,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,2.054.325,1,25,420
26,Robbery,Juice WRLD,2.031.198,11,23,4
27,Ride It,Regard,2.022.516,12,26,97
28,Beautiful People (feat. Khalid),Ed Sheeran; Khalid,1.943.379,3,27,167
29,I Don't Care (with Justin Bieber),Ed Sheeran; Justin Bieber,1.852.092,1,29,216
30,Watermelon Sugar,Harry Styles,1.840.656,14,33,25
31,China,Anuel AA; Daddy Yankee; KAROL G; J Balvin; Ozuna,1.802.333,2,31,146
32,My Oh My (feat. DaBaby),Camila Cabello; DaBaby,1.764.854,31,37,6
33,It's Beginning to Look a Lot like Christmas,Michael Bublé,1.764.609,3,35,21
34,Before You Go,Lewis Capaldi,1.758.638,17,40,22
35,Hate Me (with Juice WRLD),Ellie Goulding; Juice WRLD,1.726.196,25,30,54
36,BOP,DaBaby,1.716.447,21,41,76
37,How Do You Sleep?,Sam Smith,1.682.781,7,36,146
38,Rockin' Around The Christmas Tree,Brenda Lee,1.674.450,3,39,19
39,Jingle Bell Rock,Bobby Helms,1.659.288,5,42,19
