Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,I Don't Care (with Justin Bieber),Ed Sheeran; Justin Bieber,6.012.138,1,1,21
2,bad guy,Billie Eilish,5.750.682,1,2,63
3,Old Town Road - Remix,Lil Nas X; Billy Ray Cyrus,4.778.547,2,3,56
4,Otro Trago,Sech; Darell,3.558.436,4,5,39
5,If I Can't Have You,Shawn Mendes,3.460.567,3,4,28
6,Old Town Road,Lil Nas X,3.102.828,2,7,86
7,The London (feat. J. Cole & Travis Scott),Young Thug; J. Cole; Travis Scott,2.806.342,4,6,7
8,Someone You Loved,Lewis Capaldi,2.768.659,8,9,138
9,Soltera - Remix,Lunay; Daddy Yankee; Bad Bunny,2.730.340,8,12,21
10,EARFQUAKE,Tyler; The Creator,2.720.093,5,8,14
11,SOS (feat. Aloe Blacc),Avicii; Aloe Blacc,2.668.806,3,10,51
12,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran; Chance the Rapper; PnB Rock,2.657.387,7,11,7
13,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,2.635.248,1,14,225
14,Con Calma,Daddy Yankee; Snow,2.631.873,1,13,126
15,Sucker,Jonas Brothers,2.603.317,2,15,91
16,7 rings,Ariana Grande,2.274.893,1,17,133
17,Truth Hurts,Lizzo,2.248.729,17,18,38
18,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift; Brendon Urie; Panic! At The Disco,2.197.264,1,16,35
19,Talk (feat. Disclosure),Khalid; Disclosure,2.150.399,10,19,112
20,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix; Macklemore; Fall Out Boy,2.132.477,20,20,35
21,Shallow,Lady Gaga; Bradley Cooper,2.086.995,2,21,245
22,Don't Call Me Up,Mabel,1.964.403,9,22,119
23,Suge,DaBaby,1.906.514,23,23,36
24,Tal Vez,Paulo Londra,1.836.217,21,27,57
25,Wow.,Post Malone,1.829.574,1,25,158
26,Piece Of Your Heart,MEDUZA; Goodboys,1.800.086,24,24,46
27,bury a friend,Billie Eilish,1.790.386,2,26,121
28,when the party's over,Billie Eilish,1.731.065,7,29,226
29,Easier,5 Seconds of Summer,1.725.913,21,28,7
30,Here With Me,Marshmello; CHVRCHES,1.715.161,11,30,84
31,Pa Mí - Remix,Dalex; Rafa Pabön; KHEA; Sech; Feid; Cazzu; Lenny Tavárez,1.713.920,15,32,90
32,Sweet but Psycho,Ava Max,1.704.018,5,31,246
33,Happier,Marshmello; Bastille,1.695.151,2,33,287
34,Verte Ir,DJ Luian; Mambo Kingz; Anuel AA; Nicky Jam; Darell; Brytiago,1.665.733,22,36,63
35,Te Robaré,Nicky Jam; Ozuna,1.664.339,25,37,70
36,Calma - Remix,Pedro Capó; Farruko,1.644.523,5,35,202
37,Go Loko (feat. Tyga Jon Z),YG; Tyga; Jon Z,1.637.822,37,40,27
38,Dancing With A Stranger (with Normani),Sam Smith; Normani,1.611.982,6,38,140
39,Con Altura,ROSALÍA; J Balvin; El Guincho,1.595.159,28,44,63
40,A Whole New World (End Title) - From "Aladdin",ZAYN; Zhavia,1.594.550,40,43,21
41,Carry On (from the Original Motion Picture "POKÉMON Detective Pikachu"),Kygo; Rita Ora,1.591.879,25,39,42
42,Without Me,Halsey,1.572.202,3,41,238
43,Nightmare,Halsey,1.568.776,18,34,14
44,Boy With Luv (feat. Halsey),BTS; Halsey,1.550.076,3,42,49
45,Paradise,Bazzi,1.535.693,26,46,56
46,Pop Out (feat. Lil Tjay),Polo G; Lil Tjay,1.525.381,44,45,43
47,HP,Maluma,1.525.045,16,47,91
48,lovely (with Khalid),Billie Eilish; Khalid,1.470.923,19,48,403
49,Rescue Me,OneRepublic,1.440.446,41,53,14
50,11 PM,Maluma,1.422.784,50,55,14
