Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,bad guy,Billie Eilish,5.735.692,1,1,33
2,Old Town Road - Remix,Lil Nas X; Billy Ray Cyrus,4.431.041,2,3,26
3,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift; Brendon Urie; Panic! At The Disco,4.369.238,1,2,5
4,Old Town Road,Lil Nas X,3.450.409,2,4,56
5,SOS (feat. Aloe Blacc),Avicii; Aloe Blacc,3.329.881,3,5,21
6,Con Calma,Daddy Yankee; Snow,3.149.914,1,6,96
7,7 rings,Ariana Grande,2.879.103,1,7,103
8,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,2.856.385,1,8,195
9,Boy With Luv (feat. Halsey),BTS; Halsey,2.717.872,3,9,19
10,Sucker,Jonas Brothers,2.658.744,2,11,61
11,Talk (feat. Disclosure),Khalid; Disclosure,2.648.267,10,10,82
12,bury a friend,Billie Eilish,2.399.493,2,12,91
13,Shallow,Lady Gaga; Bradley Cooper,2.316.901,2,13,215
14,Wow.,Post Malone,2.257.036,1,14,128
15,Don't Call Me Up,Mabel,2.241.303,9,15,89
16,when the party's over,Billie Eilish,2.033.581,7,16,196
17,Kill This Love,BLACKPINK,2.011.425,4,17,27
18,Pa Mí - Remix,Dalex; Rafa Pabön; KHEA; Sech; Feid; Cazzu; Lenny Tavárez,1.986.168,15,19,60
19,wish you were gay,Billie Eilish,1.954.085,2,18,58
20,HP,Maluma,1.948.280,16,20,61
21,Sweet but Psycho,Ava Max,1.927.419,5,22,216
22,Calma - Remix,Pedro Capó; Farruko,1.903.198,5,23,172
23,Here With Me,Marshmello; CHVRCHES,1.888.508,11,21,54
24,Verte Ir,DJ Luian; Mambo Kingz; Anuel AA; Nicky Jam; Darell; Brytiago,1.810.136,22,27,33
25,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie; 6ix9ine,1.799.149,23,26,119
26,Happier,Marshmello; Bastille,1.797.685,2,25,257
27,Dancing With A Stranger (with Normani),Sam Smith; Normani,1.782.422,6,24,110
28,MIDDLE CHILD,J. Cole,1.720.485,2,32,97
29,Without Me,Halsey,1.710.228,3,28,208
30,Tal Vez,Paulo Londra,1.708.937,30,36,27
31,Te Robaré,Nicky Jam; Ozuna,1.702.338,25,30,40
32,Con Altura,ROSALÍA; J Balvin; El Guincho,1.695.633,28,34,33
33,i'm so tired...,Lauv; Troye Sivan,1.688.139,17,29,96
34,thank u next,Ariana Grande,1.617.038,1,33,178
35,Earth,Lil Dicky,1.608.793,31,31,12
36,lovely (with Khalid),Billie Eilish; Khalid,1.606.472,19,35,373
37,On My Way,Alan Walker; Sabrina Carpenter; Farruko,1.601.763,37,37,40
38,Secreto,Anuel AA; KAROL G,1.575.881,9,41,106
39,break up with your girlfriend i'm bored,Ariana Grande,1.571.490,2,38,82
40,So Am I,Ava Max,1.566.177,40,42,49
41,Let Me Down Slowly,Alec Benjamin,1.565.401,21,40,109
42,High Hopes,Panic! At The Disco,1.538.897,8,43,313
43,Sanguine Paradise,Lil Uzi Vert,1.537.876,35,39,21
44,Someone You Loved,Lewis Capaldi,1.473.845,42,44,108
45,Going Bad (feat. Drake),Meek Mill; Drake,1.463.778,8,47,152
46,Power is Power (feat. The Weeknd & Travis Scott),SZA; The Weeknd; Travis Scott; Game of Thrones,1.399.841,24,45,12
47,Truth Hurts,Lizzo,1.392.845,47,49,8
48,Baila Baila Baila,Ozuna,1.343.276,9,46,110
49,Murder On My Mind,YNW Melly,1.341.984,18,48,76
50,you should see me in a crown,Billie Eilish,1.332.982,11,50,34
51,Taki Taki (with Selena Gomez Ozuna & Cardi B),DJ Snake; Selena Gomez; Ozuna; Cardi B,1.291.009,1,57,215
52,Carry On (from the Original Motion Picture "POKÉMON Detective Pikachu"),Kygo; Rita Ora,1.287.370,49,55,12
53,Who Do You Love,The Chainsmokers; 5 Seconds of Summer,1.281.472,31,51,82
54,Vossi Bop,Stormzy,1.279.440,54,58,5
55,Eastside (with Halsey & Khalid),benny blanco; Halsey; Khalid,1.277.588,3,52,292
56,Pure Water (with Migos),Mustard; Migos,1.269.928,35,59,93
57,Piece Of Your Heart,MEDUZA; Goodboys,1.266.377,57,60,16
58,Walk Me Home,P!nk,1.263.309,56,56,68
59,Te Vi,Piso 21; Micro TDH,1.254.493,43,62,110
60,Paradise,Bazzi,1.252.722,60,64,26
61,Better,Khalid,1.238.160,7,53,229
62,Better Now,Post Malone,1.232.279,1,63,369
63,all the good girls go to hell,Billie Eilish,1.227.257,6,54,33
64,Bohemian Rhapsody - Remastered 2011,Queen,1.205.925,10,67,203
65,my strange addiction,Billie Eilish,1.191.615,14,65,33
66,MIA,Bad Bunny; Drake,1.189.805,1,69,202
67,Contra La Pared,Sean Paul; J Balvin,1.182.483,64,74,44
68,Giant (with Rag'n'Bone Man),Calvin Harris; Rag'n'Bone Man,1.178.898,19,68,110
69,Outta My Head (with John Mayer),Khalid; John Mayer,1.178.037,15,61,26
70,Be Alright,Dean Lewis,1.172.815,12,66,283
71,Desconocidos,Mau y Ricky; Manuel Turizo; Camilo,1.166.158,28,70,172
72,Light It Up (with Tyga & Chris Brown),Marshmello; Tyga; Chris Brown,1.161.589,46,72,5
73,3 Nights,Dominic Fike,1.157.511,71,71,19
74,SICKO MODE,Travis Scott,1.154.176,2,75,271
75,rockstar (feat. 21 Savage),Post Malone; 21 Savage,1.131.122,1,76,593
76,xanny,Billie Eilish,1.097.187,7,73,33
77,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5; Cardi B,1.096.973,2,77,334
78,Adan y Eva,Paulo Londra,1.079.309,10,78,176
79,Que Mas Pues - Remix,Sech; Justin Quiles; Maluma; Nicky Jam; Farruko; Dalex; Lenny Tavárez,1.063.312,79,83,16
80,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding; Diplo; Swae Lee,1.049.440,18,84,187
81,Sixteen,Ellie Goulding,1.046.626,74,79,19
82,Bad Liar,Imagine Dragons,1.031.163,12,86,173
83,Lucid Dreams,Juice WRLD,1.027.338,2,82,353
84,Robbery,Juice WRLD,1.027.072,11,80,76
85,Otro Trago,Sech; Darell,1.023.427,85,97,9
86,Un Año,Sebastian Yatra; Reik,1.014.120,49,85,93
87,Shape of You,Ed Sheeran,1.011.021,1,87,845
88,Baila Baila Baila - Remix,Ozuna; Daddy Yankee; J Balvin; Farruko; Anuel AA,1.010.518,88,121,5
89,I Can’t Get Enough (benny blanco Selena Gomez J Balvin Tainy),benny blanco; Selena Gomez; J Balvin; Tainy,989.101,16,88,61
90,Esclavo de Tus Besos,Manuel Turizo; Ozuna,985.356,67,90,65
