Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,I Don't Care (with Justin Bieber),Ed Sheeran; Justin Bieber,5.893.641,1,1,29
2,bad guy,Billie Eilish,5.617.371,1,2,71
3,Old Town Road - Remix,Lil Nas X; Billy Ray Cyrus,5.131.362,2,3,64
4,Otro Trago,Sech; Darell,3.826.791,4,4,47
5,SOS (feat. Aloe Blacc),Avicii; Aloe Blacc,3.644.389,3,5,59
6,Heaven,Avicii,3.339.581,6,130,2
7,If I Can't Have You,Shawn Mendes,3.178.200,3,6,36
8,Sucker,Jonas Brothers,3.112.285,2,15,99
9,Con Calma,Daddy Yankee; Snow,3.104.311,1,8,134
10,Soltera - Remix,Lunay; Daddy Yankee; Bad Bunny,2.945.985,8,9,29
11,Old Town Road,Lil Nas X,2.932.078,2,10,94
12,Someone You Loved,Lewis Capaldi,2.815.005,6,7,146
13,Callaita,Bad Bunny; Tainy,2.772.621,13,14,8
14,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,2.597.916,1,12,233
15,The London (feat. J. Cole & Travis Scott),Young Thug; J. Cole; Travis Scott,2.571.219,4,11,15
16,Never Really Over,Katy Perry,2.506.969,10,13,8
17,EARFQUAKE,Tyler; The Creator,2.274.122,5,16,22
18,7 rings,Ariana Grande,2.250.127,1,18,141
19,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran; Chance the Rapper; PnB Rock,2.188.926,7,17,15
20,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix; Macklemore; Fall Out Boy,2.168.053,18,19,43
21,Only Human,Jonas Brothers,2.139.502,21,—,1
22,Talk (feat. Disclosure),Khalid; Disclosure,2.023.031,10,20,120
23,Dream Glow (BTS World Original Soundtrack) - Pt. 1,BTS; Charli XCX,2.016.564,23,—,1
24,Shallow,Lady Gaga; Bradley Cooper,2.016.070,2,24,253
25,Piece Of Your Heart,MEDUZA; Goodboys,1.985.257,24,26,54
26,Truth Hurts,Lizzo,1.962.268,17,21,46
27,Call You Mine,The Chainsmokers; Bebe Rexha,1.929.295,25,25,8
28,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift; Brendon Urie; Panic! At The Disco,1.900.484,1,22,43
29,Wow.,Post Malone,1.871.718,1,28,166
30,Te Robaré,Nicky Jam; Ozuna,1.866.641,25,30,78
31,Veleno 7,Gemitaiz; MadMan,1.855.492,31,—,1
32,Tal Vez,Paulo Londra,1.841.167,21,31,65
33,Don't Call Me Up,Mabel,1.828.576,9,27,127
34,Suge,DaBaby,1.825.492,23,29,44
35,Pa Mí - Remix,Dalex; Rafa Pabön; KHEA; Sech; Feid; Cazzu; Lenny Tavárez,1.818.647,15,34,98
36,Mother's Daughter,Miley Cyrus,1.816.436,14,23,8
37,Calma - Remix,Pedro Capó; Farruko,1.763.666,5,40,210
38,Verte Ir,DJ Luian; Mambo Kingz; Anuel AA; Nicky Jam; Darell; Brytiago,1.756.904,22,37,71
39,Rescue Me,OneRepublic,1.727.417,32,33,22
40,Pop Out (feat. Lil Tjay),Polo G; Lil Tjay,1.709.061,40,41,51
41,Happier,Marshmello; Bastille,1.697.779,2,36,295
42,bury a friend,Billie Eilish,1.697.768,2,35,129
43,Sweet but Psycho,Ava Max,1.683.934,5,39,254
44,Con Altura,ROSALÍA; J Balvin; El Guincho,1.660.690,28,42,71
45,when the party's over,Billie Eilish,1.657.508,7,38,234
46,Easier,5 Seconds of Summer,1.656.646,21,32,15
47,11 PM,Maluma,1.630.412,43,43,22
48,HP,Maluma,1.572.976,16,47,99
49,Go Loko (feat. Tyga Jon Z),YG; Tyga; Jon Z,1.571.070,37,45,35
50,Dancing With A Stranger (with Normani),Sam Smith; Normani,1.503.682,6,44,148
51,Without Me,Halsey,1.491.274,3,48,246
52,Haute (feat. J Balvin & Chris Brown),Tyga; J Balvin; Chris Brown,1.456.392,52,—,1
53,No Me Conoce - Remix,Jhayco; J Balvin; Bad Bunny,1.436.843,53,55,18
54,Here With Me,Marshmello; CHVRCHES,1.411.299,11,46,92
55,Tough Love (feat. Agnes Vargas & Lagola),Avicii; Agnes; Vargas & Lagola,1.408.485,17,99,2
56,lovely (with Khalid),Billie Eilish; Khalid,1.385.923,19,49,411
57,Boy With Luv (feat. Halsey),BTS; Halsey,1.373.757,3,52,57
58,MIDDLE CHILD,J. Cole,1.332.189,2,51,135
59,Carry On (from the Original Motion Picture "POKÉMON Detective Pikachu"),Kygo; Rita Ora,1.300.308,25,56,50
60,High Hopes,Panic! At The Disco,1.291.936,8,60,351
61,thank u next,Ariana Grande,1.291.189,1,58,216
62,A Whole New World (End Title) - From "Aladdin",ZAYN; Zhavia,1.275.068,40,50,29
63,Tricheur,Nekfeu; Damso,1.272.037,63,—,1
64,Eastside (with Halsey & Khalid),benny blanco; Halsey; Khalid,1.262.576,3,59,330
65,Contra La Pared,Sean Paul; J Balvin,1.262.496,61,66,82
66,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie; 6ix9ine,1.261.373,23,53,157
67,i'm so tired...,Lauv; Troye Sivan,1.255.592,17,57,134
68,Secreto,Anuel AA; KAROL G,1.233.952,9,65,144
69,wish you were gay,Billie Eilish,1.230.733,2,61,96
70,Hold The Line (feat. A R I Z O N A),Avicii; A R I Z O N A,1.221.797,70,—,1
71,Bohemian Rhapsody - Remastered 2011,Queen,1.218.864,10,69,241
72,rockstar (feat. 21 Savage),Post Malone; 21 Savage,1.190.983,1,71,631
73,Heart Upon My Sleeve (feat. Imagine Dragons),Avicii; Imagine Dragons,1.187.998,73,—,1
74,Que Mas Pues - Remix,Sech; Justin Quiles; Maluma; Nicky Jam; Farruko; Dalex; Lenny Tavárez,1.186.585,65,72,54
75,Amor Genuino,Ozuna,1.183.949,45,63,3
76,I Believe,Jonas Brothers,1.159.461,76,—,1
77,Nightmare,Halsey,1.158.763,18,64,22
78,So Am I,Ava Max,1.158.391,40,70,87
79,Paradise,Bazzi,1.154.266,26,62,64
80,Peace Of Mind (feat. Vargas & Lagola),Avicii; Vargas & Lagola,1.152.500,80,197,2
81,3 Nights,Dominic Fike,1.145.481,46,73,57
82,Bad Reputation (feat. Joe Janiak),Avicii; Joe Janiak,1.143.014,82,—,1
83,Find U Again (feat. Camila Cabello),Mark Ronson; Camila Cabello,1.135.236,25,54,8
84,Taki Taki (with Selena Gomez Ozuna & Cardi B),DJ Snake; Selena Gomez; Ozuna; Cardi B,1.128.271,1,81,253
85,Government Official,Future,1.123.439,85,—,1
86,Homicide (feat. Eminem),Logic; Eminem,1.123.106,2,68,36
87,break up with your girlfriend i'm bored,Ariana Grande,1.118.927,2,74,120
88,Shape of You,Ed Sheeran,1.113.288,1,75,883
89,Going Bad (feat. Drake),Meek Mill; Drake,1.105.448,8,79,190
90,MIA,Bad Bunny; Drake,1.101.440,1,85,240
91,Better Now,Post Malone,1.101.096,1,80,407
92,SICKO MODE,Travis Scott,1.099.740,2,78,309
93,Kill This Love,BLACKPINK,1.096.744,4,76,65
94,Adan y Eva,Paulo Londra,1.082.416,10,91,214
95,Cool,Jonas Brothers,1.082.098,46,—,1
96,Pure Water (with Migos),Mustard; Migos,1.081.939,35,82,131
97,Believer,Imagine Dragons,1.080.328,15,84,856
98,Isis,Joyner Lucas; Logic,1.071.978,46,77,15
99,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5; Cardi B,1.066.960,2,88,372
100,Baila Baila Baila - Remix,Ozuna; Daddy Yankee; J Balvin; Farruko; Anuel AA,1.054.628,59,95,43
101,On My Way,Alan Walker; Sabrina Carpenter; Farruko,1.050.305,37,87,78
102,Let Me Down Slowly,Alec Benjamin,1.049.014,21,83,147
103,Better,Khalid,1.045.896,7,86,267
104,Lucid Dreams,Juice WRLD,1.027.759,2,93,391
105,Si Se Da,Myke Towers; Farruko,1.025.833,96,96,86
106,Taste (feat. Offset),Tyga; Offset,1.020.528,5,129,386
107,Sanguine Paradise,Lil Uzi Vert,1.015.875,35,90,59
108,Press,Cardi B,1.013.681,19,67,8
109,Freak (feat. Bonn),Avicii; Bonn,999.733,109,—,1
110,Te Vi,Piso 21; Micro TDH,995.667,43,101,148
111,Cuaderno,Dalex; Nicky Jam; Justin Quiles; Sech; Lenny Tavárez; Feid; Rafa Pabön,994.519,107,107,12
112,Ain't A Thing (feat. Bonn),Avicii; Bonn,977.771,112,—,1
113,Baila Baila Baila,Ozuna,970.644,9,105,148
114,Murder On My Mind,YNW Melly,968.310,18,100,114
115,Used To Be,Jonas Brothers,967.592,115,—,1
116,Mad Love,Mabel,966.587,116,—,1
117,Ritual,Tiësto; Jonas Blue; Rita Ora,964.245,64,89,8
118,SAD!,XXXTENTACION,963.470,1,98,463
119,All Day And Night,Jax Jones; Martin Solveig; Madison Beer; Europa,958.753,89,103,29
120,Giant (with Rag'n'Bone Man),Calvin Harris; Rag'n'Bone Man,950.475,19,109,148
121,Youngblood,5 Seconds of Summer,939.823,6,97,421
122,Who Do You Love,The Chainsmokers; 5 Seconds of Summer,939.528,31,92,120
123,Cheum,Nekfeu,928.881,123,—,1
124,you should see me in a crown,Billie Eilish,927.085,11,108,72
125,Perfect,Ed Sheeran,919.334,3,106,164
126,Les étoiles vagabondes,Nekfeu,917.471,126,—,1
127,Be Alright,Dean Lewis,916.903,12,102,321
128,In My Mind,Dynoro; Gigi D'Agostino,916.791,4,124,339
129,Aullando,Wisin & Yandel; Romeo Santos,913.415,98,114,99
130,Bad Liar,Imagine Dragons,912.328,12,110,211
131,Every Single Time,Jonas Brothers,903.223,131,—,1
132,Ransom,Lil Tecca,901.306,121,121,5
133,I Like It,Cardi B; Bad Bunny; J Balvin,895.766,2,116,428
134,Drip Too Hard (Lil Baby & Gunna),Lil Baby; Gunna,892.507,12,126,268
135,Robbery,Juice WRLD,888.452,11,113,114
136,Love Her,Jonas Brothers,886.348,136,—,1
137,Look Back at It,A Boogie Wit da Hoodie,883.476,20,117,164
138,Not Ok,Kygo; Chelsea Cutler,880.197,44,111,15
139,Thunder,Imagine Dragons,878.752,7,118,164
140,Sixteen,Ellie Goulding,876.557,59,94,57
141,Rollercoaster,Jonas Brothers,873.040,141,—,1
142,Don't Stop Me Now - Remastered 2011,Queen,871.549,47,128,224
143,Vossi Bop,Stormzy,871.147,54,112,43
144,Moonlight,XXXTENTACION,868.352,2,120,449
145,Don't Throw it Away,Jonas Brothers,862.750,145,—,1
146,Esclavo de Tus Besos,Manuel Turizo; Ozuna,861.315,67,119,103
147,Another One Bites The Dust - Remastered 2011,Queen,856.923,32,138,224
148,Amanece,Anuel AA; Haze,842.253,39,136,164
149,I Like Me Better,Lauv,842.129,24,115,164
150,2002,Anne-Marie,841.959,25,122,164
151,Fades Away (feat. Noonie Bao),Avicii; Noonie Bao,841.061,151,—,1
152,Alunissons,Nekfeu,836.561,152,—,1
153,XanaX Damage,Future,832.656,153,—,1
154,All Around The World (La La La),R3HAB; A Touch Of Class,829.437,154,—,1
155,Desconocidos,Mau y Ricky; Manuel Turizo; Camilo,820.573,28,137,210
156,God's Plan,Drake,820.236,1,133,504
157,Never Leave Me (feat. Joe Janiak),Avicii; Joe Janiak,820.031,157,—,1
158,my strange addiction,Billie Eilish,817.048,14,144,71
159,Envy Me,Calboy,816.701,88,131,91
160,Te Soñé de Nuevo,Ozuna,816.098,160,—,1
161,I Think I'm OKAY (with YUNGBLUD & Travis Barker),Machine Gun Kelly; YUNGBLUD; Travis Barker,815.541,161,—,1
162,Excuse Me Mr Sir (feat. Vargas & Lagola),Avicii; Vargas & Lagola,814.061,162,—,1
163,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding; Diplo; Swae Lee,813.099,18,125,225
164,Arcade,Duncan Laurence,812.625,14,127,22
165,Hesitate,Jonas Brothers,810.407,165,—,1
166,Soldi,Mahmood,810.299,34,104,20
167,La Haine,Luciano,806.020,126,161,8
168,Body,Loud Luxury; Brando,804.489,18,141,164
169,Takotsubo,Nekfeu,804.253,169,—,1
170,Dans l'univers,Nekfeu; Vanessa Paradis,801.164,170,—,1
171,Elle pleut,Nekfeu; Nemir,798.518,171,—,1
172,Clout (feat. Cardi B),Offset; Cardi B,793.291,113,134,40
173,Wieder Lila,Samra; Capital Bra,791.869,50,159,22
174,Always Remember Us This Way,Lady Gaga,791.007,33,146,157
175,Irina Shayk,Ufo361,785.727,175,—,1
176,Menteur menteur,Nekfeu,778.252,176,—,1
177,Ella Quiere Beber - Remix,Anuel AA; Romeo Santos,776.015,30,157,217
178,Just Us (feat. SZA),DJ Khaled; SZA,775.759,57,135,22
179,Voyage léger,Nekfeu,774.927,179,—,1
180,Happy When I'm Sad,Jonas Brothers,770.528,180,—,1
181,What I Like About You (feat. Theresa Rex),Jonas Blue; Theresa Rex,769.028,82,145,50
182,One Kiss (with Dua Lipa),Calvin Harris; Dua Lipa,767.697,1,148,428
183,Say You Won't Let Go,James Arthur,767.487,7,132,164
184,Jocelyn Flores,XXXTENTACION,767.477,2,140,652
185,La Boca,Mau y Ricky; Camilo,765.332,162,162,5
186,ZEZE (feat. Travis Scott & Offset),Kodak Black; Offset; Travis Scott,761.609,3,160,239
187,Strangers,Jonas Brothers,759.149,187,—,1
188,NENENE,Fero47,753.790,188,—,1
189,Promises (with Sam Smith),Calvin Harris; Sam Smith; Jessie Reyez,753.710,4,166,295
190,Let Me Go (with Alesso Florida Georgia Line & watt),Hailee Steinfeld; Alesso; Florida Georgia Line; WATT,753.343,14,142,30
191,Psycho (feat. Ty Dolla $ign),Post Malone; Ty Dolla $ign,752.649,1,156,470
192,all the good girls go to hell,Billie Eilish,747.391,6,163,71
193,a lot,21 Savage,745.532,16,175,169
194,Please Tell Me,Future,745.157,194,—,1
195,Trust,Jonas Brothers,744.921,195,—,1
196,i love you,Billie Eilish,744.327,19,155,71
197,Comeback,Jonas Brothers,742.973,197,—,1
198,Get You The Moon (feat. Snøw),Kina; Snøw,742.585,90,143,41
199,The Middle,Zedd; Maren Morris; Grey,740.111,6,153,164
200,Mixed Personalities (feat. Kanye West),YNW Melly; Kanye West,739.914,53,150,109
