ID,Track,Singer(s),Stream
1,Heat Waves,Glass Animals,134905761
2,STAY (with Justin Bieber),The Kid LAROI; Justin Bieber,110060435
3,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons; JID; Arcane; League of Legends,103538036
4,abcdefu,GAYLE,95659765
5,MAMIII,Becky G; KAROL G,88014032
6,Cold Heart - PNAU Remix,Elton John; Dua Lipa; PNAU,93408577
7,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X; Jack Harlow,85556686
8,Desesperados,Rauw Alejandro; Chencho Corleone,78469204
9,Easy On Me,Adele,74450173
10,Shivers,Ed Sheeran,73839256
11,Ghost,Justin Bieber,72647223
12,Infinity,Jaymes Young,63999905
13,I’m Tired (with Zendaya) - Bonus Track,Labrinth; Zendaya,40274323
14,Boyfriend,Dove Cameron,65690320
15,THATS WHAT I WANT,Lil Nas X,66494497
16,Woman,Doja Cat,70590671
17,Pepas,Farruko,62681650
18,We Don't Talk About Bruno,Carolina Gaitán - La Gaita; Mauro Castillo; Adassa; Rhenzy Feliz; Diane Guerrero; Stephanie Beatriz; Encanto - Cast,53780461
19,Bad Habits,Ed Sheeran,61692405
20,Where Are You Now,Lost Frequencies; Calum Scott,61852028
21,I Love You So,The Walters,56605596
22,MIDDLE OF THE NIGHT,Elley Duhé,67737061
23,My Universe,Coldplay; BTS,57053673
24,good 4 u,Olivia Rodrigo,58202085
25,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy; Bad Bunny; Julieta Venegas,54545661
26,Do It To It,ACRAZE; Cherish,52441204
27,The Motto,Tiësto; Ava Max,58083954
28,Yonaguni,Bad Bunny,51184630
29,Blinding Lights,The Weeknd,53661142
30,Sweater Weather,The Neighbourhood,50797536
31,pushin P (feat. Young Thug),Gunna; Future; Young Thug,39191680
32,All For Us,Labrinth; Zendaya,35923535
33,Need to Know,Doja Cat,50126833
34,Light Switch,Charlie Puth,47849582
35,Softcore,The Neighbourhood,43906807
36,Mount Everest,Labrinth,42695288
37,Dandelions,Ruth B.,49081679
38,she's all i wanna be,Tate McRae,39540479
39,DANÇARINA,PEDRO SAMPAIO; Mc Pedrinho,42193951
40,traitor,Olivia Rodrigo,46473066
41,Kiss Me More (feat. SZA),Doja Cat; SZA,47840012
42,Mon Amour - Remix,zzoilo; Aitana,39824720
43,Without Me,Eminem,42450207
44,Levitating (feat. DaBaby),Dua Lipa; DaBaby,45520692
45,Lost,Frank Ocean,36802556
46,Toxic,BoyWithUke,36939392
47,Tacones Rojos,Sebastian Yatra,38918200
48,Nail Tech,Jack Harlow,32647481
49,MONTERO (Call Me By Your Name),Lil Nas X,42092055
50,DÁKITI,Bad Bunny; Jhayco,39184129
51,Medallo,Blessd; Justin Quiles; Lenny Tavárez,40759841
