ID,Track,Singer(s),Stream
1,As It Was,Harry Styles,225649063
2,Running Up That Hill (A Deal With God),Kate Bush,203725725
3,Me Porto Bonito,Bad Bunny; Chencho Corleone,168627962
4,Ojitos Lindos,Bad Bunny; Bomba Estéreo,148678803
5,Tití Me Preguntó,Bad Bunny,142020097
6,Late Night Talking,Harry Styles,92493093
7,Moscow Mule,Bad Bunny,110934233
8,Party,Bad Bunny; Rauw Alejandro,92507304
9,About Damn Time,Lizzo,95037718
10,PROVENZA,KAROL G,100934799
11,Efecto,Bad Bunny,111881686
12,Heat Waves,Glass Animals,98948404
13,First Class,Jack Harlow,84029638
14,Bam Bam (feat. Ed Sheeran),Camila Cabello; Ed Sheeran,77923335
15,STAY (with Justin Bieber),The Kid LAROI; Justin Bieber,79777805
16,Matilda,Harry Styles,52461299
17,Tarot,Bad Bunny; Jhayco,76559125
18,Después de la Playa,Bad Bunny,66207001
19,Music For a Sushi Restaurant,Harry Styles,53852145
20,MIDDLE OF THE NIGHT,Elley Duhé,66119801
21,Daylight,Harry Styles,47150966
22,Cold Heart - PNAU Remix,Elton John; Dua Lipa; PNAU,69695958
23,Un Ratito,Bad Bunny,58477368
24,Little Freak,Harry Styles,40118287
25,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons; JID; Arcane; League of Legends,57967159
26,True Love,Kanye West; XXXTENTACION,39736773
27,Ghost,Justin Bieber,60547264
28,Potion (with Dua Lipa & Young Thug),Calvin Harris; Dua Lipa; Young Thug,45146220
29,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X; Jack Harlow,56340674
30,Una Noche en Medellín,Cris Mj,58784201
31,MAMIII,Becky G; KAROL G,59389871
32,Woman,Doja Cat,57157344
33,Until I Found You,Stephen Sanchez,57858751
34,Shivers,Ed Sheeran,54411646
35,Grapejuice,Harry Styles,34020518
36,N95,Kendrick Lamar,37164297
37,Satellite,Harry Styles,37607746
38,Yo No Soy Celoso,Bad Bunny,48240120
39,WAIT FOR U (feat. Drake & Tems),Future; Drake; Tems,55382152
40,Where Are You Now,Lost Frequencies; Calum Scott,53651488
41,Neverita,Bad Bunny,48926165
42,Desesperados,Rauw Alejandro; Chencho Corleone,52641682
43,Love Of My Life,Harry Styles,35243947
44,good 4 u,Olivia Rodrigo,46387234
45,La Corriente,Bad Bunny; Tony Dize,52441535
46,Envolver,Anitta,46492290
47,Cinema,Harry Styles,26406380
48,Aguacero,Bad Bunny,44459127
