ID,Track,Singer(s),Stream
1,Unholy (feat. Kim Petras),Sam Smith; Kim Petras,149603230
2,As It Was,Harry Styles,129631619
3,All I Want for Christmas Is You,Mariah Carey,193518694
4,Anti-Hero,Taylor Swift,116221299
5,La Bachata,Manuel Turizo,121364028
6,Last Christmas,Wham!,174177090
7,La Jumpa,Arcángel; Bad Bunny,110318106
8,I'm Good (Blue),David Guetta; Bebe Rexha,112738524
9,Quevedo: Bzrp Music Sessions Vol. 52,Bizarrap; Quevedo,108731409
10,Rockin' Around The Christmas Tree,Brenda Lee,154584413
11,Rich Flex,Drake; 21 Savage,95028116
12,Me Porto Bonito,Bad Bunny; Chencho Corleone,93964416
13,Jingle Bell Rock,Bobby Helms,136058054
14,Under The Influence,Chris Brown,83157681
15,It's Beginning to Look a Lot like Christmas,Michael Bublé,124634263
16,Tití Me Preguntó,Bad Bunny,87116913
17,Another Love,Tom Odell,84857832
18,Made You Look,Meghan Trainor,88891660
19,I Ain't Worried,OneRepublic,79816789
20,Die For You,The Weeknd,117770067
21,Hey Mor,Ozuna; Feid,86378977
22,Santa Tell Me,Ariana Grande,110581912
23,Efecto,Bad Bunny,73967649
24,Bad Habit,Steve Lacy,71149278
25,Ojitos Lindos,Bad Bunny; Bomba Estéreo,71416603
26,Miss You,Oliver Tree; Robin Schulz,75943149
27,Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Jung Kook; BTS; FIFA Sound,61072294
28,DESPECHÁ,ROSALÍA,73350060
29,Mockingbird,Eminem,75198177
30,I Wanna Be Yours,Arctic Monkeys,70959475
31,Heat Waves,Glass Animals,62105758
32,Sweater Weather,The Neighbourhood,66398174
33,Calm Down (with Selena Gomez),Rema; Selena Gomez,78708412
34,Romantic Homicide,d4vd,65920740
35,Glimpse of Us,Joji,58047820
36,It's the Most Wonderful Time of the Year,Andy Williams,106656861
37,golden hour,JVKE,75362054
38,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,97953801
39,STAY (with Justin Bieber),The Kid LAROI; Justin Bieber,59974296
40,CUFF IT,Beyoncé,62198929
41,SNAP,Rosa Linn,62632911
42,Until I Found You,Stephen Sanchez,52577922
43,Bones,Imagine Dragons,57108348
44,Midnight Rain,Taylor Swift,44821260
45,Neverita,Bad Bunny,58613849
46,Monotonía,Shakira; Ozuna,52991527
47,Feliz Navidad,José Feliciano,97434289
48,Moscow Mule,Bad Bunny,53146860
49,Underneath the Tree,Kelly Clarkson,84207703
50,Feliz Cumpleaños Ferxxo,Feid,59528342
51,Lavender Haze,Taylor Swift,44310480
52,Holly Jolly Christmas,Michael Bublé,84391835
53,Snowman,Sia,86865225
54,Blinding Lights,The Weeknd,53974350
55,Starboy,The Weeknd; Daft Punk,53999642
56,Cold Heart - PNAU Remix,Elton John; Dua Lipa; PNAU,49668407
57,Here With Me,d4vd,68496280
58,Late Night Talking,Harry Styles,39690263
59,Just Wanna Rock,Lil Uzi Vert,54349637
60,Mistletoe,Justin Bieber,71647449
61,Maan Meri Jaan,King,56161196
62,Left and Right (Feat. Jung Kook of BTS),Charlie Puth; Jung Kook; BTS,41442871
63,Jimmy Cooks (feat. 21 Savage),Drake; 21 Savage,41134748
64,LOKERA,Rauw Alejandro; Lyanno; Brray,55740033
65,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,39634504
66,Bloody Mary,Lady Gaga,74685056
67,PROVENZA,KAROL G,46074808
68,I Was Never There,The Weeknd; Gesaffelstein,46866143
69,505,Arctic Monkeys,41339921
70,Merry Christmas Everyone,Shakin' Stevens,59904510
71,Dandelions,Ruth B.,46149566
72,Save Your Tears,The Weeknd,39626401
73,Sleigh Ride,The Ronettes,79155833
74,Running Up That Hill (A Deal With God),Kate Bush,33686676
75,You're On Your Own Kid,Taylor Swift,26195375
76,Maroon,Taylor Swift,18893559
77,Snow On The Beach (feat. Lana Del Rey),Taylor Swift; Lana Del Rey,24273855
