ID,Track,Singer(s),Stream
1,As It Was,Harry Styles,193372573
2,Running Up That Hill (A Deal With God),Kate Bush,189754416
3,Glimpse of Us,Joji,146969888
4,Me Porto Bonito,Bad Bunny; Chencho Corleone,167469443
5,Tití Me Preguntó,Bad Bunny,144878480
6,Left and Right (Feat. Jung Kook of BTS),Charlie Puth; Jung Kook; BTS,96352594
7,Ojitos Lindos,Bad Bunny; Bomba Estéreo,119275816
8,Efecto,Bad Bunny,115901505
9,MORE,j-hope,41173076
10,Moscow Mule,Bad Bunny,101266435
11,Heat Waves,Glass Animals,95527977
12,PROVENZA,KAROL G,88269368
13,Jimmy Cooks (feat. 21 Savage),Drake; 21 Savage,73759469
14,About Damn Time,Lizzo,82406588
15,Te Felicito,Shakira; Rauw Alejandro,76947749
16,Party,Bad Bunny; Rauw Alejandro,72034016
17,Tarot,Bad Bunny; Jhayco,74392055
18,BREAK MY SOUL,Beyoncé,61841127
19,STAY (with Justin Bieber),The Kid LAROI; Justin Bieber,73324000
20,Bam Bam (feat. Ed Sheeran),Camila Cabello; Ed Sheeran,68339636
21,Late Night Talking,Harry Styles,68712346
22,First Class,Jack Harlow,62652071
23,Cold Heart - PNAU Remix,Elton John; Dua Lipa; PNAU,68817154
24,I Like You (A Happier Song) (with Doja Cat),Post Malone; Doja Cat,64557267
25,Yet To Come,BTS,35864957
26,I Ain't Worried,OneRepublic,77329738
27,Hot Shit (feat. Ye & Lil Durk),Cardi B; Kanye West; Lil Durk,16401755
28,One Kiss (with Dua Lipa),Calvin Harris; Dua Lipa,56609061
29,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,58174319
30,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons; JID; Arcane; League of Legends,51312859
31,MIDDLE OF THE NIGHT,Elley Duhé,56291708
32,Después de la Playa,Bad Bunny,53394090
33,Ghost,Justin Bieber,56693290
34,MAMIII,Becky G; KAROL G,51467935
35,Una Noche en Medellín,Cris Mj,52917162
36,La Corriente,Bad Bunny; Tony Dize,52632244
37,Until I Found You,Stephen Sanchez,54718751
38,Shivers,Ed Sheeran,50380187
39,Woman,Doja Cat,48865985
40,Massive,Drake,42039865
41,Un Ratito,Bad Bunny,46701031
42,Where Are You Now,Lost Frequencies; Calum Scott,49524028
43,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X; Jack Harlow,48900794
44,Desesperados,Rauw Alejandro; Chencho Corleone,48738825
45,Sunroof,Nicky Youre; dazy,55661088
46,WAIT FOR U (feat. Drake & Tems),Future; Drake; Tems,45364936
47,Blinding Lights,The Weeknd,50567996
48,Watermelon Sugar,Harry Styles,45257382
49,ULTRA SOLO REMIX,Polimá Westcoast; Feid; Pailita; Paloma Mami; De La Ghetto,43848479
50,Run BTS,BTS,23638786
51,Pepas,Farruko,43551133
52,Sweater Weather,The Neighbourhood,47644997
53,Another Love,Tom Odell,46126023
54,Dandelions,Ruth B.,47104195
55,Neverita,Bad Bunny,42849495
56,Bad Habits,Ed Sheeran,42106522
57,Andrea,Bad Bunny; Buscabulla,40291468
58,good 4 u,Olivia Rodrigo,40768288
59,La Llevo Al Cielo (Ft. Ñengo Flow),Chris Jedi; Anuel AA; Chencho Corleone; Ñengo Flow,43802387
60,Envolver,Anitta,36509108
61,Yo No Soy Celoso,Bad Bunny,35920080
62,Music For a Sushi Restaurant,Harry Styles,33536333
63,Easy On Me,Adele,37903556
64,Levitating (feat. DaBaby),Dua Lipa; DaBaby,37558194
65,Me Fui de Vacaciones,Bad Bunny,35338599
66,Aguacero,Bad Bunny,34078885
67,traitor,Olivia Rodrigo,40315351
68,Bones,Imagine Dragons,36589414
69,Cooped Up (with Roddy Ricch),Post Malone; Roddy Ricch,33936957
70,THATS WHAT I WANT,Lil Nas X,36832068
71,Hot In It,Tiësto; Charli XCX,6299914
72,Ferrari,James Hype; Miggy Dela Rosa,43730796
73,Sticky,Drake,22389364
74,The Motto,Tiësto; Ava Max,32721637
75,Dos Mil 16,Bad Bunny,35757288
76,Save Your Tears,The Weeknd,37914921
77,drivers license,Olivia Rodrigo,36917827
78,ULTRA SOLO,Polimá Westcoast; Pailita,33322158
79,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy; Bad Bunny; Julieta Venegas,37357206
80,POP!,NAYEON,35282561
81,Belly Dancer,Imanbek; BYOR,36219541
82,Die For You,The Weeknd,44426065
83,abcdefu,GAYLE,33658591
84,Happier Than Ever,Billie Eilish,37378035
85,Kiss Me More (feat. SZA),Doja Cat; SZA,34125124
86,Matilda,Harry Styles,31470622
87,Yonaguni,Bad Bunny,33686489
88,deja vu,Olivia Rodrigo,36392472
89,My Universe,Coldplay; BTS,33595312
90,Un Coco,Bad Bunny,35653383
