ID,Track,Singer(s),Stream
1,Quevedo: Bzrp Music Sessions Vol. 52,Bizarrap; Quevedo,154415661
2,As It Was,Harry Styles,153263964
3,Me Porto Bonito,Bad Bunny; Chencho Corleone,128732704
4,Pink Venom,BLACKPINK,113394373
5,Tití Me Preguntó,Bad Bunny,120743332
6,DESPECHÁ,ROSALÍA,108543629
7,La Bachata,Manuel Turizo,123832751
8,Efecto,Bad Bunny,99322845
9,I Ain't Worried,OneRepublic,107357589
10,Ojitos Lindos,Bad Bunny; Bomba Estéreo,86994412
11,Running Up That Hill (A Deal With God),Kate Bush,79079257
12,Glimpse of Us,Joji,84726568
13,Under The Influence,Chris Brown,102817574
14,Bad Habit,Steve Lacy,91830118
15,Moscow Mule,Bad Bunny,77022691
16,Super Freaky Girl,Nicki Minaj,86706201
17,Heat Waves,Glass Animals,76830955
18,PROVENZA,KAROL G,68986660
19,SNAP,Rosa Linn,78515895
20,Left and Right (Feat. Jung Kook of BTS),Charlie Puth; Jung Kook; BTS,65639114
21,I'm Good (Blue),David Guetta; Bebe Rexha,130230180
22,Another Love,Tom Odell,72563673
23,Doja,Central Cee,65175730
24,STAY (with Justin Bieber),The Kid LAROI; Justin Bieber,66082150
25,Late Night Talking,Harry Styles,62104954
26,About Damn Time,Lizzo,56266560
27,Neverita,Bad Bunny,69364549
28,I Like You (A Happier Song) (with Doja Cat),Post Malone; Doja Cat,59977544
29,Cold Heart - PNAU Remix,Elton John; Dua Lipa; PNAU,55784425
30,Tarot,Bad Bunny; Jhayco,53494765
31,Until I Found You,Stephen Sanchez,64469556
32,GATÚBELA,KAROL G; Maldy,53659172
33,Sunroof,Nicky Youre; dazy,58206358
34,Ferrari,James Hype; Miggy Dela Rosa,52053720
35,Die For You,The Weeknd,61182853
36,Te Felicito,Shakira; Rauw Alejandro,47819307
37,Caile,Luar La L,54626090
38,Jimmy Cooks (feat. 21 Savage),Drake; 21 Savage,49440303
39,Sweater Weather,The Neighbourhood,62240821
40,Party,Bad Bunny; Rauw Alejandro,49322047
41,Bam Bam (feat. Ed Sheeran),Camila Cabello; Ed Sheeran,46870022
42,Hold Me Closer,Elton John; Britney Spears,52973556
43,Mary On A Cross,Ghost,53572281
44,cómo dormiste?,Rels B,43418460
45,Bones,Imagine Dragons,55533792
46,Ghost,Justin Bieber,50115053
47,Blinding Lights,The Weeknd,48387754
48,La Corriente,Bad Bunny; Tony Dize,44537437
49,Bad Decisions (with BTS & Snoop Dogg),benny blanco; BTS; Snoop Dogg,34709341
50,505,Arctic Monkeys,48175930
51,LOKERA,Rauw Alejandro; Lyanno; Brray,51340543
52,Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,47144590
53,BREAK MY SOUL,Beyoncé,39294450
54,After LIKE,IVE,40731241
55,MIDDLE OF THE NIGHT,Elley Duhé,42174872
56,Dandelions,Ruth B.,45265059
57,Talk that Talk,TWICE,36784772
58,Una Noche en Medellín,Cris Mj,37760032
59,Shivers,Ed Sheeran,41020837
60,One Kiss (with Dua Lipa),Calvin Harris; Dua Lipa,41503380
61,New Gold (feat. Tame Impala and Bootie Brown),Gorillaz; Tame Impala; Bootie Brown,12649406
62,Watermelon Sugar,Harry Styles,39474922
63,I Was Never There,The Weeknd; Gesaffelstein,44895758
64,First Class,Jack Harlow,38968072
65,Call Out My Name,The Weeknd,41792709
66,august,Taylor Swift,30345547
67,Después de la Playa,Bad Bunny,36844097
68,Starboy,The Weeknd; Daft Punk,42836972
69,MAMIII,Becky G; KAROL G,35323452
70,La Llevo Al Cielo (Ft. Ñengo Flow),Chris Jedi; Anuel AA; Chencho Corleone; Ñengo Flow,36500145
71,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons; JID; Arcane; League of Legends,39259844
72,WAIT FOR U (feat. Drake & Tems),Future; Drake; Tems,39148945
73,Yellow,Coldplay,42600706
74,golden hour,JVKE,45748849
75,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X; Jack Harlow,38540379
76,Atlantis,Seafret,41792514
77,Woman,Doja Cat,36950479
78,Betty (Get Money),Yung Gravy,34287229
79,I Wanna Be Yours,Arctic Monkeys,45865873
80,Where Are You Now,Lost Frequencies; Calum Scott,34672576
81,LA INOCENTE,Mora; Feid,38019756
82,Save Your Tears,The Weeknd,38391186
83,traitor,Olivia Rodrigo,36736343
84,Bigger Than Me,Louis Tomlinson,2241202
85,Desesperados,Rauw Alejandro; Chencho Corleone,35098652
86,Attention,NewJeans,32527686
87,Ojos Marrones,Lasso,28341209
88,Bad Habits,Ed Sheeran,35109223
89,Un Ratito,Bad Bunny,32478712
90,STAYING ALIVE (feat. Drake & Lil Baby),DJ Khaled; Drake; Lil Baby,22524858
91,Happier Than Ever,Billie Eilish,36509513
92,Normal,Feid,32387060
93,Un Coco,Bad Bunny,32376320
94,Sex Drugs Etc.,Beach Weather,39153699
95,Calm Down (with Selena Gomez),Rema; Selena Gomez,49712018
96,Dark Red,Steve Lacy,37926048
97,Do I Wanna Know?,Arctic Monkeys,33731162
98,Last Last,Burna Boy,32121334
99,SEXY NUKIM (feat. RM of BTS),Balming Tiger; Omega Sapien; bj wnjn; Mudd the student; RM,3265130
100,Hype Boy,NewJeans,34538480
101,Pepas,Farruko,31991115
102,lovely (with Khalid),Billie Eilish; Khalid,35632300
103,Easy On Me,Adele,33132680
104,deja vu,Olivia Rodrigo,31916546
105,Without Me,Eminem,34192758
106,My Universe,Coldplay; BTS,33741264
107,Summertime Sadness,Lana Del Rey,35238693
108,good 4 u,Olivia Rodrigo,32144417
109,drivers license,Olivia Rodrigo,33258036
110,Belly Dancer,Imanbek; BYOR,31398235
111,LA CANCIÓN,J Balvin; Bad Bunny,34802986
112,ULTRA SOLO REMIX,Polimá Westcoast; Feid; Pailita; Paloma Mami; De La Ghetto,29933508
113,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy; Bad Bunny; Julieta Venegas,32604338
114,Don’t Blame Me,Taylor Swift,30564492
115,I'm Not The Only One,Sam Smith,35796118
116,Siempre Pendientes,Peso Pluma; Luis R Conriquez,33134512
117,Levitating (feat. DaBaby),Dua Lipa; DaBaby,33015580
118,Villano Antillano: Bzrp Music Sessions Vol. 51,Bizarrap; Villano Antillano,15280539
119,Dos Mil 16,Bad Bunny,29392340
120,Si Te La Encuentras Por Ahí,Feid,15213031
121,Murder In My Mind,Kordhell,35123661
122,Numb,Marshmello; Khalid,30911611
123,I Love You So,The Walters,33176962
124,Only Love Can Hurt Like This,Paloma Faith,31914176
125,Blank Space,Taylor Swift,30948246
126,Someone You Loved,Lewis Capaldi,34275081
127,Kesariya (From "Brahmastra"),Pritam; Arijit Singh; Amitabh Bhattacharya,38298595
128,Night Changes,One Direction,30972809
129,Andrea,Bad Bunny; Buscabulla,22490213
130,Believer,Imagine Dragons,31936268
131,THATS WHAT I WANT,Lil Nas X,26393582
132,After Dark,Mr.Kitty,30953600
133,Yonaguni,Bad Bunny,30408556
134,Apocalypse,Cigarettes After Sex,33291020
135,No Role Modelz,J. Cole,31086722
136,Envolver,Anitta,16288607
137,Everybody Wants To Rule The World,Tears For Fears,31187122
138,THE SHADE,Rex Orange County,27499995
