ID,Track,Singer(s),Stream
1,Quevedo: Bzrp Music Sessions Vol. 52,Bizarrap; Quevedo,200088063
2,As It Was,Harry Styles,168574824
3,Me Porto Bonito,Bad Bunny; Chencho Corleone,155347685
4,Running Up That Hill (A Deal With God),Kate Bush,118525050
5,Tití Me Preguntó,Bad Bunny,139214578
6,Glimpse of Us,Joji,105248094
7,DESPECHÁ,ROSALÍA,128617060
8,Efecto,Bad Bunny,116941625
9,Ojitos Lindos,Bad Bunny; Bomba Estéreo,102363757
10,Bad Habit,Steve Lacy,96605996
11,august,Taylor Swift,38713614
12,Moscow Mule,Bad Bunny,90572770
13,Heat Waves,Glass Animals,87877834
14,BREAK MY SOUL,Beyoncé,62806115
15,Doja,Central Cee,74950446
16,PROVENZA,KAROL G,84788935
17,I Ain't Worried,OneRepublic,88722416
18,Left and Right (Feat. Jung Kook of BTS),Charlie Puth; Jung Kook; BTS,78690805
19,La Bachata,Manuel Turizo,103025657
20,Tarot,Bad Bunny; Jhayco,67029736
21,STAY (with Justin Bieber),The Kid LAROI; Justin Bieber,69403830
22,About Damn Time,Lizzo,66860830
23,Te Felicito,Shakira; Rauw Alejandro,63426113
24,Late Night Talking,Harry Styles,64293967
25,Cold Heart - PNAU Remix,Elton John; Dua Lipa; PNAU,65678786
26,Party,Bad Bunny; Rauw Alejandro,60496767
27,I Like You (A Happier Song) (with Doja Cat),Post Malone; Doja Cat,61552020
28,Jimmy Cooks (feat. 21 Savage),Drake; 21 Savage,57742654
29,Bam Bam (feat. Ed Sheeran),Camila Cabello; Ed Sheeran,59179319
30,SNAP,Rosa Linn,71315932
31,ALIEN SUPERSTAR,Beyoncé,38785339
32,Sunroof,Nicky Youre; dazy,59065461
33,CUFF IT,Beyoncé,23528922
34,Sweater Weather,The Neighbourhood,55999732
35,Ghost,Justin Bieber,52628154
36,MIDDLE OF THE NIGHT,Elley Duhé,50323644
37,Until I Found You,Stephen Sanchez,56765531
38,First Class,Jack Harlow,47426257
39,Die For You,The Weeknd,54636466
