ID,Track,Singer(s),Stream
1,Anti-Hero,Taylor Swift,183741888
2,Unholy (feat. Kim Petras),Sam Smith; Kim Petras,184250245
3,Lavender Haze,Taylor Swift,91618071
4,Midnight Rain,Taylor Swift,92640439
5,Snow On The Beach (feat. Lana Del Rey),Taylor Swift; Lana Del Rey,76707041
6,Maroon,Taylor Swift,75551981
7,I'm Good (Blue),David Guetta; Bebe Rexha,122016345
8,As It Was,Harry Styles,120786577
9,La Bachata,Manuel Turizo,123569627
10,You're On Your Own Kid,Taylor Swift,74818337
11,Karma,Taylor Swift,71428632
12,Quevedo: Bzrp Music Sessions Vol. 52,Bizarrap; Quevedo,113031901
13,Bejeweled,Taylor Swift,71164552
14,Vigilante Shit,Taylor Swift,60010449
15,Under The Influence,Chris Brown,96122347
16,Question...?,Taylor Swift,56809445
17,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,71345285
18,I Ain't Worried,OneRepublic,87640276
19,Me Porto Bonito,Bad Bunny; Chencho Corleone,90171777
20,Monotonía,Shakira; Ozuna,70217308
21,Tití Me Preguntó,Bad Bunny,85304720
22,Bad Habit,Steve Lacy,81745610
23,Miss You,Oliver Tree; Robin Schulz,89815489
24,Mastermind,Taylor Swift,49587515
25,Another Love,Tom Odell,84086639
26,Labyrinth,Taylor Swift,44653051
27,Made You Look,Meghan Trainor,83620602
28,DESPECHÁ,ROSALÍA,76263688
29,Sweet Nothing,Taylor Swift,39435307
30,CUFF IT,Beyoncé,71617604
31,Efecto,Bad Bunny,74235644
32,Shirt,SZA,52988253
33,SNAP,Rosa Linn,67519199
34,Romantic Homicide,d4vd,70356598
35,Until I Found You,Stephen Sanchez,72664630
36,Calm Down (with Selena Gomez),Rema; Selena Gomez,71129913
37,Bones,Imagine Dragons,60003239
38,Sweater Weather,The Neighbourhood,66580409
39,Die For You,The Weeknd,132752042
40,Ojitos Lindos,Bad Bunny; Bomba Estéreo,67342459
41,golden hour,JVKE,67761852
42,The Astronaut,JIN,38900427
43,Hey Mor,Ozuna; Feid,80895534
44,Glimpse of Us,Joji,69998700
45,I Wanna Be Yours,Arctic Monkeys,67510496
46,Would've Could've Should've,Taylor Swift,34498494
47,Shut Down,BLACKPINK,50228245
48,Heat Waves,Glass Animals,58839673
49,Neverita,Bad Bunny,55031376
50,STAY (with Justin Bieber),The Kid LAROI; Justin Bieber,56682486
51,Moscow Mule,Bad Bunny,52576814
52,Mockingbird,Eminem,64788664
53,Feliz Cumpleaños Ferxxo,Feid,58669581
54,Blinding Lights,The Weeknd,47111284
55,The Great War,Taylor Swift,22004806
56,Super Freaky Girl,Nicki Minaj,45029022
57,Left and Right (Feat. Jung Kook of BTS),Charlie Puth; Jung Kook; BTS,51618426
58,PUNTO 40,Rauw Alejandro; Baby Rasta,50858695
59,No Se Va - En Vivo,Grupo Frontera,48599223
60,Pink Venom,BLACKPINK,44515665
61,PROVENZA,KAROL G,46567561
62,Bigger Than The Whole Sky,Taylor Swift,18550780
63,LOKERA,Rauw Alejandro; Lyanno; Brray,48793196
64,Paris,Taylor Swift,15946878
65,Late Night Talking,Harry Styles,44933682
66,Jimmy Cooks (feat. 21 Savage),Drake; 21 Savage,49616870
67,Running Up That Hill (A Deal With God),Kate Bush,37213560
68,STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,44868316
69,Dandelions,Ruth B.,43911951
70,Cold Heart - PNAU Remix,Elton John; Dua Lipa; PNAU,44913269
71,I Like You (A Happier Song) (with Doja Cat),Post Malone; Doja Cat,39565444
72,ANTIFRAGILE,LE SSERAFIM,41482885
73,High Infidelity,Taylor Swift,11603683
74,505,Arctic Monkeys,42661852
75,Starboy,The Weeknd; Daft Punk,44688150
76,In My Head,Juice WRLD,5173066
77,Sunroof,Nicky Youre; dazy,38466748
78,Yellow,Coldplay,40587898
79,Doja,Central Cee,38406323
80,VISTA AL MAR,Quevedo,44356612
81,Sex Drugs Etc.,Beach Weather,39133869
82,I Was Never There,The Weeknd; Gesaffelstein,41318678
83,Shinunoga E-Wa,Fujii Kaze,45116958
84,How Do I Say Goodbye,Dean Lewis,38642080
85,Dark Red,Steve Lacy,38416811
86,KICK BACK,Kenshi Yonezu,36733256
87,Mary On A Cross,Ghost,24829279
88,Just Wanna Rock,Lil Uzi Vert,49483519
89,lovely (with Khalid),Billie Eilish; Khalid,39806070
