ID,Track,Singer(s),Stream
1,As It Was,Harry Styles,273890893
2,First Class,Jack Harlow,128589193
3,Heat Waves,Glass Animals,110596249
4,STAY (with Justin Bieber),The Kid LAROI; Justin Bieber,90015527
5,Bam Bam (feat. Ed Sheeran),Camila Cabello; Ed Sheeran,86920325
6,Una Noche en Medellín,Cris Mj,69917312
7,Cold Heart - PNAU Remix,Elton John; Dua Lipa; PNAU,77276166
8,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons; JID; Arcane; League of Legends,72124958
9,PROVENZA,KAROL G,108115281
10,MAMIII,Becky G; KAROL G,69074603
11,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X; Jack Harlow,69822171
12,MIDDLE OF THE NIGHT,Elley Duhé,76023192
13,Envolver,Anitta,61586836
14,Paulo Londra: Bzrp Music Sessions Vol. 23,Bizarrap; Paulo Londra,39046732
15,WAIT FOR U (feat. Drake & Tems),Future; Drake; Tems,63603205
16,That That (prod. & feat. SUGA of BTS),PSY; SUGA,44752390
17,Ghost,Justin Bieber,67061978
18,Desesperados,Rauw Alejandro; Chencho Corleone,59987766
19,Woman,Doja Cat,62076029
20,abcdefu,GAYLE,57513659
21,Shivers,Ed Sheeran,61904195
22,X ÚLTIMA VEZ,Daddy Yankee; Bad Bunny,51109318
23,good 4 u,Olivia Rodrigo,55773236
24,Where Are You Now,Lost Frequencies; Calum Scott,57059024
25,THATS WHAT I WANT,Lil Nas X,51469732
26,Wait a Minute!,WILLOW,51390480
27,Jordan,Ryan Castro,51073079
28,Easy On Me,Adele,53338268
29,Fuera del mercado,Danny Ocean,49209470
30,Pepas,Farruko,50086945
31,Bad Habits,Ed Sheeran,52428936
32,Honest (feat. Don Toliver),Justin Bieber; Don Toliver,29379627
33,The Motto,Tiësto; Ava Max,52862976
34,Another Love,Tom Odell,50075921
35,Thousand Miles,The Kid LAROI,42197764
36,Watermelon Sugar,Harry Styles,51648076
37,My Universe,Coldplay; BTS,45734470
38,Blinding Lights,The Weeknd,48980836
39,Sweater Weather,The Neighbourhood,47193821
40,With you,Jimin; HA SUNG WOON,22066481
41,Dandelions,Ruth B.,48511947
42,Light Switch,Charlie Puth,44863763
43,Boyfriend,Dove Cameron,43573130
44,traitor,Olivia Rodrigo,43734270
45,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy; Bad Bunny; Julieta Venegas,41360144
46,I'M ON ONE (feat. Drake),Future; Drake,12719920
47,About Damn Time,Lizzo,103621488
48,Infinity,Jaymes Young,40730776
49,Kiss Me More (feat. SZA),Doja Cat; SZA,42338412
50,Plan A,Paulo Londra,25513713
51,PUFFIN ON ZOOTIEZ,Future,35405482
52,I Love You So,The Walters,39907306
53,Need to Know,Doja Cat,39458142
54,Yonaguni,Bad Bunny,40734166
55,drivers license,Olivia Rodrigo,40620517
56,In The Stars,Benson Boone,38917010
57,505,Arctic Monkeys,38134374
58,Levitating (feat. DaBaby),Dua Lipa; DaBaby,41071461
59,Save Your Tears,The Weeknd,38793625
60,Happier Than Ever,Billie Eilish,36160784
61,deja vu,Olivia Rodrigo,37480729
62,House of Memories,Panic! At The Disco,41994326
63,Angel Baby,Troye Sivan,36253109
64,Pantysito,Alejo; Feid; ROBI,32510452
65,Bones,Imagine Dragons,35492191
66,MONTERO (Call Me By Your Name),Lil Nas X,34544797
67,Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,The Weeknd; Ariana Grande,36448287
68,LOVE DIVE,IVE,30422284
69,712PM,Future,4902950
70,Medallo,Blessd; Justin Quiles; Lenny Tavárez,27133136
71,Yo Voy (feat. Daddy Yankee),Zion & Lennox,33963628
72,ULTRA SOLO,Polimá Westcoast; Pailita,47482655
73,Dynamite,BTS,29336814
74,Butter,BTS,30770186
75,Softcore,The Neighbourhood,32152016
76,DÁKITI,Bad Bunny; Jhayco,31439774
77,Without Me,Eminem,34909276
78,Si Quieren Frontear,Duki; De La Ghetto; Quevedo,26653616
79,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber; Daniel Caesar; Giveon,33037436
80,ZOOM,Jessi,28910859
81,Flowers,Lauren Spencer Smith,16884862
82,Yellow,Coldplay,31758771
83,Demasiadas Mujeres,C. Tangana,22011016
84,Believer,Imagine Dragons,32521829
85,Beautiful Girl,Luciano,33681138
86,When You're Gone,Shawn Mendes,29170019
87,No Role Modelz,J. Cole,35231794
88,lovely (with Khalid),Billie Eilish; Khalid,32278184
89,Toxic,BoyWithUke,28326657
90,Do It To It,ACRAZE; Cherish,32877137
91,Cool for the Summer,Demi Lovato,29254218
92,she's all i wanna be,Tate McRae,33873453
93,Payphone,Maroon 5; Wiz Khalifa,30773084
94,I'M DAT N****,Future,2741731
95,Beggin',Måneskin,31935986
96,A Tu Merced,Bad Bunny,18925737
97,Tacones Rojos,Sebastian Yatra,29018188
98,Todo De Ti,Rauw Alejandro,29363287
99,In My Head,Lil Tjay,14720976
100,The Real Slim Shady,Eminem,31020691
101,One Right Now (with The Weeknd),Post Malone; The Weeknd,30954481
102,TUS LÁGRIMAS,Mora; Sech,31129797
103,Mon Amour - Remix,zzoilo; Aitana,26537136
104,Bohemian Rhapsody - Remastered 2011,Queen,29591857
105,Chale,Eden Muñoz,11915199
106,No Ouvidinho,Felipe Amorim,11277750
107,Don't Start Now,Dua Lipa,31651538
108,Dark Red,Steve Lacy,28172290
109,Adore You,Harry Styles,30872631
110,KEEP IT BURNIN (feat. Kanye West),Future; Kanye West,2667040
111,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,29608284
112,Pasoori,Shae Gill; Ali Sethi,31498072
113,Counting Stars,OneRepublic,29672055
114,We Don't Talk About Bruno,Carolina Gaitán - La Gaita; Mauro Castillo; Adassa; Rhenzy Feliz; Diane Guerrero; Stephanie Beatriz; Encanto - Cast,6933297
115,Blank Space,Taylor Swift,29083112
116,love nwantiti (ah ah ah),CKay,28288427
117,sentaDONA (Remix) s2,Davi Kneip; Mc Frog; Dj Gabriel do Borel; Luísa Sonza,10489262
118,Something In The Way - Remastered,Nirvana,10453000
119,Starlight,Dave,9578034
120,LA CANCIÓN,J Balvin; Bad Bunny,12055567
121,Someone You Loved,Lewis Capaldi,29732219
122,Tiago PZK: Bzrp Music Sessions Vol. 48,Bizarrap; Tiago PZK,6182187
123,DANÇARINA,PEDRO SAMPAIO; Mc Pedrinho,8027055
124,Locked out of Heaven,Bruno Mars,27894317
125,Smells Like Teen Spirit - Remastered,Nirvana,28259438
126,Revenge,XXXTENTACION,23123284
127,Shape of You,Ed Sheeran,28128481
128,You Right,Doja Cat; The Weeknd,26746445
129,Unstoppable,Sia,28908170
130,Lost,Frank Ocean,15906604
131,Mr. Brightside,The Killers,26764975
132,10 Things I Hate About You,Leah Kate,28993444
133,İmdat,cakal,2390823
134,Leave The Door Open,Bruno Mars; Anderson .Paak; Silk Sonic,14483732
135,Cayó La Noche (feat. Cruz Cafuné Abhir Hathi Bejo EL IMA) [Remix],La Pantera; Quevedo; Juseph; Abhir Hathi; Bejo; Cruz Cafuné; EL IMA,5855636
136,Daddy Issues,The Neighbourhood,21395823
137,The Nights,Avicii,26868961
138,Heather,Conan Gray,22227616
139,Riptide,Vance Joy,27094989
140,Falling,Harry Styles,19423922
141,Termina Comigo Antes,Gusttavo Lima,9009273
142,Notion,The Rare Occasions,4993866
143,Freaks,Surf Curse,17925712
144,La Santa,Bad Bunny; Daddy Yankee,8891006
145,happier,Olivia Rodrigo,22156089
146,Sweetest Pie,Megan Thee Stallion; Dua Lipa,29421661
147,Lose Yourself - From "8 Mile" Soundtrack,Eminem,28062335
148,Perfect,Ed Sheeran,26369396
149,jealousy jealousy,Olivia Rodrigo,19815716
150,Numb Little Bug,Em Beihold,4421341
151,Oh My God,Adele,8731116
152,Volví,Aventura; Bad Bunny,9736162
153,MONEY,LISA,4109675
154,Gangsta's Paradise,Coolio; L.V.,26626344
155,Desenrola Bate Joga de Ladin (feat. DJ Biel do Furduncinho),L7NNON; Os Hawaianos; DJ Bel da CDD; DJ Biel do Furduncinho,1527012
156,One Dance,Drake; Wizkid; Kyla,26482540
157,Die For You,The Weeknd,26195111
158,After Dark,Mr.Kitty,25715233
159,Tom's Diner,AnnenMayKantereit; Giant Rooks,8977986
160,favorite crime,Olivia Rodrigo,18097422
161,There's Nothing Holdin' Me Back,Shawn Mendes,21749937
162,Wake Me Up,Avicii,23891320
163,Mal Feito - Ao Vivo,Hugo & Guilherme; Marília Mendonça,4259796
164,Iris,The Goo Goo Dolls,27264137
165,See You Again (feat. Kali Uchis),Tyler; The Creator; Kali Uchis,4951480
166,Vampiro,Matuê; WIU; Teto,10705129
167,Still D.R.E.,Dr. Dre; Snoop Dogg,15203373
168,Better Days (NEIKED x Mae Muller x Polo G),NEIKED; Mae Muller; Polo G,4007259
169,Golden,Harry Styles,13895804
170,FOR A NUT (feat. Gunna & Young Thug),Future; Gunna; Young Thug,763909
171,Balanço da Rede,Matheus Fernandes; Xand Avião,10891117
172,Dance Monkey,Tones And I,14601600
173,LOVE YOU BETTER,Future,1561382
174,Take Me To Church,Hozier,17023955
175,RUMBATÓN,Daddy Yankee,3872296
176,ERRO PLANEJADO - Ao Vivo,Luan Santana; Henrique & Juliano,7944666
177,San Lucas,Kevin Kaarl,21073624
178,Circles,Post Malone,22351354
179,this is what falling in love feels like,JVKE,1505436
180,Nail Tech,Jack Harlow,11285652
181,2step (feat. Lil Baby),Ed Sheeran; Lil Baby,4214584
182,Mount Everest,Labrinth,4015631
183,Ya No Somos Ni Seremos,Christian Nodal,2402302
184,Knife Talk (with 21 Savage ft. Project Pat),Drake; 21 Savage; Project Pat,6439059
185,Why'd You Only Call Me When You're High?,Arctic Monkeys,3914763
186,Mood (feat. iann dior),24kGoldn; iann dior,736398
187,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Daft Punk; Pharrell Williams; Nile Rodgers,734111
188,No Lie,Sean Paul; Dua Lipa,3843535
189,Bored,Billie Eilish,3883143
190,Love Yourself,Justin Bieber,7121133
191,Hope,XXXTENTACION,729167
192,Something Just Like This,The Chainsmokers; Coldplay,8810927
193,Do I Wanna Know?,Arctic Monkeys,8707422
194,Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis; Macklemore; Ryan Lewis; Ray Dalton,11199094
195,Señorita,Shawn Mendes; Camila Cabello,14336892
196,Every Breath You Take,The Police,4772272
197,sun and moon,anees,3025297
198,Starboy,The Weeknd; Daft Punk,11942109
199,Where Did You Go? (feat. MNEK),Jax Jones; MNEK,29888418
200,Talking to the Moon,Bruno Mars,3790552
201,Till I Collapse,Eminem; Nate Dogg,18958748
202,Moth To A Flame (with The Weeknd),Swedish House Mafia; The Weeknd,3179707
203,The Night We Met,Lord Huron,1555264
204,Fingers Crossed,Lauren Spencer Smith,3138719
205,Photograph,Ed Sheeran,11932350
206,Te Felicito,Shakira; Rauw Alejandro,38534411
207,Just the Way You Are,Bruno Mars,3125202
208,The Hills,The Weeknd,1520444
209,All of Me,John Legend,3125578
210,Say You Won't Let Go,James Arthur,3092541
211,Sign of the Times,Harry Styles,3949212
212,Space Song,Beach House,746304
213,When I Was Your Man,Bruno Mars,1511864
214,FEARLESS,LE SSERAFIM,23162857
215,Don't Be Shy,Tiësto; KAROL G,9152527
216,Shallow,Lady Gaga; Bradley Cooper,2341548
217,Crazy What Love Can Do,David Guetta; Becky Hill; Ella Henderson,14254920
218,Memories,Maroon 5,3119413
219,positions,Ariana Grande,2324438
220,Skyline,Khalid,841548
221,Love Me More,Sam Smith,823307
222,Stan,Eminem; Dido,3173968
223,Volando - Remix,Mora; Bad Bunny; Sech,2682732
224,I Gotta Feeling,Black Eyed Peas,1647104
225,In Da Club,50 Cent,779108
226,Sweet Child O' Mine,Guns N' Roses,3253770
227,Moscow Mule,Bad Bunny,141805715
228,Después de la Playa,Bad Bunny,88315759
229,Me Porto Bonito,Bad Bunny; Chencho Corleone,136691018
230,Tarot,Bad Bunny; Jhayco,85773928
231,Tití Me Preguntó,Bad Bunny,117362486
232,Un Ratito,Bad Bunny,75525247
233,Party,Bad Bunny; Rauw Alejandro,106751216
234,Ojitos Lindos,Bad Bunny; Bomba Estéreo,138577311
235,Yo No Soy Celoso,Bad Bunny,67548432
