ID,Track,Singer(s),Stream
1,As It Was,Harry Styles,295607460
2,Heat Waves,Glass Animals,123152046
3,STAY (with Justin Bieber),The Kid LAROI; Justin Bieber,98785819
4,Envolver,Anitta,83086889
5,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons; JID; Arcane; League of Legends,88105491
6,Cold Heart - PNAU Remix,Elton John; Dua Lipa; PNAU,82682426
7,Plan A,Paulo Londra,61677865
8,abcdefu,GAYLE,73986736
9,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X; Jack Harlow,80213217
10,When You're Gone,Shawn Mendes,49045264
11,MAMIII,Becky G; KAROL G,72688788
12,Ghost,Justin Bieber,71857523
13,Desesperados,Rauw Alejandro; Chencho Corleone,68203677
14,MIDDLE OF THE NIGHT,Elley Duhé,72066814
15,Una Noche en Medellín,Cris Mj,75148291
16,Bam Bam (feat. Ed Sheeran),Camila Cabello; Ed Sheeran,83013430
17,Shivers,Ed Sheeran,66921091
18,Woman,Doja Cat,68001952
19,Easy On Me,Adele,62109440
20,In My Head,Lil Tjay,43690084
21,THATS WHAT I WANT,Lil Nas X,60862547
22,Where Are You Now,Lost Frequencies; Calum Scott,59003113
23,good 4 u,Olivia Rodrigo,62156191
24,Bad Habits,Ed Sheeran,57072762
25,The Motto,Tiësto; Ava Max,56118314
26,Boyfriend,Dove Cameron,52977516
27,Pepas,Farruko,55620746
28,My Universe,Coldplay; BTS,53268392
29,Infinity,Jaymes Young,48896797
30,Another Love,Tom Odell,51590691
31,Blinding Lights,The Weeknd,51747635
32,Fuera del mercado,Danny Ocean,58566247
33,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy; Bad Bunny; Julieta Venegas,47145747
34,I Love You So,The Walters,45694717
35,Sweater Weather,The Neighbourhood,48743128
36,X ÚLTIMA VEZ,Daddy Yankee; Bad Bunny,58017709
37,Need to Know,Doja Cat,46244368
38,Light Switch,Charlie Puth,50515877
39,Watermelon Sugar,Harry Styles,49263089
40,Yonaguni,Bad Bunny,44252016
41,Dandelions,Ruth B.,47307474
42,Do It To It,ACRAZE; Cherish,39152944
43,Kiss Me More (feat. SZA),Doja Cat; SZA,46985220
44,traitor,Olivia Rodrigo,48537143
45,Levitating (feat. DaBaby),Dua Lipa; DaBaby,42168531
46,Starlight,Dave,35411777
47,We Don't Talk About Bruno,Carolina Gaitán - La Gaita; Mauro Castillo; Adassa; Rhenzy Feliz; Diane Guerrero; Stephanie Beatriz; Encanto - Cast,34257615
48,Cool for the Summer,Demi Lovato,36177439
49,Save Your Tears,The Weeknd,41333371
50,up at night (feat. justin bieber),Kehlani; Justin Bieber,4818770
51,Something In The Way - Remastered,Nirvana,32494612
52,drivers license,Olivia Rodrigo,44653662
53,Jordan,Ryan Castro,45630301
54,Without Me,Eminem,36187767
55,Pantysito,Alejo; Feid; ROBI,37849445
56,Medallo,Blessd; Justin Quiles; Lenny Tavárez,35558619
57,Softcore,The Neighbourhood,35414152
58,MONTERO (Call Me By Your Name),Lil Nas X,36939627
59,Yo Voy (feat. Daddy Yankee),Zion & Lennox,36033253
60,Happier Than Ever,Billie Eilish,41093881
61,505,Arctic Monkeys,38193193
62,Me Arrepentí,Ak4:20; Pailita; Cris Mj,19657333
63,Bones,Imagine Dragons,36907630
64,DÁKITI,Bad Bunny; Jhayco,34598124
65,Cayó La Noche (feat. Cruz Cafuné Abhir Hathi Bejo EL IMA) [Remix],La Pantera; Quevedo; Juseph; Abhir Hathi; Bejo; Cruz Cafuné; EL IMA,30995739
66,Sigue,J Balvin; Ed Sheeran,13413289
67,Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,The Weeknd; Ariana Grande,38414920
68,Tom's Diner,AnnenMayKantereit; Giant Rooks,31147240
69,she's all i wanna be,Tate McRae,33968754
70,Beggin',Måneskin,32322441
71,DANÇARINA,PEDRO SAMPAIO; Mc Pedrinho,30015650
72,deja vu,Olivia Rodrigo,38619111
73,Tacones Rojos,Sebastian Yatra,32720143
74,Sweetest Pie,Megan Thee Stallion; Dua Lipa,30288395
75,Mon Amour - Remix,zzoilo; Aitana,31552949
76,The Real Slim Shady,Eminem,31749347
77,Wait a Minute!,WILLOW,45881220
78,RUMBATÓN,Daddy Yankee,27904788
79,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber; Daniel Caesar; Giveon,34063061
80,sentaDONA (Remix) s2,Davi Kneip; Mc Frog; Dj Gabriel do Borel; Luísa Sonza,29826136
81,Mount Everest,Labrinth,27783391
82,love nwantiti (ah ah ah),CKay,31103039
83,Yellow,Coldplay,35429830
84,Toxic,BoyWithUke,31726267
85,Don't Start Now,Dua Lipa,31287288
86,A Tu Merced,Bad Bunny,30917248
87,Oh My God,Adele,29172252
88,One Right Now (with The Weeknd),Post Malone; The Weeknd,31026324
89,Golden,Harry Styles,25673734
90,Lost,Frank Ocean,29961974
91,Believer,Imagine Dragons,32173122
92,Demasiadas Mujeres,C. Tangana,33230160
93,Todo De Ti,Rauw Alejandro,30579933
94,Soy El Unico,Yahritza Y Su Esencia,21715698
95,Adore You,Harry Styles,28744342
96,Butter,BTS,33768417
97,Numb Little Bug,Em Beihold,28811469
98,Si Quieren Frontear,Duki; De La Ghetto; Quevedo,31914546
99,Volví,Aventura; Bad Bunny,28033278
100,Lose Yourself - From "8 Mile" Soundtrack,Eminem,28810019
101,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,30106586
102,Still D.R.E.,Dr. Dre; Snoop Dogg,27963852
103,No Role Modelz,J. Cole,31128767
104,lovely (with Khalid),Billie Eilish; Khalid,31395300
105,Moth To A Flame (with The Weeknd),Swedish House Mafia; The Weeknd,28918852
106,Fingers Crossed,Lauren Spencer Smith,23672596
107,Chale,Eden Muñoz,28321232
108,Someone You Loved,Lewis Capaldi,29328260
109,La Santa,Bad Bunny; Daddy Yankee,27445131
110,Dark Red,Steve Lacy,29898373
111,Smells Like Teen Spirit - Remastered,Nirvana,28913846
112,Notion,The Rare Occasions,27138506
113,Dynamite,BTS,31539518
114,Tiago PZK: Bzrp Music Sessions Vol. 48,Bizarrap; Tiago PZK,26982352
