ID,Track,Singer(s),Stream
1,Heat Waves,Glass Animals,124289514
2,abcdefu,GAYLE,106111824
3,STAY (with Justin Bieber),The Kid LAROI; Justin Bieber,107847666
4,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons; JID; Arcane; League of Legends,103371145
5,Cold Heart - PNAU Remix,Elton John; Dua Lipa; PNAU,94096199
6,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X; Jack Harlow,88509836
7,Easy On Me,Adele,84499580
8,We Don't Talk About Bruno,Carolina Gaitán - La Gaita; Mauro Castillo; Adassa; Rhenzy Feliz; Diane Guerrero; Stephanie Beatriz; Encanto - Cast,77071387
9,Shivers,Ed Sheeran,73418494
10,Desesperados,Rauw Alejandro; Chencho Corleone,77036894
11,Infinity,Jaymes Young,67858047
12,pushin P (feat. Young Thug),Gunna; Future; Young Thug,56833505
13,Woman,Doja Cat,63201131
14,Do It To It,ACRAZE; Cherish,58435497
15,Pepas,Farruko,63952348
16,Bad Habits,Ed Sheeran,60318149
17,THATS WHAT I WANT,Lil Nas X,66065089
18,My Universe,Coldplay; BTS,57883196
19,Ghost,Justin Bieber,62523178
20,I Love You So,The Walters,55743648
21,good 4 u,Olivia Rodrigo,54846204
22,Light Switch,Charlie Puth,48925076
23,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy; Bad Bunny; Julieta Venegas,54864020
24,Yonaguni,Bad Bunny,52484948
25,Where Are You Now,Lost Frequencies; Calum Scott,55416988
26,Surface Pressure - From "Encanto"/Soundtrack Version,Jessica Darrow,44041874
27,Sacrifice,The Weeknd,40039735
28,Kiss Me More (feat. SZA),Doja Cat; SZA,46934471
29,Need to Know,Doja Cat,47996826
30,Fingers Crossed,Lauren Spencer Smith,39195777
31,The Motto,Tiësto; Ava Max,50801281
32,Toxic,BoyWithUke,45492830
33,Blinding Lights,The Weeknd,48498146
34,Sweater Weather,The Neighbourhood,46628096
35,Softcore,The Neighbourhood,43918371
