ID,Track,Singer(s),Stream
1,I Don't Care (with Justin Bieber),Ed Sheeran; Justin Bieber,161809165
2,bad guy,Billie Eilish,153252008
3,Old Town Road - Remix,Lil Nas X; Billy Ray Cyrus,138201323
4,Otro Trago,Sech; Darell,103106037
5,Old Town Road,Lil Nas X,74395486
6,If I Can't Have You,Shawn Mendes,85474651
7,Con Calma,Daddy Yankee; Snow,81746493
8,Soltera - Remix,Lunay; Daddy Yankee; Bad Bunny,78721900
9,Someone You Loved,Lewis Capaldi,76171246
10,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,72126165
11,The London (feat. J. Cole & Travis Scott),Young Thug; J. Cole; Travis Scott,67196627
12,Sucker,Jonas Brothers,74194063
13,SOS,Avicii; Aloe Blacc,15260619
14,Never Really Over,Katy Perry,74441378
15,EARFQUAKE,Tyler; The Creator,57608225
16,7 rings,Ariana Grande,59934001
17,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran; Chance the Rapper; PnB Rock,60710938
18,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix; Macklemore; Fall Out Boy,62297555
19,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift; Brendon Urie; Panic! At The Disco,50848886
20,Talk (feat. Disclosure),Khalid; Disclosure,55547308
21,Truth Hurts,Lizzo,55217281
22,Mother's Daughter,Miley Cyrus,43161347
23,Shallow,Lady Gaga; Bradley Cooper,54015576
24,Don't Call Me Up,Mabel,47582206
25,Piece Of Your Heart,MEDUZA; Goodboys,60299643
26,Tal Vez,Paulo Londra,48509885
27,Calma - Remix,Pedro Capó; Farruko,47445842
28,Pa Mí - Remix,Dalex; Rafa Pabön; KHEA; Sech; Feid; Cazzu; Lenny Tavárez,48541804
29,Wow.,Post Malone,49466898
30,Te Robaré,Nicky Jam; Ozuna,50978484
31,Verte Ir,DJ Luian; Mambo Kingz; Anuel AA; Nicky Jam; Darell; Brytiago,46572087
32,Suge,DaBaby,46990756
33,Happier,Marshmello; Bastille,47636583
34,Easier,5 Seconds of Summer,41292400
35,Sweet but Psycho,Ava Max,43758200
36,Con Altura,ROSALÍA; J Balvin; El Guincho,46011738
37,bury a friend,Billie Eilish,44442427
38,Press,Cardi B,17160465
39,HP,Maluma,41396557
40,Here With Me,Marshmello; CHVRCHES,36305695
41,when the party's over,Billie Eilish,45634534
42,Dancing With A Stranger (with Normani),Sam Smith; Normani,40850926
43,Callaita,Bad Bunny; Tainy,84851405
44,Find U Again (feat. Camila Cabello),Mark Ronson; Camila Cabello,32951685
45,Pop Out (feat. Lil Tjay),Polo G; Lil Tjay,43575659
46,11 PM,Maluma,47436164
47,Without Me,Halsey,40567904
48,Go Loko (feat. Tyga Jon Z),YG; Tyga; Jon Z,45713445
