ID,Track,Singer(s),Stream
1,Señorita,Shawn Mendes; Camila Cabello,272059379
2,I Don't Care (with Justin Bieber),Ed Sheeran; Justin Bieber,147416583
3,bad guy,Billie Eilish,123907893
4,Beautiful People (feat. Khalid),Ed Sheeran; Khalid,138203196
5,Old Town Road - Remix,Lil Nas X; Billy Ray Cyrus,130284505
6,Panini,Lil Nas X,82297784
7,Money In The Grave (Drake ft. Rick Ross),Drake; Rick Ross,82468764
8,Callaita,Bad Bunny; Tainy,94570852
9,You Need To Calm Down,Taylor Swift,65846006
10,Otro Trago,Sech; Darell,80624940
11,Never Really Over,Katy Perry,61178823
12,If I Can't Have You,Shawn Mendes,64511472
13,Con Calma,Daddy Yankee; Snow,69437050
14,QUE PRETENDES,J Balvin; Bad Bunny,60678620
15,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,73759353
16,Soltera - Remix,Lunay; Daddy Yankee; Bad Bunny,70708791
17,Someone You Loved,Lewis Capaldi,76864536
18,Piece Of Your Heart,MEDUZA; Goodboys,69115054
19,Call You Mine,The Chainsmokers; Bebe Rexha,56503638
20,LA CANCIÓN,J Balvin; Bad Bunny,64243748
21,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix; Macklemore; Fall Out Boy,56914853
22,Old Town Road,Lil Nas X,44267816
23,Truth Hurts,Lizzo,68784895
24,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake; J Balvin; Tyga,77058946
25,Sucker,Jonas Brothers,55294503
26,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran; Chance the Rapper; PnB Rock,58521517
27,Rodeo,Lil Nas X; Cardi B,42261816
28,The London (feat. J. Cole & Travis Scott),Young Thug; J. Cole; Travis Scott,51118022
29,No Guidance (feat. Drake),Chris Brown; Drake,48123648
30,Ransom,Lil Tecca,66237333
31,It's You,Ali Gatie,53817248
32,Higher Love,Kygo; Whitney Houston,50669010
