ID,Track,Singer(s),Stream
1,bad guy,Billie Eilish,173515618
2,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift; Brendon Urie; Panic! At The Disco,94858493
3,Old Town Road - Remix,Lil Nas X; Billy Ray Cyrus,146732792
4,Old Town Road,Lil Nas X,93506996
5,SOS (feat. Aloe Blacc),Avicii; Aloe Blacc,89926631
6,Con Calma,Daddy Yankee; Snow,85027740
7,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,85537615
8,7 rings,Ariana Grande,78067645
9,Sucker,Jonas Brothers,82222330
10,Boy With Luv (feat. Halsey),BTS; Halsey,62825815
11,Talk (feat. Disclosure),Khalid; Disclosure,73543637
12,bury a friend,Billie Eilish,60613944
13,Shallow,Lady Gaga; Bradley Cooper,66854518
14,Wow.,Post Malone,61616986
15,Don't Call Me Up,Mabel,63153567
16,when the party's over,Billie Eilish,55071567
17,Kill This Love,BLACKPINK,49938203
18,Pa Mí - Remix,Dalex; Rafa Pabön; KHEA; Sech; Feid; Cazzu; Lenny Tavárez,56892939
19,wish you were gay,Billie Eilish,47386370
20,HP,Maluma,55292207
21,Calma - Remix,Pedro Capó; Farruko,53835555
22,Sweet but Psycho,Ava Max,54779518
23,Here With Me,Marshmello; CHVRCHES,55899205
24,Happier,Marshmello; Bastille,54187898
25,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie; 6ix9ine,46342398
26,Dancing With A Stranger (with Normani),Sam Smith; Normani,51155509
27,Verte Ir,DJ Luian; Mambo Kingz; Anuel AA; Nicky Jam; Darell; Brytiago,54041208
28,Without Me,Halsey,52375696
29,MIDDLE CHILD,J. Cole,47950262
30,Tal Vez,Paulo Londra,54907161
31,Con Altura,ROSALÍA; J Balvin; El Guincho,51042516
32,Te Robaré,Nicky Jam; Ozuna,51757445
33,i'm so tired...,Lauv; Troye Sivan,45967274
34,lovely (with Khalid),Billie Eilish; Khalid,45788562
35,thank u next,Ariana Grande,44087632
36,Earth,Lil Dicky,37573402
37,break up with your girlfriend i'm bored,Ariana Grande,42255101
38,Secreto,Anuel AA; KAROL G,42817769
39,Let Me Down Slowly,Alec Benjamin,39662001
40,On My Way,Alan Walker; Sabrina Carpenter; Farruko,40821435
41,Sanguine Paradise,Lil Uzi Vert,36521458
42,High Hopes,Panic! At The Disco,41970723
43,So Am I,Ava Max,46122210
44,Going Bad (feat. Drake),Meek Mill; Drake,37510327
45,Someone You Loved,Lewis Capaldi,68952275
46,Truth Hurts,Lizzo,58318398
47,Murder On My Mind,YNW Melly,34774356
48,you should see me in a crown,Billie Eilish,32321027
49,Walk Me Home,P!nk,31688095
50,Baila Baila Baila,Ozuna,30468406
51,Eastside (with Halsey & Khalid),benny blanco; Halsey; Khalid,38851483
52,Power is Power (feat. The Weeknd & Travis Scott),SZA; The Weeknd; Travis Scott; Game of Thrones,22067667
53,Paradise,Bazzi,48059833
54,Carry On (from the Original Motion Picture "POKÉMON Detective Pikachu"),Kygo; Rita Ora,47744560
55,Piece Of Your Heart,MEDUZA; Goodboys,48313721
56,Who Do You Love,The Chainsmokers; 5 Seconds of Summer,34162785
57,Vossi Bop,Stormzy,33061765
58,Better,Khalid,34750981
59,Pure Water (with Migos),Mustard; Migos,35170146
60,Taki Taki (with Selena Gomez Ozuna & Cardi B),DJ Snake; Selena Gomez; Ozuna; Cardi B,34850365
61,Better Now,Post Malone,34911733
62,Te Vi,Piso 21; Micro TDH,34093026
63,Bohemian Rhapsody - Remastered 2011,Queen,36124590
64,all the good girls go to hell,Billie Eilish,28458005
65,my strange addiction,Billie Eilish,28527571
66,SICKO MODE,Travis Scott,33881188
67,MIA,Bad Bunny; Drake,32769796
68,Be Alright,Dean Lewis,31649790
69,Outta My Head (with John Mayer),Khalid; John Mayer,25774937
70,Desconocidos,Mau y Ricky; Manuel Turizo; Camilo,30413062
71,Contra La Pared,Sean Paul; J Balvin,35212186
72,rockstar (feat. 21 Savage),Post Malone; 21 Savage,33466218
73,Giant (with Rag'n'Bone Man),Calvin Harris; Rag'n'Bone Man,31987894
74,3 Nights,Dominic Fike,39195386
75,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5; Cardi B,32483667
76,xanny,Billie Eilish,26439899
77,Adan y Eva,Paulo Londra,31151446
78,Lucid Dreams,Juice WRLD,31566938
79,Light It Up (with Tyga & Chris Brown),Marshmello; Tyga; Chris Brown,17573565
80,Otro Trago,Sech; Darell,84871826
81,Robbery,Juice WRLD,29690771
82,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding; Diplo; Swae Lee,28148857
83,Bad Liar,Imagine Dragons,28940440
84,SAD!,XXXTENTACION,29642406
85,Que Mas Pues - Remix,Sech; Justin Quiles; Maluma; Nicky Jam; Farruko; Dalex; Lenny Tavárez,33937998
86,Shape of You,Ed Sheeran,31842747
87,Un Año,Sebastian Yatra; Reik,27219015
88,Sixteen,Ellie Goulding,32610556
89,Saturday Nights,Khalid,24106137
90,I Can’t Get Enough (benny blanco Selena Gomez J Balvin Tainy),benny blanco; Selena Gomez; J Balvin; Tainy,25180871
91,Youngblood,5 Seconds of Summer,28925569
92,Look Back at It,A Boogie Wit da Hoodie,27679544
93,Amanece,Anuel AA; Haze,27359802
94,Baila Baila Baila - Remix,Ozuna; Daddy Yankee; J Balvin; Farruko; Anuel AA,32587088
95,Esclavo de Tus Besos,Manuel Turizo; Ozuna,28235906
96,Mixed Personalities (feat. Kanye West),YNW Melly; Kanye West,24858076
97,Envy Me,Calboy,26872912
98,Drip Too Hard (Lil Baby & Gunna),Lil Baby; Gunna,26378048
99,a lot,21 Savage,23730390
100,I Like Me Better,Lauv,26131251
101,i love you,Billie Eilish,23888067
102,Moonlight,XXXTENTACION,26971714
103,Believer,Imagine Dragons,28133244
104,Ella Quiere Beber - Remix,Anuel AA; Romeo Santos,25306426
105,Floating (feat. 21 Savage),ScHoolboy Q; 21 Savage,6512806
106,2002,Anne-Marie,26721068
107,Perfect,Ed Sheeran,27675728
108,Faucet Failure,Ski Mask The Slump God,19486391
109,Don't Stop Me Now - Remastered 2011,Queen,26008990
110,Pop Out (feat. Lil Tjay),Polo G; Lil Tjay,37414035
111,Aullando,Wisin & Yandel; Romeo Santos,26908181
112,Always Remember Us This Way,Lady Gaga,25594827
113,In My Mind,Dynoro; Gigi D'Agostino,26094087
114,Please Me,Cardi B; Bruno Mars,23036467
115,I Like It,Cardi B; Bad Bunny; J Balvin,26024159
116,idontwannabeyouanymore,Billie Eilish,20893534
117,Si Se Da,Myke Towers; Farruko,26157824
118,Taste (feat. Offset),Tyga; Offset,24759401
119,Psycho (feat. Ty Dolla $ign),Post Malone; Ty Dolla $ign,23682791
120,MONOPOLY (with Victoria Monét),Ariana Grande; Victoria Monét,2283748
121,Body,Loud Luxury; Brando,24293543
122,What I Like About You (feat. Theresa Rex),Jonas Blue; Theresa Rex,28503499
123,Another One Bites The Dust - Remastered 2011,Queen,23998756
124,ocean eyes,Billie Eilish,23126537
