ID,Track,Singer(s),Stream
1,7 rings,Ariana Grande,204787738
2,bury a friend,Billie Eilish,107799765
3,Wow.,Post Malone,110350106
4,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,102031689
5,MIDDLE CHILD,J. Cole,82665563
6,Without Me,Halsey,87165890
7,Dancing With A Stranger (with Normani),Sam Smith; Normani,84281174
8,thank u next,Ariana Grande,102342101
9,Calma - Remix,Pedro Capó; Farruko,82632438
10,Sweet but Psycho,Ava Max,80288346
11,Taki Taki (with Selena Gomez Ozuna & Cardi B),DJ Snake; Selena Gomez; Ozuna; Cardi B,68420637
12,Shallow,Lady Gaga; Bradley Cooper,86965579
13,MIA,Bad Bunny; Drake,67150118
14,Secreto,Anuel AA; KAROL G,76469872
15,Happier,Marshmello; Bastille,104803929
16,Adan y Eva,Paulo Londra,60122986
17,High Hopes,Panic! At The Disco,60536448
18,Going Bad (feat. Drake),Meek Mill; Drake,64244313
19,SICKO MODE,Travis Scott,59522867
20,Giant (with Rag'n'Bone Man),Calvin Harris; Rag'n'Bone Man,54031683
21,Look Back at It,A Boogie Wit da Hoodie,52827825
22,Saturday Nights,Khalid,41464682
23,Baila Baila Baila,Ozuna,60718256
24,when the party's over,Billie Eilish,45852108
25,ZEZE (feat. Travis Scott & Offset),Kodak Black; Offset; Travis Scott,47421745
26,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson; Miley Cyrus,44675360
27,Hope,The Chainsmokers; Winona Oak,25920942
28,i'm so tired...,Lauv; Troye Sivan,56816389
29,Drip Too Hard (Lil Baby & Gunna),Lil Baby; Gunna,44074047
30,Eastside (with Halsey & Khalid),benny blanco; Halsey; Khalid,48663200
31,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding; Diplo; Swae Lee,40334827
32,Mo Bamba,Sheck Wes,41281355
33,Better Now,Post Malone,45042663
34,Desconocidos,Mau y Ricky; Manuel Turizo; Camilo,46195638
35,Nights Like This (feat. Ty Dolla $ign),Kehlani; Ty Dolla $ign,40165794
36,Bohemian Rhapsody - Remastered 2011,Queen,46168429
37,SAD!,XXXTENTACION,40284935
38,Be Alright,Dean Lewis,41990342
39,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5; Cardi B,44030402
