ID,Track,Singer(s),Stream
1,Dance Monkey,Tones And I,183385258
2,Lose You To Love Me,Selena Gomez,116344512
3,Memories Remix (feat. Nipsey Hussle & YG),Maroon 5; Nipsey Hussle; YG,127106867
4,Circles,Post Malone,118651653
5,HIGHEST IN THE ROOM,Travis Scott,97175634
6,Señorita,Shawn Mendes; Camila Cabello,96147275
7,Don't Start Now,Dua Lipa,108589200
8,Someone You Loved,Lewis Capaldi,98081485
9,Follow God,Kanye West,51765475
10,hot girl bummer,blackbear,83228624
11,RITMO (Bad Boys For Life),Black Eyed Peas; J Balvin,94182650
12,10000 Hours (with Justin Bieber),Dan + Shay; Justin Bieber,63450885
13,Beautiful People (feat. Khalid),Ed Sheeran; Khalid,64561945
14,Ride It,Regard,71282096
15,bad guy,Billie Eilish,66706899
16,Look At Her Now,Selena Gomez,51842834
17,China,Anuel AA; Daddy Yankee; KAROL G; J Balvin; Ozuna,63215604
18,Bandit (with YoungBoy Never Broke Again),Juice WRLD; YoungBoy Never Broke Again,55249678
19,How Do You Sleep?,Sam Smith,59339122
20,Lights Up,Harry Styles,61884610
21,Lalala,Y2K; bbno$,52929561
22,Trampoline (with ZAYN),SHAED; ZAYN,56366027
23,I Don't Care (with Justin Bieber),Ed Sheeran; Justin Bieber,53202314
24,Goodbyes (feat. Young Thug),Post Malone; Young Thug,50453450
25,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran; Camila Cabello; Cardi B,55013420
26,Liar,Camila Cabello,51160803
27,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,50797958
28,Good as Hell (feat. Ariana Grande) - Remix,Lizzo; Ariana Grande,45579729
29,Bad To You (with Normani & Nicki Minaj),Ariana Grande; Normani; Nicki Minaj,20299137
30,Adicto (with Anuel AA & Ozuna),Tainy; Anuel AA; Ozuna,48104228
31,Callaita,Bad Bunny; Tainy,46422264
32,LA CANCIÓN,J Balvin; Bad Bunny,48352942
33,Ransom,Lil Tecca,44267063
34,No Me Conoce - Remix,Jhayco; J Balvin; Bad Bunny,44135937
35,Panini,Lil Nas X,34297431
36,Graveyard,Halsey,38665362
37,ROXANNE,Arizona Zervas,107636782
38,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone; Ozzy Osbourne; Travis Scott,38526028
39,Old Town Road - Remix,Lil Nas X; Billy Ray Cyrus,36637173
40,Fantasias,Rauw Alejandro; Farruko,47908580
41,It's You,Ali Gatie,41962330
42,Truth Hurts,Lizzo,33803677
43,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake; J Balvin; Tyga,36880433
44,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug; Travis Scott; Gunna,40258383
45,Takeaway,The Chainsmokers; ILLENIUM; Lennon Stella,32732806
46,Si Te Vas,Sech; Ozuna,37441218
47,Lose Control,MEDUZA; Becky Hill; Goodboys,45738799
48,Que Tire Pa Lante,Daddy Yankee,46358091
49,Immortal,21 Savage,17805139
50,Yo x Ti Tu x Mi,ROSALÍA; Ozuna,35427716
51,Trigger,Major Lazer; Khalid; Death Stranding: Timefall; Diplo,28427092
52,Stuck In A Dream (feat. Gunna),Lil Mosey; Gunna,36692203
53,223's (feat. 9lokknine),YNW Melly; 9lokknine,37090638
54,Quizas,Rich Music LTD; Sech; Dalex; Justin Quiles; Lenny Tavárez; Feid; Wisin; Zion,35155057
55,Tutu,Camilo; Pedro Capó,33354487
56,Nice To Meet Ya,Niall Horan,32304819
57,Shallow,Lady Gaga; Bradley Cooper,35493226
58,Make It Right (feat. Lauv),BTS; Lauv,24174665
59,Whine Up,Nicky Jam; Anuel AA,39336513
60,On God,Kanye West,6164628
61,Used To Love (with Dean Lewis),Martin Garrix; Dean Lewis,25967373
62,Money In The Grave (Drake ft. Rick Ross),Drake; Rick Ross,31556317
63,Piece Of Your Heart,MEDUZA; Goodboys,30215828
64,No Guidance (feat. Drake),Chris Brown; Drake,31631116
65,Closed On Sunday,Kanye West,5950288
66,Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),Ariana Grande; Miley Cyrus; Lana Del Rey,21809200
67,Higher Love,Kygo; Whitney Houston,29876094
68,Camelot,NLE Choppa,29971642
69,Good Thing (with Kehlani),Zedd; Kehlani,26821591
70,Indeciso,Reik; J Balvin; Lalo Ebratt,33211304
71,Soltera - Remix,Lunay; Daddy Yankee; Bad Bunny,29873274
72,7 rings,Ariana Grande,31598132
73,Selah,Kanye West,4807257
74,Hate Me (with Juice WRLD),Ellie Goulding; Juice WRLD,28962122
75,Motivation,Normani,19046844
76,Happier,Marshmello; Bastille,29846977
77,Bohemian Rhapsody - Remastered 2011,Queen,29069737
78,Otro Trago - Remix,Sech; Ozuna; Anuel AA; Darell; Nicky Jam,27007711
79,Bruises,Lewis Capaldi,29331387
80,Everything We Need,Kanye West; Ty Dolla $ign; Ant Clemons,3929542
81,Orphans,Coldplay,26863808
82,Hot (feat. Gunna),Young Thug; Gunna,9893909
83,SICKO MODE,Travis Scott,26697730
84,Sucker,Jonas Brothers,27652442
85,I.F.L.Y.,Bazzi,26363253
86,Use This Gospel,Kanye West; Clipse; Kenny G,3796414
87,The London (feat. J. Cole & Travis Scott),Young Thug; J. Cole; Travis Scott,26129103
88,Saint-Tropez,Post Malone,24273645
89,lovely (with Khalid),Billie Eilish; Khalid,31994956
90,Roller,Apache 207,26422244
91,Aventura,Lunay; Ozuna; Anuel AA,35377108
92,VIBEZ,DaBaby,26157366
93,Teeth,5 Seconds of Summer,25594693
94,fuck i'm lonely,Lauv; Anne-Marie,27451740
95,DJ No Pare (feat. Zion Dalex Lenny Tavárez) - Remix,Justin Quiles; NATTI NATASHA; Farruko; Lenny Tavárez; Dalex; Zion,27649051
96,QUE PRETENDES,J Balvin; Bad Bunny,26168088
97,Wow.,Post Malone,26554947
98,11 PM,Maluma,25009754
99,Believer,Imagine Dragons,27630755
100,Feelings,Lauv,17065163
101,Easy,Camila Cabello,11584198
102,Con Altura,ROSALÍA; J Balvin; El Guincho,25788287
103,when the party's over,Billie Eilish,30270395
104,Enemies (feat. DaBaby),Post Malone; DaBaby,23903811
105,If I Can't Have You,Shawn Mendes,25644966
106,rockstar (feat. 21 Savage),Post Malone; 21 Savage,26146161
107,Lonely (with Jonas Brothers),Diplo; Jonas Brothers,11584177
108,thank u next,Ariana Grande,24861588
109,Post Malone (feat. RANI),Sam Feldt; RANI,24500278
110,Harleys In Hawaii,Katy Perry,9820750
111,Qué Pena,Maluma; J Balvin,24835865
112,Without Me,Halsey,26882181
113,BOP,DaBaby,31033628
114,Dancing With A Stranger (with Normani),Sam Smith; Normani,24521960
115,Que Calor,Major Lazer; J Balvin; El Alfa; Diplo,25940612
116,Shape of You,Ed Sheeran,25567528
117,Talk (feat. Disclosure),Khalid; Disclosure,23294114
118,Outnumbered,Dermot Kennedy,12626003
119,Hollywood's Bleeding,Post Malone,21709206
120,VALENTINO,24kGoldn,24637475
121,Lover,Taylor Swift,23496964
122,Sweet but Psycho,Ava Max,24407499
123,goosebumps,Travis Scott,23836392
124,F.N,Lil Tjay,22051708
125,boyfriend (with Social House),Ariana Grande; Social House,21959552
126,Only Human,Jonas Brothers,24744979
127,Love Me More,Trippie Redd,7691659
128,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5; Cardi B,24477275
129,Lucid Dreams,Juice WRLD,24280859
130,Eastside (with Halsey & Khalid),benny blanco; Halsey; Khalid,24276120
131,3 Nights,Dominic Fike,21167236
132,KARMA,Nimo,11677080
133,Con Calma,Daddy Yankee; Snow,21553357
134,God Is,Kanye West,1440715
135,Suge,DaBaby,22305567
136,Make No Sense,YoungBoy Never Broke Again,14755326
137,SUPREME - L'ego,Marracash; thasup; Sfera Ebbasta,9427138
138,El Favor (with Nicky Jam & Sech feat. Farruko Zion & Lunay),Dímelo Flow; Nicky Jam; Sech; Farruko; Zion; Lunay,15132676
139,Surtada - Remix Brega Funk,Dadá Boladão; Tati Zaqui; OIK,15330653
140,Baby (Lil Baby feat. DaBaby),Quality Control; Lil Baby; DaBaby,15428698
141,Say You Won't Let Go,James Arthur,24385806
142,Wieso tust Du dir das an?,Apache 207,11324215
143,Te Quemaste,Manuel Turizo; Anuel AA,15053523
144,You Need To Calm Down,Taylor Swift,22229708
145,Perfect,Ed Sheeran,23518878
146,Better Now,Post Malone,22118963
147,Thriller,Michael Jackson,765529
148,Water,Kanye West; Ant Clemons,761941
149,It Might Be Time,Tame Impala,761172
150,MIDDLE CHILD,J. Cole,20514090
151,Highway to Hell,AC/DC,749576
152,Behind Barz - Bonus,Drake,7394750
153,One Thing Right,Marshmello; Kane Brown,19498642
154,Did It Again,Lil Tecca,9723900
155,Goteo,Duki,3363887
156,Alocao (With Bad Gyal),Omar Montes; Bad Gyal,7487725
157,Some que ele vem atrás,Anitta; Marília Mendonça,5542019
158,Never Really Over,Katy Perry,17756888
159,Ballin' (with Roddy Ricch),Mustard; Roddy Ricch,23869856
160,Youngblood,5 Seconds of Summer,21831785
161,Don't Stop Me Now - Remastered 2011,Queen,20473572
162,I Like Me Better,Lauv,21181759
163,Be Alright,Dean Lewis,22164652
164,SAD!,XXXTENTACION,21368409
165,bury a friend,Billie Eilish,21309611
166,Calma - Remix,Pedro Capó; Farruko,18230486
167,Bad Bad Bad (feat. Lil Baby),Young Thug; Lil Baby,4682972
