ID,Track,Singer(s),Stream
1,Señorita,Shawn Mendes; Camila Cabello,217792809
2,China,Anuel AA; Daddy Yankee; KAROL G; J Balvin; Ozuna,137923428
3,Beautiful People (feat. Khalid),Ed Sheeran; Khalid,108141670
4,Goodbyes (feat. Young Thug),Post Malone; Young Thug,108735450
5,I Don't Care (with Justin Bieber),Ed Sheeran; Justin Bieber,104093353
6,Old Town Road - Remix,Lil Nas X; Billy Ray Cyrus,90243246
7,bad guy,Billie Eilish,93248035
8,Ransom,Lil Tecca,111425017
9,How Do You Sleep?,Sam Smith,92117545
10,Callaita,Bad Bunny; Tainy,85331812
11,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake; J Balvin; Tyga,86907070
12,Otro Trago - Remix,Sech; Ozuna; Anuel AA; Darell; Nicky Jam,70298808
13,Someone You Loved,Lewis Capaldi,83735694
14,Money In The Grave (Drake ft. Rick Ross),Drake; Rick Ross,67691555
15,Truth Hurts,Lizzo,65638745
16,Panini,Lil Nas X,57924003
17,LA CANCIÓN,J Balvin; Bad Bunny,69232072
18,bad guy (with Justin Bieber),Billie Eilish; Justin Bieber,51096348
19,Lalala,Y2K; bbno$,70468797
20,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,65725638
21,No Guidance (feat. Drake),Chris Brown; Drake,66952137
22,Piece Of Your Heart,MEDUZA; Goodboys,62575769
23,Soltera - Remix,Lunay; Daddy Yankee; Bad Bunny,61522687
24,No Me Conoce - Remix,Jhayco; J Balvin; Bad Bunny,64699364
25,Con Calma,Daddy Yankee; Snow,48032210
26,If I Can't Have You,Shawn Mendes,50195500
27,Takeaway,The Chainsmokers; ILLENIUM; Lennon Stella,51661813
28,Antisocial (with Travis Scott),Ed Sheeran; Travis Scott,33892410
29,QUE PRETENDES,J Balvin; Bad Bunny,50567579
30,It's You,Ali Gatie,51653476
31,Otro Trago,Sech; Darell,42755565
32,You Need To Calm Down,Taylor Swift,54190264
33,Never Really Over,Katy Perry,42328040
34,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix; Macklemore; Fall Out Boy,41785308
35,11 PM,Maluma,49010611
36,7 rings,Ariana Grande,47229635
37,Higher Love,Kygo; Whitney Houston,47593595
38,One Thing Right,Marshmello; Kane Brown,38218641
39,Sucker,Jonas Brothers,43360918
40,Dance Monkey,Tones And I,68186384
41,Shallow,Lady Gaga; Bradley Cooper,43636196
42,The London (feat. J. Cole & Travis Scott),Young Thug; J. Cole; Travis Scott,48705959
43,Con Altura,ROSALÍA; J Balvin; El Guincho,44193672
44,Call You Mine,The Chainsmokers; Bebe Rexha,31614247
45,Talk (feat. Disclosure),Khalid; Disclosure,41171565
46,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran; Chance the Rapper; PnB Rock,33783971
47,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran; Camila Cabello; Cardi B,35652987
48,Te Robaré,Nicky Jam; Ozuna,35659504
49,The Archer,Taylor Swift,29130849
50,Calma - Remix,Pedro Capó; Farruko,36692428
51,Happier,Marshmello; Bastille,39240982
52,SOS (feat. Aloe Blacc),Avicii; Aloe Blacc,33973071
53,Rescue Me,OneRepublic,35469484
54,Wow.,Post Malone,35285990
55,Pa Mí - Remix,Dalex; Rafa Pabön; KHEA; Sech; Feid; Cazzu; Lenny Tavárez,30173018
56,Verte Ir,DJ Luian; Mambo Kingz; Anuel AA; Nicky Jam; Darell; Brytiago,34878697
57,Suge,DaBaby,34395609
58,Tal Vez,Paulo Londra,31279994
59,Dancing With A Stranger (with Normani),Sam Smith; Normani,32971891
60,lovely (with Khalid),Billie Eilish; Khalid,34797015
61,when the party's over,Billie Eilish,33501058
62,Good as Hell,Lizzo,34279837
63,The Git Up,Blanco Brown,28984379
64,Runaway,Sebastian Yatra; Daddy Yankee; NATTI NATASHA; Jonas Brothers,30389507
65,Don't Call Me Up,Mabel,31850256
66,Ritual,Tiësto; Jonas Blue; Rita Ora,26140858
67,I.F.L.Y.,Bazzi,38586644
68,Without Me,Halsey,31968270
69,Hate Me (with Juice WRLD),Ellie Goulding; Juice WRLD,29091104
70,Old Town Road,Lil Nas X,34359681
71,Pop Out (feat. Lil Tjay),Polo G; Lil Tjay,29998490
72,Sweet but Psycho,Ava Max,30522927
73,All Around The World (La La La),R3HAB; A Touch Of Class,28391653
74,Bohemian Rhapsody - Remastered 2011,Queen,32512510
75,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift; Brendon Urie; Panic! At The Disco,37381479
76,3 Nights,Dominic Fike,32569938
77,Eastside (with Halsey & Khalid),benny blanco; Halsey; Khalid,29939710
78,Rodeo,Lil Nas X; Cardi B,17437560
79,rockstar (feat. 21 Savage),Post Malone; 21 Savage,30941320
80,Cuaderno,Dalex; Nicky Jam; Justin Quiles; Sech; Lenny Tavárez; Feid; Rafa Pabön,28949963
81,bury a friend,Billie Eilish,28697666
82,Go Loko (feat. Tyga Jon Z),YG; Tyga; Jon Z,27476226
83,Mad Love,Mabel,29429198
84,thank u next,Ariana Grande,30596406
85,Time - Edit,NF,25150483
86,Post Malone (feat. RANI),Sam Feldt; RANI,29449639
87,Shape of You,Ed Sheeran,29603229
88,HP,Maluma,27150127
89,Don't Check On Me (feat. Justin Bieber & Ink),Chris Brown; Justin Bieber; Ink,6689291
90,Easier,5 Seconds of Summer,18428688
91,High Hopes,Panic! At The Disco,27707520
92,Believer,Imagine Dragons,29086501
93,Better Now,Post Malone,28917627
94,i'm so tired...,Lauv; Troye Sivan,24872236
95,Gold Roses (feat. Drake),Rick Ross; Drake,6893054
96,i love you,Billie Eilish,22159213
97,Boy With Luv (feat. Halsey),BTS; Halsey,26307106
98,Si Supieras,Daddy Yankee; Wisin & Yandel,26448680
99,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5; Cardi B,27079393
100,Bellacoso,Residente; Bad Bunny,27592928
101,Remember The Name (feat. Eminem & 50 Cent),Ed Sheeran; Eminem; 50 Cent,11919628
102,Hot Shower,Chance the Rapper; MadeinTYO; DaBaby,6561343
103,Shotta Flow (Feat. Blueface) [Remix],NLE Choppa; Blueface,26625784
104,Rebota - Remix,Guaynaa; Nicky Jam; Farruko; Becky G; Sech,24503629
105,Taki Taki (feat. Selena Gomez Ozuna & Cardi B),DJ Snake; Selena Gomez; Ozuna; Cardi B,25790259
106,EARFQUAKE,Tyler; The Creator,25325223
107,Find U Again (feat. Camila Cabello),Mark Ronson; Camila Cabello,6995687
108,Let Me Down Slowly,Alec Benjamin,26605808
109,Instagram,Dimitri Vegas & Like Mike; David Guetta; Daddy Yankee; Afro Bros; NATTI NATASHA; Dimitri Vegas; Like Mike,29544791
110,comethru,Jeremy Zucker,25217642
111,MIDDLE CHILD,J. Cole,25128613
112,Contra La Pared,Sean Paul; J Balvin,17324631
113,Youngblood,5 Seconds of Summer,25222845
114,SICKO MODE,Travis Scott,27025670
115,Que Mas Pues - Remix,Sech; Justin Quiles; Maluma; Nicky Jam; Farruko; Dalex; Lenny Tavárez,23751338
116,Better,Khalid,25322542
117,Si Se Da,Myke Towers; Farruko,8570075
118,break up with your girlfriend i'm bored,Ariana Grande,24074935
119,Perfect,Ed Sheeran,24560049
120,Here With Me,Marshmello; CHVRCHES,23797756
121,Lucid Dreams,Juice WRLD,24933029
122,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie; 6ix9ine,23827273
123,Going Bad (feat. Drake),Meek Mill; Drake,23439678
124,MIA,Bad Bunny; Drake,23932336
125,I Like Me Better,Lauv,22812112
126,In My Mind,Dynoro; Gigi D'Agostino,23992090
127,Heaven,Avicii,12384809
128,Be Alright,Dean Lewis,23856577
129,Only Human,Jonas Brothers,23690751
130,Say You Won't Let Go,James Arthur,23477842
131,So Am I,Ava Max,21616235
132,SAD!,XXXTENTACION,23293184
133,2002,Anne-Marie,22465272
134,Baby,Quality Control; Lil Baby; DaBaby,11588165
135,On My Way,Alan Walker; Sabrina Carpenter; Farruko,17291828
136,Don't Stop Me Now - Remastered 2011,Queen,23735778
137,Thunder,Imagine Dragons,22693799
138,wish you were gay,Billie Eilish,20010909
139,Paradise,Bazzi,21547524
140,Another One Bites The Dust - Remastered 2011,Queen,22706187
141,I Think I'm OKAY (with YUNGBLUD & Travis Barker),Machine Gun Kelly; YUNGBLUD; Travis Barker,5245209
142,Baguettes in the Face (feat. NAV Playboi Carti & A Boogie Wit da Hoodie),Mustard; NAV; Playboi Carti; A Boogie Wit da Hoodie,22665803
143,Mother's Daughter,Miley Cyrus,13276648
144,Pure Water (with Migos),Mustard; Migos,20185200
145,Take Me Back to London (feat. Stormzy),Ed Sheeran; Stormzy,10345081
146,Baila Conmigo (feat. Kelly Ruiz),Dayvi; Victor Cardenas; Kelly Ruíz,26347666
147,Secreto,Anuel AA; KAROL G,18909941
148,I Like It,Cardi B; Bad Bunny; J Balvin,21687000
149,Te Soñé de Nuevo,Ozuna,12508385
150,On A Roll,Ashley O,2643167
151,Havana (feat. Young Thug),Camila Cabello; Young Thug,20795408
152,Too Good At Goodbyes,Sam Smith,19114265
153,Moonlight,XXXTENTACION,20466434
154,La Boca - Remix,Mau y Ricky; Camilo; Lunay,22789273
155,Who Do You Love,The Chainsmokers; 5 Seconds of Summer,14404333
156,Sanguine Paradise,Lil Uzi Vert,10028333
157,Drip Too Hard (Lil Baby & Gunna),Lil Baby; Gunna,16632184
158,Wonderwall - Remastered,Oasis,18785381
159,Kill This Love,BLACKPINK,14229432
160,Adan y Eva,Paulo Londra,15173972
161,Something Just Like This,The Chainsmokers; Coldplay,19350545
162,God's Plan,Drake,20237396
163,Africa,TOTO,18931768
164,Best Part of Me (feat. YEBBA),Ed Sheeran; Yebba,3779246
165,Taste (feat. Offset),Tyga; Offset,19535094
166,Closer,The Chainsmokers; Halsey,18976768
167,Body,Loud Luxury; Brando,16811882
168,Photograph,Ed Sheeran,17029366
169,Desconocidos,Mau y Ricky; Manuel Turizo; Camilo,17995028
170,Baila Baila Baila - Remix,Ozuna; Daddy Yankee; J Balvin; Farruko; Anuel AA,9518816
171,Lost In Japan,Shawn Mendes,12684443
172,Promises (with Sam Smith),Calvin Harris; Sam Smith; Jessie Reyez,12621564
173,All of Me,John Legend,16472402
174,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding; Diplo; Swae Lee,10095671
175,The Middle,Zedd; Maren Morris; Grey,16435984
176,Murder On My Mind,YNW Melly,13077894
177,Jocelyn Flores,XXXTENTACION,15835351
178,you should see me in a crown,Billie Eilish,11101313
179,BROWN SKIN GIRL,Blue Ivy; SAINt JHN; Beyoncé; Wizkid,651372
180,I'm Yours,Jason Mraz,15002336
181,Don't Stop Believin',Journey,10038749
182,idontwannabeyouanymore,Billie Eilish,11057973
183,Every Breath You Take,The Police,10991002
184,One Kiss (with Dua Lipa),Calvin Harris; Dua Lipa,6189573
185,Old Town Road (feat. RM of BTS) - Seoul Town Road Remix,Lil Nas X; RM; BTS,643355
186,The Bones,Maren Morris,642262
187,Baila Baila Baila,Ozuna,4963206
188,Psycho (feat. Ty Dolla $ign),Post Malone; Ty Dolla $ign,14196268
189,Under Pressure - Remastered 2011,Queen; David Bowie,16800702
190,Giant (with Rag'n'Bone Man),Calvin Harris; Rag'n'Bone Man,4398620
191,A Whole New World (End Title) - From "Aladdin",ZAYN; Zhavia,1780737
192,ocean eyes,Billie Eilish,14397838
193,Treat You Better,Shawn Mendes,4852878
194,Mr. Brightside,The Killers,6009939
195,What I Like About You (feat. Theresa Rex),Jonas Blue; Theresa Rex,1233161
