ID,Track,Singer(s),Stream
1,bad guy,Billie Eilish,181643325
2,wish you were gay,Billie Eilish,77032721
3,bury a friend,Billie Eilish,85044519
4,Con Calma,Daddy Yankee; Snow,107240169
5,7 rings,Ariana Grande,98381598
6,Sucker,Jonas Brothers,92705327
7,when the party's over,Billie Eilish,67816203
8,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,91677982
9,Old Town Road,Lil Nas X,112842441
10,all the good girls go to hell,Billie Eilish,50279505
11,Wow.,Post Malone,77775633
12,xanny,Billie Eilish,45912279
13,Shallow,Lady Gaga; Bradley Cooper,76520380
14,you should see me in a crown,Billie Eilish,48783423
15,my strange addiction,Billie Eilish,45495716
16,break up with your girlfriend i'm bored,Ariana Grande,59859736
17,Don't Call Me Up,Mabel,70870410
18,Dancing With A Stranger (with Normani),Sam Smith; Normani,61209986
19,i love you,Billie Eilish,34070815
20,ilomilo,Billie Eilish,33069714
21,Sweet but Psycho,Ava Max,61122517
22,Calma - Remix,Pedro Capó; Farruko,62492533
23,MIDDLE CHILD,J. Cole,54629731
24,Happier,Marshmello; Bastille,59572500
25,listen before i go,Billie Eilish,30470881
26,Here With Me,Marshmello; CHVRCHES,61139327
27,Baila Baila Baila,Ozuna,55369452
28,Pa Mí - Remix,Dalex; Rafa Pabön; KHEA; Sech; Feid; Cazzu; Lenny Tavárez,63454254
29,Without Me,Halsey,54710335
30,HP,Maluma,61702804
31,i'm so tired...,Lauv; Troye Sivan,54656730
32,Let Me Down Slowly,Alec Benjamin,54966892
33,Talk,Khalid; Disclosure,7740995
34,thank u next,Ariana Grande,52279941
35,Secreto,Anuel AA; KAROL G,53129902
36,8,Billie Eilish,27151892
37,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie; 6ix9ine,56840997
38,Giant (with Rag'n'Bone Man),Calvin Harris; Rag'n'Bone Man,41947221
39,Murder On My Mind,YNW Melly,45776211
40,Going Bad (feat. Drake),Meek Mill; Drake,48275257
41,Con Altura,ROSALÍA; J Balvin; El Guincho,48022813
42,High Hopes,Panic! At The Disco,47262260
43,Taki Taki (with Selena Gomez Ozuna & Cardi B),DJ Snake; Selena Gomez; Ozuna; Cardi B,42475638
44,My Bad,Khalid,39587688
45,Pure Water (with Migos),Mustard; Migos,40164856
46,lovely (with Khalid),Billie Eilish; Khalid,47005121
47,I Can’t Get Enough (benny blanco Selena Gomez J Balvin Tainy),benny blanco; Selena Gomez; J Balvin; Tainy,38177467
48,goodbye,Billie Eilish,10930314
49,MIA,Bad Bunny; Drake,39680275
50,Adan y Eva,Paulo Londra,38668106
51,Please Me,Cardi B; Bruno Mars,33583736
52,Bohemian Rhapsody - Remastered 2011,Queen,40581257
53,Who Do You Love,The Chainsmokers; 5 Seconds of Summer,38493616
54,Eastside (with Halsey & Khalid),benny blanco; Halsey; Khalid,39809437
55,Someone You Loved,Lewis Capaldi,40795420
56,Te Robaré,Nicky Jam; Ozuna,46717508
57,Racks in the Middle (feat. Roddy Ricch and Hit-Boy),Nipsey Hussle; Roddy Ricch; Hit-Boy,23040641
58,Robbery,Juice WRLD,34319252
59,On My Way,Alan Walker; Sabrina Carpenter; Farruko,44596653
