ID,Track,Singer(s),Stream
1,Señorita,Shawn Mendes; Camila Cabello,172555686
2,Circles,Post Malone,143970287
3,China,Anuel AA; Daddy Yankee; KAROL G; J Balvin; Ozuna,102288439
4,Ransom,Lil Tecca,98117554
5,Goodbyes (feat. Young Thug),Post Malone; Young Thug,108108656
6,Beautiful People (feat. Khalid),Ed Sheeran; Khalid,93295837
7,Dance Monkey,Tones And I,117403088
8,bad guy,Billie Eilish,85574791
9,I Don't Care (with Justin Bieber),Ed Sheeran; Justin Bieber,79849301
10,Someone You Loved,Lewis Capaldi,91145767
11,Lover,Taylor Swift,57396846
12,Lalala,Y2K; bbno$,92213970
13,How Do You Sleep?,Sam Smith,82497263
14,Old Town Road - Remix,Lil Nas X; Billy Ray Cyrus,67791028
15,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake; J Balvin; Tyga,72704681
16,Callaita,Bad Bunny; Tainy,67237938
17,boyfriend (with Social House),Ariana Grande; Social House,62140194
18,LA CANCIÓN,J Balvin; Bad Bunny,61148540
19,Truth Hurts,Lizzo,63542740
20,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,79598628
21,No Me Conoce - Remix,Jhayco; J Balvin; Bad Bunny,58421116
22,Yo x Ti Tu x Mi,ROSALÍA; Ozuna,61111110
23,Otro Trago - Remix,Sech; Ozuna; Anuel AA; Darell; Nicky Jam,51196932
24,No Guidance (feat. Drake),Chris Brown; Drake,55595345
25,You Need To Calm Down,Taylor Swift,40507733
26,Soltera - Remix,Lunay; Daddy Yankee; Bad Bunny,48626335
27,Money In The Grave (Drake ft. Rick Ross),Drake; Rick Ross,51566409
28,The Man,Taylor Swift,29792512
29,Piece Of Your Heart,MEDUZA; Goodboys,49380364
30,Tutu,Camilo; Pedro Capó,57325506
31,fuck i'm lonely,Lauv; Anne-Marie,48453658
32,It's You,Ali Gatie,47157527
33,Panini,Lil Nas X,62071310
34,The London (feat. J. Cole & Travis Scott),Young Thug; J. Cole; Travis Scott,43961896
35,QUE PRETENDES,J Balvin; Bad Bunny,42518958
36,11 PM,Maluma,38306232
37,Takeaway,The Chainsmokers; ILLENIUM; Lennon Stella,44334212
38,Higher Love,Kygo; Whitney Houston,45817724
39,Slide Away,Miley Cyrus,42469585
40,Con Altura,ROSALÍA; J Balvin; El Guincho,38406911
41,Adicto (with Anuel AA & Ozuna),Tainy; Anuel AA; Ozuna,52779781
42,7 rings,Ariana Grande,38826529
43,Cruel Summer,Taylor Swift,24090365
44,Good as Hell,Lizzo,40552908
45,Motivation,Normani,39667603
46,Shallow,Lady Gaga; Bradley Cooper,39132631
47,Con Calma,Daddy Yankee; Snow,32921261
48,Teeth,5 Seconds of Summer,36276971
49,Sucker,Jonas Brothers,35036502
50,If I Can't Have You,Shawn Mendes,35077289
51,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift; Brendon Urie; Panic! At The Disco,29385317
52,Happier,Marshmello; Bastille,34538735
53,I.F.L.Y.,Bazzi,32609851
54,Norman fucking Rockwell,Lana Del Rey,6068856
55,Babushka Boi,A$AP Rocky,14615290
56,Talk (feat. Disclosure),Khalid; Disclosure,33170818
57,I Forgot That You Existed,Taylor Swift,16016208
58,lovely (with Khalid),Billie Eilish; Khalid,33739606
59,SICKO MODE,Travis Scott,30764342
60,Wow.,Post Malone,47845011
61,Doin' Time,Lana Del Rey,12629218
62,Otro Trago,Sech; Darell,28312821
63,Did It Again,Lil Tecca,28670706
64,Suge,DaBaby,28896376
65,Bohemian Rhapsody - Remastered 2011,Queen,30432258
66,Old Town Road,Lil Nas X,27356458
67,when the party's over,Billie Eilish,31456050
68,One Thing Right,Marshmello; Kane Brown,30498915
69,Si Se Da - Remix,Myke Towers; Farruko; Arcángel; Sech; Zion,28281511
70,Verte Ir,DJ Luian; Mambo Kingz; Anuel AA; Nicky Jam; Darell; Brytiago,26421581
71,bad guy (with Justin Bieber),Billie Eilish; Justin Bieber,25124912
72,Calma - Remix,Pedro Capó; Farruko,27600679
73,rockstar (feat. 21 Savage),Post Malone; 21 Savage,30476985
74,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),Megan Thee Stallion; Ty Dolla $ign; Nicki Minaj,27618523
75,Rescue Me,OneRepublic,26450709
76,Love Me,Lil Tecca,26035126
77,Without Me,Halsey,29813977
78,Fuck it I love you,Lana Del Rey,5216540
79,Ransom (with Juice WRLD) - Remix,Lil Tecca; Juice WRLD,26388407
