ID,Track,Singer(s),Stream
1,thank u next,Ariana Grande,120907801
2,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,140210531
3,Taki Taki (with Selena Gomez Ozuna & Cardi B),DJ Snake; Selena Gomez; Ozuna; Cardi B,95790471
4,Wow.,Post Malone,130497323
5,MIA,Bad Bunny; Drake,85333891
6,SICKO MODE,Travis Scott,78092739
7,Without Me,Halsey,112983665
8,Sweet but Psycho,Ava Max,93600248
9,Calma - Remix,Pedro Capó; Farruko,95996751
10,Happier,Marshmello; Bastille,94539170
11,Adan y Eva,Paulo Londra,75143143
12,ZEZE (feat. Travis Scott & Offset),Kodak Black; Offset; Travis Scott,69243058
13,Going Bad (feat. Drake),Meek Mill; Drake,75199924
14,Mo Bamba,Sheck Wes,58101822
15,High Hopes,Panic! At The Disco,79770383
16,Eastside (with Halsey & Khalid),benny blanco; Halsey; Khalid,60954416
17,Girls Like You (feat. Cardi B) - Cardi B Version,Maroon 5; Cardi B,52439390
18,Drip Too Hard (Lil Baby & Gunna),Lil Baby; Gunna,59462368
19,I Like It,Cardi B; Bad Bunny; J Balvin,39936080
20,Better Now,Post Malone,54609995
21,Lucid Dreams,Juice WRLD,48143042
22,Bohemian Rhapsody - Remastered 2011,Queen,49828828
23,Shallow,Lady Gaga; Bradley Cooper,72767847
24,God's Plan,Drake,36730399
25,rockstar (feat. 21 Savage),Post Malone; 21 Savage,44401927
26,SAD!,XXXTENTACION,51823435
27,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION; Lil Pump; Swae Lee; Maluma,52290812
28,In My Mind,Dynoro; Gigi D'Agostino,46247483
29,imagine,Ariana Grande,45601568
30,Ella Quiere Beber - Remix,Anuel AA; Romeo Santos,47455981
31,Better,Khalid,49726018
32,Promises (with Sam Smith),Calvin Harris; Sam Smith; Jessie Reyez,42578668
33,when the party's over,Billie Eilish,55947806
34,One Kiss (with Dua Lipa),Calvin Harris; Dua Lipa,31705503
35,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson; Miley Cyrus,55586141
36,Vaina Loca,Ozuna; Manuel Turizo,37124394
37,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding; Diplo; Swae Lee,56495216
38,Leave Me Alone,Flipp Dinero,45960904
39,Moonlight,XXXTENTACION,44263190
40,Wake Up in the Sky,Gucci Mane; Bruno Mars; Kodak Black,44102790
41,Adictiva,Daddy Yankee; Anuel AA,45151401
42,In My Feelings,Drake,33585657
43,Taste (feat. Offset),Tyga; Offset,40784271
44,Be Alright,Dean Lewis,51045541
45,Solo de Mi,Bad Bunny,39471663
46,Shape of You,Ed Sheeran,32524034
47,Don't Stop Me Now - Remastered 2011,Queen,29186378
48,Saturday Nights,Khalid,57845168
49,Havana (feat. Young Thug),Camila Cabello; Young Thug,27640886
50,Youngblood,5 Seconds of Summer,40422549
51,whoa (mind in awe),XXXTENTACION,36808740
52,Money,Cardi B,35613107
53,Desconocidos,Mau y Ricky; Manuel Turizo; Camilo,44399143
54,BEBE,6ix9ine; Anuel AA,30055056
55,Nonstop,Drake,32565349
56,Look Back at It,A Boogie Wit da Hoodie,53530421
57,monster,21 Savage,32492631
58,Cuando Te Besé,Becky G; Paulo Londra,31100930
59,Te Boté - Remix,Nio Garcia; Casper Magico; Bad Bunny; Darell; Ozuna; Nicky Jam,27526234
60,Solo (feat. Demi Lovato),Clean Bandit; Demi Lovato,29344357
61,a lot,21 Savage,39504307
62,New Rules,Dua Lipa,25662887
63,Psycho (feat. Ty Dolla $ign),Post Malone; Ty Dolla $ign,31514291
64,Reggaeton,J Balvin,31985219
65,Body,Loud Luxury; Brando,32952553
66,Bad Liar,Imagine Dragons,38561298
67,Kiss and Make Up,Dua Lipa; BLACKPINK,33658733
68,Ruin My Life,Zara Larsson,38070926
69,KIKA,6ix9ine; Tory Lanez,31212337
70,The Middle,Zedd; Maren Morris; Grey,26301561
71,lovely (with Khalid),Billie Eilish; Khalid,41131503
72,Imposible,Luis Fonsi; Ozuna,35634634
73,Ya No Tiene Novio,Sebastian Yatra; Mau y Ricky,26624291
74,BAD!,XXXTENTACION,27717757
75,Jocelyn Flores,XXXTENTACION,33401977
76,no tears left to cry,Ariana Grande,35505072
77,Another One Bites The Dust - Remastered 2011,Queen,29933593
78,Startender (feat. Offset and Tyga),A Boogie Wit da Hoodie; Tyga; Offset,34233571
79,Atrasadinha - Live,Felipe Araújo; Ferrugem,16687433
80,Natural,Imagine Dragons,34287184
81,Bubalu,Becky G; Prince Royce; DJ Luian; Mambo Kingz; Anuel AA,32739446
82,Beautiful (feat. Camila Cabello),Bazzi; Camila Cabello,33497231
83,Billie Jean,Michael Jackson,870194
84,FEFE,6ix9ine; Nicki Minaj; Murda Beatz,26537332
85,Love Someone,Lukas Graham,34911233
86,2002,Anne-Marie,32431106
87,Nice For What,Drake,20953396
88,Amanece,Anuel AA; Haze,38375934
89,IDGAF,Dua Lipa,28861584
90,FRIENDS,Marshmello; Anne-Marie,24972060
91,I Love It (& Lil Pump),Kanye West; Lil Pump,26097512
92,Believer,Imagine Dragons,30161481
93,Closer,The Chainsmokers; Halsey,21901229
94,Armed And Dangerous,Juice WRLD,28407841
95,Under Pressure - Remastered 2011,Queen; David Bowie,24833400
96,Shotgun,George Ezra,26578030
