ID,Track,Singer(s),Stream
1,Señorita,Shawn Mendes; Camila Cabello,129677863
2,Dance Monkey,Tones And I,179104762
3,Circles,Post Malone,131775713
4,Someone You Loved,Lewis Capaldi,103401307
5,Lalala,Y2K; bbno$,80165046
6,Beautiful People (feat. Khalid),Ed Sheeran; Khalid,86262726
7,Goodbyes (feat. Young Thug),Post Malone; Young Thug,72363961
8,Ransom,Lil Tecca,66403084
9,China,Anuel AA; Daddy Yankee; KAROL G; J Balvin; Ozuna,79700494
10,How Do You Sleep?,Sam Smith,79863844
11,bad guy,Billie Eilish,76046893
12,I Don't Care (with Justin Bieber),Ed Sheeran; Justin Bieber,68636916
13,Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),Ariana Grande; Miley Cyrus; Lana Del Rey,52129180
14,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone; Swae Lee,62323012
15,Saint-Tropez,Post Malone,50622810
16,Memories Remix (feat. Nipsey Hussle & YG),Maroon 5; Nipsey Hussle; YG,108127262
17,Panini,Lil Nas X,58087713
18,Truth Hurts,Lizzo,54734696
19,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone; Ozzy Osbourne; Travis Scott,52856588
20,hot girl bummer,blackbear,79427063
21,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake; J Balvin; Tyga,52950933
22,Old Town Road - Remix,Lil Nas X; Billy Ray Cyrus,51479919
23,Callaita,Bad Bunny; Tainy,54372952
24,Liar,Camila Cabello,58636575
25,Yo x Ti Tu x Mi,ROSALÍA; Ozuna,47207865
26,LA CANCIÓN,J Balvin; Bad Bunny,53285007
27,Adicto (with Anuel AA & Ozuna),Tainy; Anuel AA; Ozuna,54908039
28,No Guidance (feat. Drake),Chris Brown; Drake,45753029
29,No Me Conoce - Remix,Jhayco; J Balvin; Bad Bunny,52417982
30,Tutu,Camilo; Pedro Capó,46771736
31,boyfriend (with Social House),Ariana Grande; Social House,38443245
32,Money In The Grave (Drake ft. Rick Ross),Drake; Rick Ross,44237585
33,223's (feat. 9lokknine),YNW Melly; 9lokknine,46363423
34,Enemies (feat. DaBaby),Post Malone; DaBaby,36475058
35,Graveyard,Halsey,50257355
36,Hollywood's Bleeding,Post Malone,35178579
37,BOP,DaBaby,34151085
38,It's You,Ali Gatie,47880674
39,Piece Of Your Heart,MEDUZA; Goodboys,41975586
40,Ride It,Regard,63478088
41,Higher Love,Kygo; Whitney Houston,43954010
42,fuck i'm lonely,Lauv; Anne-Marie,39944616
43,Takeaway,The Chainsmokers; ILLENIUM; Lennon Stella,44947684
44,Good as Hell,Lizzo,39702937
45,Lover,Taylor Swift,33958678
46,Otro Trago - Remix,Sech; Ozuna; Anuel AA; Darell; Nicky Jam,36876566
47,Shallow,Lady Gaga; Bradley Cooper,40524141
48,Soltera - Remix,Lunay; Daddy Yankee; Bad Bunny,38866481
49,Hot (feat. Gunna),Young Thug; Gunna,41723625
50,Writing on the Wall (feat. Post Malone & Cardi B),French Montana; Rvssian; Post Malone; Cardi B,34362373
51,Camelot,NLE Choppa,37736479
52,Wow.,Post Malone,33089910
53,7 rings,Ariana Grande,36029231
54,QUE PRETENDES,J Balvin; Bad Bunny,32384758
55,VIBEZ,DaBaby,31361897
56,The London (feat. J. Cole & Travis Scott),Young Thug; J. Cole; Travis Scott,33933417
57,Motivation,Normani,34999765
58,110,Capital Bra; Samra; LEA,28584724
59,lovely (with Khalid),Billie Eilish; Khalid,33523922
60,Die For Me (feat. Future & Halsey),Post Malone; Halsey; Future,24528055
61,Teeth,5 Seconds of Summer,32905918
62,Happier,Marshmello; Bastille,34280342
63,Con Altura,ROSALÍA; J Balvin; El Guincho,30688618
64,when the party's over,Billie Eilish,31325360
65,If I Can't Have You,Shawn Mendes,30853858
66,You Need To Calm Down,Taylor Swift,28432497
67,Sucker,Jonas Brothers,31878790
68,Slide Away,Miley Cyrus,14669935
69,11 PM,Maluma,31112191
70,I.F.L.Y.,Bazzi,32304608
71,On The Road (feat. Meek Mill & Lil Baby),Post Malone; Meek Mill; Lil Baby,19671590
