Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,Easy On Me,Adele,9.451.738,1,1,8
2,STAY (with Justin Bieber),The Kid LAROI; Justin Bieber,6.333.194,1,2,105
3,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X; Jack Harlow,5.495.130,2,3,91
4,Heat Waves,Glass Animals,4.312.958,3,4,300
5,MONEY,LISA,3.888.077,5,6,42
6,My Universe,Coldplay; BTS,3.875.054,3,5,28
7,Shivers,Ed Sheeran,3.766.589,5,7,42
8,Bad Habits,Ed Sheeran,3.683.617,3,8,119
9,Cold Heart - PNAU Remix,Elton John; Dua Lipa; PNAU,3.662.811,8,9,70
10,Pepas,Farruko,3.520.126,3,10,102
11,Woman,Doja Cat,3.346.554,5,11,95
12,love nwantiti (ah ah ah),CKay,3.081.399,9,12,39
13,good 4 u,Olivia Rodrigo,2.900.968,1,13,161
14,love nwantiti (feat. Dj Yo! & AX'EL) - Remix,CKay; Dj Yo!; AX'EL,2.881.166,14,14,37
15,THATS WHAT I WANT,Lil Nas X,2.869.101,3,15,35
16,Beggin',Måneskin,2.815.521,1,16,143
17,Life Goes On,Oliver Tree,2.696.017,14,17,50
18,Need to Know,Doja Cat,2.676.509,6,18,133
19,Lo Siento BB:/ (with Bad Bunny & Julieta Venegas),Tainy; Bad Bunny; Julieta Venegas,2.635.260,7,19,17
20,MONTERO (Call Me By Your Name),Lil Nas X,2.611.082,1,20,210
21,Kiss Me More (feat. SZA),Doja Cat; SZA,2.456.603,2,22,196
22,Happier Than Ever,Billie Eilish,2.448.656,6,21,84
23,Meet Me At Our Spot,THE ANXIETY; WILLOW; Tyler Cole,2.099.663,23,23,52
24,traitor,Olivia Rodrigo,2.008.407,7,24,154
25,Yonaguni,Bad Bunny,1.996.192,3,26,140
26,Way 2 Sexy (with Future & Young Thug),Drake; Future; Young Thug,1.984.675,4,25,49
27,Levitating (feat. DaBaby),Dua Lipa; DaBaby,1.968.597,4,27,385
28,Blinding Lights,The Weeknd,1.851.343,1,28,693
29,Todo De Ti,Rauw Alejandro,1.829.234,2,29,154
30,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber; Daniel Caesar; Giveon,1.809.587,1,30,217
31,Volví,Aventura; Bad Bunny,1.804.635,7,32,80
32,Where Are You Now,Lost Frequencies; Calum Scott,1.792.580,31,31,53
33,Knife Talk (with 21 Savage ft. Project Pat),Drake; 21 Savage; Project Pat,1.750.368,11,34,49
34,Take My Breath - Single Version,The Weeknd,1.699.250,7,36,77
35,Let Somebody Go,Coldplay; Selena Gomez,1.689.402,21,33,7
36,Rolling in the Deep,Adele,1.644.513,28,35,19
37,Fair Trade (with Travis Scott),Drake; Travis Scott,1.639.290,3,39,49
38,Ghost,Justin Bieber,1.625.656,35,42,14
39,Save Your Tears (with Ariana Grande) (Remix),The Weeknd; Ariana Grande,1.613.470,3,40,182
40,When We Were Young,Adele,1.609.249,24,37,12
41,Don't Be Shy,Tiësto; KAROL G,1.602.188,37,41,70
42,Someone Like You,Adele,1.588.319,31,38,18
43,Índigo,Camilo; Evaluna Montaner,1.583.461,42,43,8
44,drivers license,Olivia Rodrigo,1.535.367,1,44,287
45,OUT OUT (feat. Charli XCX & Saweetie),Joel Corry; Jax Jones; Charli XCX; Saweetie,1.522.845,40,45,60
46,Sweater Weather,The Neighbourhood,1.504.160,33,46,404
47,I WANNA BE YOUR SLAVE,Måneskin,1.459.514,8,48,152
48,In Da Getto,J Balvin; Skrillex,1.453.299,22,49,112
49,Nostálgico,Rvssian; Rauw Alejandro; Chris Brown,1.444.284,49,50,43
50,Love In The Dark,Adele,1.441.578,40,47,12
51,Qué Más Pues?,J Balvin; Maria Becerra,1.383.930,9,51,147
52,Watermelon Sugar,Harry Styles,1.352.048,4,53,705
53,Butter,BTS,1.345.291,2,52,154
54,Don't Go Yet,Camila Cabello,1.328.692,28,54,91
55,I Love You So,The Walters,1.318.947,55,63,11
56,Cúrame,Rauw Alejandro,1.317.704,34,60,88
57,Bored,Billie Eilish,1.317.696,46,55,32
58,Sobrio,Maluma,1.316.084,36,56,105
59,LALISA,LISA,1.313.118,15,59,42
60,Get Into It (Yuh),Doja Cat,1.312.035,35,58,79
61,2055,Sleepy Hallow,1.300.189,30,57,97
62,Volando - Remix,Mora; Bad Bunny; Sech,1.298.556,19,61,106
63,Ley Seca,Jhayco; Anuel AA,1.293.093,42,62,49
64,deja vu,Olivia Rodrigo,1.268.992,3,64,204
65,Leave The Door Open,Bruno Mars; Anderson .Paak; Silk Sonic,1.256.132,4,66,231
66,DÁKITI,Bad Bunny; Jhayco,1.220.179,1,69,357
67,AM Remix,Nio Garcia; J Balvin; Bad Bunny,1.204.813,11,72,119
68,The Feels,TWICE,1.204.051,52,67,21
69,Happier Than Ever - Edit,Billie Eilish,1.190.695,68,68,43
70,Better Days (NEIKED x Mae Muller x Polo G),NEIKED; Mae Muller; Polo G,1.190.467,70,70,4
71,Someone You Loved,Lewis Capaldi,1.187.244,4,71,1013
72,París,Ingratax,1.180.656,24,74,92
73,Set Fire to the Rain,Adele,1.161.723,46,65,11
74,Girls Want Girls (with Lil Baby),Drake; Lil Baby,1.156.433,1,75,49
75,Mood (feat. iann dior),24kGoldn; iann dior,1.153.813,1,76,438
76,Hurricane,Kanye West,1.139.457,3,77,54
77,Dynamite,BTS,1.132.709,1,79,427
78,Don't Start Now,Dua Lipa,1.129.899,2,81,721
79,Leave Before You Love Me (with Jonas Brothers),Marshmello; Jonas Brothers,1.127.885,51,82,147
80,Dark Red,Steve Lacy,1.124.348,58,80,74
81,family ties (with Kendrick Lamar),Baby Keem; Kendrick Lamar,1.122.286,22,84,56
82,WFM,RealestK,1.121.623,70,78,11
83,happier,Olivia Rodrigo,1.118.922,12,83,154
84,Praise God,Kanye West,1.110.891,7,87,16
85,edamame (feat. Rich Brian),bbno$; Rich Brian,1.106.635,74,85,61
86,lovely (with Khalid),Billie Eilish; Khalid,1.099.899,19,86,300
