Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,MONTERO (Call Me By Your Name),Lil Nas X,6.197.914,1,1,38
2,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber; Daniel Caesar; Giveon,5.613.497,1,2,45
3,Kiss Me More (feat. SZA),Doja Cat; SZA,4.445.964,3,3,24
4,Your Power,Billie Eilish,4.281.142,3,4,4
5,Levitating (feat. DaBaby),Dua Lipa; DaBaby,3.781.681,5,5,213
6,Astronaut In The Ocean,Masked Wolf,3.547.763,2,6,106
7,Leave The Door Open,Bruno Mars; Anderson .Paak; Silk Sonic,3.394.000,4,7,59
8,RAPSTAR,Polo G,3.391.223,3,8,24
9,Fiel,Los Legendarios; Wisin; Jhayco,3.229.767,7,9,77
10,Save Your Tears (with Ariana Grande) (Remix),The Weeknd; Ariana Grande,3.097.541,3,10,10
11,deja vu,Olivia Rodrigo,2.816.053,5,11,32
12,Pareja Del Año,Sebastian Yatra; Myke Towers,2.657.750,12,14,14
13,Botella Tras Botella,Gera MX; Christian Nodal,2.653.161,4,13,10
14,drivers license,Olivia Rodrigo,2.632.856,1,16,115
15,Heartbreak Anniversary,Giveon,2.587.229,8,17,82
16,Blinding Lights,The Weeknd,2.468.878,1,15,521
17,AM,Nio Garcia; Flow La Movie,2.466.125,17,18,24
18,telepatía,Kali Uchis,2.387.599,2,20,76
19,DÁKITI,Bad Bunny; Jhayco,2.384.900,1,19,185
20,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Riton; Nightcrawlers; Mufasa & Hypeman; Dopamine,2.380.264,11,12,75
21,Runaway,AURORA,2.237.922,16,22,42
22,The Business,Tiësto,2.177.434,8,21,182
23,Hold On,Justin Bieber,2.033.545,2,24,59
24,Save Your Tears,The Weeknd,1.967.644,2,23,117
25,Up,Cardi B,1.942.928,13,25,87
26,Mood (feat. iann dior),24kGoldn; iann dior,1.853.945,1,26,266
27,Arcade,Duncan Laurence,1.759.203,14,32,90
28,Bandido,Myke Towers; Juhn,1.743.940,5,27,128
29,Heat Waves,Glass Animals,1.740.960,25,29,128
30,Streets,Doja Cat,1.703.459,7,33,112
31,911,Sech,1.682.992,22,28,77
32,Goosebumps - Remix,Travis Scott; HVME,1.651.621,31,31,108
33,Watermelon Sugar,Harry Styles,1.615.497,4,34,533
34,EL MAKINON,KAROL G; Mariah Angeliq,1.608.079,34,35,38
35,Your Love (9PM),ATB; Topic; A7S,1.601.608,24,30,91
36,WITHOUT YOU (with Miley Cyrus),The Kid LAROI; Miley Cyrus,1.596.552,26,36,3
37,Dynamite,BTS,1.593.829,1,37,255
38,Calling My Phone,Lil Tjay; 6LACK,1.569.328,3,40,80
39,Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5; Megan Thee Stallion,1.556.871,32,38,56
40,LA NOCHE DE ANOCHE,Bad Bunny; ROSALÍA,1.516.096,2,39,157
41,Someone You Loved,Lewis Capaldi,1.472.420,4,46,841
42,Don't Start Now,Dua Lipa,1.438.278,2,42,549
43,WITHOUT YOU,The Kid LAROI,1.432.269,6,43,153
44,Talking to the Moon,Bruno Mars,1.411.832,44,50,43
45,Batom de Cereja - Ao Vivo,Israel & Rodolffo,1.379.174,28,41,53
46,I DID IT (feat. Post Malone Megan Thee Stallion Lil Baby & DaBaby),DJ Khaled; Post Malone; DaBaby; Megan Thee Stallion; Lil Baby,1.349.047,36,54,3
47,Best Friend (feat. Doja Cat),Saweetie; Doja Cat,1.347.654,42,48,115
48,BED,Joel Corry; RAYE; David Guetta,1.340.866,42,44,49
49,We're Good,Dua Lipa,1.314.876,10,49,80
50,Volta Bebê Volta Neném,Dj Guuga; DJ Ivis,1.313.742,45,45,13
51,Head & Heart (feat. MNEK),Joel Corry; MNEK,1.256.827,10,47,294
52,Good Days,SZA,1.246.724,5,56,128
53,Sweater Weather,The Neighbourhood,1.242.749,33,62,232
54,positions,Ariana Grande,1.241.188,1,52,192
55,Baila Conmigo (with Rauw Alejandro),Selena Gomez; Rauw Alejandro,1.208.360,16,51,94
56,Ella No Es Tuya - Remix,Rochy RD; Myke Towers; Nicki Nicole,1.197.236,21,53,80
57,Lemonade (feat. Gunna Don Toliver & NAV),Internet Money; Gunna; Don Toliver; NAV,1.192.182,2,59,262
58,ROCKSTAR (feat. Roddy Ricch),DaBaby; Roddy Ricch,1.181.303,1,58,381
59,Dance Monkey,Tones And I,1.158.211,1,57,655
60,Paradise (feat. Dermot Kennedy),MEDUZA; Dermot Kennedy,1.152.178,24,55,128
61,Hecha Pa' Mi,Boza,1.150.240,14,60,158
62,lovely (with Khalid),Billie Eilish; Khalid,1.111.649,19,73,128
63,Cover Me In Sunshine,P!nk; Willow Sage Hart,1.106.578,56,64,36
64,34+35,Ariana Grande,1.104.911,2,67,185
65,Anyone,Justin Bieber,1.090.544,4,68,122
66,In the morning,ITZY,1.083.496,66,77,3
67,Roses - Imanbek Remix,SAINt JHN; Imanbek,1.070.502,2,65,494
68,durag activity (with Travis Scott),Baby Keem; Travis Scott,1.062.203,38,91,3
69,My Head & My Heart,Ava Max,1.056.769,56,66,80
70,WAP (feat. Megan Thee Stallion),Cardi B; Megan Thee Stallion,1.051.912,1,69,269
71,Disco Arranhado - Funk Remix,Malu; DJ Lucas Beat,1.040.735,58,63,34
72,Wants and Needs (feat. Lil Baby),Drake; Lil Baby,1.036.985,2,71,59
73,Before You Go,Lewis Capaldi,1.036.424,17,79,128
74,Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,Nathan Evans; 220 KID; Billen Ted,1.032.641,29,61,83
