Rank,Track,Singer(s),Stream,Peak,Prev,Streak
1,good 4 u,Olivia Rodrigo,10.650.862,1,1,21
2,Todo De Ti,Rauw Alejandro,6.836.951,2,2,14
3,Butter,BTS,5.953.054,2,3,14
4,deja vu,Olivia Rodrigo,5.330.580,3,4,64
5,MONTERO (Call Me By Your Name),Lil Nas X,5.216.036,1,5,70
6,Kiss Me More (feat. SZA),Doja Cat; SZA,5.138.926,2,6,56
7,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber; Daniel Caesar; Giveon,4.293.352,1,7,77
8,traitor,Olivia Rodrigo,4.196.698,7,8,14
9,Levitating (feat. DaBaby),Dua Lipa; DaBaby,4.105.697,4,10,245
10,drivers license,Olivia Rodrigo,4.042.334,1,9,147
11,favorite crime,Olivia Rodrigo,3.405.097,11,11,14
12,happier,Olivia Rodrigo,3.266.267,12,13,14
13,Save Your Tears (with Ariana Grande) (Remix),The Weeknd; Ariana Grande,3.240.539,3,12,42
14,Astronaut In The Ocean,Masked Wolf,3.125.356,2,14,138
15,Fiel,Los Legendarios; Wisin; Jhayco,3.046.445,7,18,109
16,Leave The Door Open,Bruno Mars; Anderson .Paak; Silk Sonic,3.044.806,4,16,91
17,brutal,Olivia Rodrigo,3.031.098,7,15,14
18,Pareja Del Año,Sebastian Yatra; Myke Towers,2.973.446,9,19,46
19,ZITTI E BUONI,Måneskin,2.863.872,9,17,13
20,Lost Cause,Billie Eilish,2.844.839,20,57,2
21,Build a Bitch,Bella Poarch,2.676.153,20,21,21
22,enough for you,Olivia Rodrigo,2.643.663,10,20,14
23,RAPSTAR,Polo G,2.519.172,3,22,56
24,I WANNA BE YOUR SLAVE,Måneskin,2.456.454,22,23,12
25,Blinding Lights,The Weeknd,2.456.276,1,26,553
26,jealousy jealousy,Olivia Rodrigo,2.428.422,14,25,14
27,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Riton; Nightcrawlers; Mufasa & Hypeman; Dopamine,2.425.667,11,24,107
28,AM,Nio Garcia; Flow La Movie,2.348.824,12,27,56
29,1 step forward 3 steps back,Olivia Rodrigo,2.246.330,12,28,14
30,Dynamite,BTS,2.196.278,1,29,287
31,2/Catorce,Rauw Alejandro; Mr. Naisgai,2.046.400,31,32,28
32,DÁKITI,Bad Bunny; Jhayco,2.039.461,1,31,217
33,The Business,Tiësto,2.012.695,8,30,214
34,telepatía,Kali Uchis,1.942.600,2,35,108
